seconds,underlying,volume
1623,194.3855,1
1624,194.39,1
1625,194.39,1
1626,194.39,1
1627,194.39,1
1628,194.39,1
1629,194.4,1
1630,194.4029,15
1631,194.4029,15
1632,194.4007,1
1633,194.4,1
1634,194.4,1
1635,194.4,1
1636,194.4,1
1637,194.4,1
1638,194.4,2
1639,194.4,2
1640,194.41,1
1641,194.42,1
1642,194.43,1
1643,194.43,1
1644,194.43,1
1645,194.4416,1
1646,194.44,5
1647,194.445,1
1648,194.445,1
1649,194.46,1
1650,194.47,4
1651,194.4784,8
1652,194.4799,14
1653,194.475,5
1654,194.49,1
1655,194.48,1
1656,194.482,1
1657,194.5,1
1658,194.49,4
1659,194.49,4
1660,194.49,4
1661,194.49,4
1662,194.5,1
1663,194.49,1
1664,194.495,1
1665,194.495,1
1666,194.49,1
1667,194.4566,1
1668,194.4599,2
1669,194.47,9
1670,194.4661,1
1671,194.46,1
1672,194.46,1
1673,194.4605,2
1674,194.4501,1
1675,194.47,1
1676,194.46,1
1677,194.46,2
1678,194.4556,1
1679,194.45,1
1680,194.45,1
1681,194.46,1
1682,194.46,1
1683,194.465,1
1684,194.45,1
1685,194.4344,3
1686,194.44,1
1687,194.44,1
1688,194.41,1
1689,194.4,1
1690,194.3899,4
1691,194.405,1
1692,194.41,1
1693,194.39,1
1694,194.3979,6
1695,194.3979,6
1696,194.38,1
1697,194.4,1
1698,194.4,2
1699,194.4008,1
1700,194.4008,1
1701,194.4008,1
1702,194.4008,1
1703,194.38,1
1704,194.34,1
1705,194.35,1
1706,194.3211,2
1707,194.34,1
1708,194.3446,1
1709,194.3401,2
1710,194.328,1
1711,194.33,1
1712,194.34,1
1713,194.34,1
1714,194.34,1
1715,194.35,1
1716,194.35,1
1717,194.35,1
1718,194.35,1
1719,194.35,1
1720,194.36,1
1721,194.375,4
1722,194.375,4
1723,194.4,1
1724,194.4,1
1725,194.4,1
1726,194.4,1
1727,194.395,1
1728,194.39,1
1729,194.385,1
1730,194.39,1
1731,194.39,1
1732,194.39,1
1733,194.39,1
1734,194.38,1
1735,194.39,1
1736,194.37,1
1737,194.365,1
1738,194.365,1
1739,194.37,1
1740,194.37,1
1741,194.37,1
1742,194.34,1
1743,194.34,1
1744,194.3409,1
1745,194.3301,3
1746,194.35,1
1747,194.33,1
1748,194.33,1
1749,194.33,1
1750,194.334,1
1751,194.34,5
1752,194.34,1
1753,194.32,5
1754,194.32,5
1755,194.3373,1
1756,194.345,4
1757,194.33,2
1758,194.33,1
1759,194.33,1
1760,194.33,1
1761,194.33,1
1762,194.32,1
1763,194.315,3
1764,194.32,1
1765,194.32,1
1766,194.321,3
1767,194.3,13
1768,194.3001,18
1769,194.3001,18
1770,194.28,1
1771,194.285,1
1772,194.29,1
1773,194.29,1
1774,194.29,1
1775,194.29,1
1776,194.295,1
1777,194.28,1
1778,194.275,1
1779,194.26,1
1780,194.27,1
1781,194.2701,1
1782,194.24,1
1783,194.24,1
1784,194.231,1
1785,194.25,1
1786,194.2413,1
1787,194.24,1
1788,194.24,1
1789,194.2399,33
1790,194.2273,5
1791,194.21,1
1792,194.2183,1
1793,194.2178,3
1794,194.21,1
1795,194.1809,10
1796,194.1809,10
1797,194.19,1
1798,194.183,10
1799,194.19,7
1800,194.1873,9
1801,194.1873,9
1802,194.18,2
1803,194.18,1
1804,194.18,1
1805,194.18,5
1806,194.18,1
1807,194.18,1
1808,194.19,1
1809,194.19,1
1810,194.19,1
1811,194.18,1
1812,194.17,6
1813,194.17,6
1814,194.1765,2
1815,194.17,1
1816,194.18,2
1817,194.18,1
1818,194.165,1
1819,194.165,1
1820,194.16,1
1821,194.16,1
1822,194.1505,1
1823,194.16,1
1824,194.1501,1
1825,194.1689,80
1826,194.1714,5
1827,194.175,2
1828,194.175,2
1829,194.19,1
1830,194.192,7
1831,194.19,2
1832,194.18,1
1833,194.18,1
1834,194.18,10
1835,194.18,1
1836,194.19,2
1837,194.19,1
1838,194.2,1
1839,194.19,1
1840,194.1799,1
1841,194.1799,1
1842,194.17,7
1843,194.17,7
1844,194.17,1
1845,194.17,1
1846,194.17,1
1847,194.17,1
1848,194.17,1
1849,194.17,1
1850,194.17,1
1851,194.18,1
1852,194.182,1
1853,194.182,1
1854,194.19,1
1855,194.2,1
1856,194.2,1
1857,194.2,1
1858,194.2,1
1859,194.21,1
1860,194.21,1
1861,194.22,1
1862,194.22,4
1863,194.23,1
1864,194.23,2
1865,194.23,1
1866,194.23,1
1867,194.2347,1
1868,194.2347,1
1869,194.205,1
1870,194.2099,36
1871,194.2099,36
1872,194.2099,36
1873,194.2,1
1874,194.2,1
1875,194.2,1
1876,194.2,1
1877,194.2,1
1878,194.195,1
1879,194.2,2
1880,194.21,1
1881,194.22,1
1882,194.2194,1
1883,194.2186,1
1884,194.21,1
1885,194.195,1
1886,194.2,1
1887,194.2,1
1888,194.21,1
1889,194.21,1
1890,194.21,1
1891,194.21,1
1892,194.21,1
1893,194.22,1
1894,194.22,1
1895,194.22,1
1896,194.22,1
1897,194.22,1
1898,194.2204,1
1899,194.21,2
1900,194.212,1
1901,194.215,1
1902,194.185,1
1903,194.195,1
1904,194.22,1
1905,194.24,1
1906,194.2259,3
1907,194.2183,2
1908,194.2183,2
1909,194.24,1
1910,194.24,1
1911,194.235,5
1912,194.235,1
1913,194.24,1
1914,194.24,1
1915,194.24,1
1916,194.23,1
1917,194.2199,1
1918,194.22,1
1919,194.22,1
1920,194.22,1
1921,194.22,1
1922,194.22,1
1923,194.23,1
1924,194.2328,1
1925,194.2328,1
1926,194.2328,1
1927,194.23,2
1928,194.24,1
1929,194.24,1
1930,194.2301,2
1931,194.24,1
1932,194.24,1
1933,194.24,1
1934,194.24,1
1935,194.23,1
1936,194.23,1
1937,194.23,1
1938,194.24,1
1939,194.24,1
1940,194.23,1
1941,194.23,1
1942,194.24,1
1943,194.235,1
1944,194.24,1
1945,194.23,1
1946,194.24,1
1947,194.24,1
1948,194.24,1
1949,194.24,1
1950,194.24,1
1951,194.24,1
1952,194.2301,5
1953,194.23,1
1954,194.23,1
1955,194.2301,8
1956,194.2301,8
1957,194.23,1
1958,194.23,1
1959,194.235,1
1960,194.235,1
1961,194.23,1
1962,194.23,1
1963,194.23,3
1964,194.2398,5
1965,194.235,1
1966,194.2399,5
1967,194.2396,2
1968,194.24,2
1969,194.255,1
1970,194.2494,15
1971,194.21,1
1972,194.2187,1
1973,194.21,1
1974,194.21,1
1975,194.21,15
1976,194.22,2
1977,194.22,2
1978,194.22,2
1979,194.21,1
1980,194.2199,1
1981,194.2199,1
1982,194.2199,14
1983,194.2,33
1984,194.2,33
1985,194.2,33
1986,194.21,1
1987,194.2,1
1988,194.2,1
1989,194.2,1
1990,194.2009,15
1991,194.2116,1
1992,194.18,8
1993,194.19,5
1994,194.19,5
1995,194.1801,5
1996,194.18,2
1997,194.1751,1
1998,194.1751,1
1999,194.17,1
2000,194.18,13
2001,194.182,5
2002,194.18,15
2003,194.1785,1
2004,194.18,1
2005,194.1736,1
2006,194.19,1
2007,194.1841,5
2008,194.19,1
2009,194.2,1
2010,194.205,1
2011,194.205,1
2012,194.2399,1
2013,194.225,1
2014,194.23,3
2015,194.23,1
2016,194.26,10
2017,194.26,10
2018,194.27,1
2019,194.289,1
2020,194.28,2
2021,194.275,2
2022,194.275,2
2023,194.27,1
2024,194.25,1
2025,194.241,4
2026,194.231,5
2027,194.23,1
2028,194.23,1
2029,194.23,1
2030,194.23,5
2031,194.23,5
2032,194.23,1
2033,194.23,1
2034,194.2207,1
2035,194.2207,1
2036,194.2201,3
2037,194.25,1
2038,194.24,1
2039,194.23,3
2040,194.23,3
2041,194.23,3
2042,194.23,1
2043,194.222,1
2044,194.23,1
2045,194.23,1
2046,194.21,1
2047,194.2,2
2048,194.21,1
2049,194.21,1
2050,194.23,1
2051,194.23,1
2052,194.23,1
2053,194.239,4
2054,194.2303,11
2055,194.24,3
2056,194.25,1
2057,194.2301,5
2058,194.2301,5
2059,194.24,25
2060,194.24,1
2061,194.24,1
2062,194.24,1
2063,194.2369,1
2064,194.24,1
2065,194.24,1
2066,194.22,1
2067,194.22,15
2068,194.22,15
2069,194.22,15
2070,194.22,1
2071,194.2415,1
2072,194.2415,1
2073,194.2415,1
2074,194.2415,1
2075,194.2415,1
2076,194.2415,1
2077,194.2415,1
2078,194.2499,1
2079,194.2499,1
2080,194.2499,1
2081,194.23,1
2082,194.24,1
2083,194.24,1
2084,194.24,1
2085,194.24,1
2086,194.23,2
2087,194.22,1
2088,194.22,1
2089,194.22,1
2090,194.21,2
2091,194.21,2
2092,194.23,3
2093,194.23,3
2094,194.23,1
2095,194.23,1
2096,194.23,1
2097,194.235,1
2098,194.24,2
2099,194.24,2
2100,194.24,2
2101,194.24,1
2102,194.23,2
2103,194.218,6
2104,194.218,6
2105,194.22,1
2106,194.22,1
2107,194.21,15
2108,194.21,15
2109,194.22,1
2110,194.2183,1
2111,194.21,1
2112,194.22,1
2113,194.2204,1
2114,194.2204,1
2115,194.2299,2
2116,194.2299,2
2117,194.23,2
2118,194.24,1
2119,194.24,1
2120,194.24,1
2121,194.24,1
2122,194.23,1
2123,194.24,1
2124,194.24,1
2125,194.24,1
2126,194.24,1
2127,194.23,1
2128,194.23,1
2129,194.23,1
2130,194.24,1
2131,194.24,1
2132,194.24,1
2133,194.24,1
2134,194.25,1
2135,194.25,1
2136,194.2599,5
2137,194.255,25
2138,194.26,1
2139,194.26,1
2140,194.255,1
2141,194.255,1
2142,194.23,1
2143,194.2265,1
2144,194.2265,1
2145,194.23,1
2146,194.2201,7
2147,194.23,1
2148,194.23,1
2149,194.23,1
2150,194.23,2
2151,194.23,1
2152,194.23,1
2153,194.24,1
2154,194.2492,1
2155,194.24,1
2156,194.25,1
2157,194.25,1
2158,194.2489,1
2159,194.245,2
2160,194.25,1
2161,194.2699,2
2162,194.265,1
2163,194.2602,1
2164,194.2602,1
2165,194.25,1
2166,194.25,1
2167,194.26,1
2168,194.27,1
2169,194.2654,1
2170,194.2683,25
2171,194.27,1
2172,194.28,1
2173,194.275,1
2174,194.2836,1
2175,194.2841,1
2176,194.285,5
2177,194.2677,1
2178,194.26,1
2179,194.26,1
2180,194.26,1
2181,194.2699,1
2182,194.27,1
2183,194.27,1
2184,194.27,1
2185,194.27,1
2186,194.25,1
2187,194.24,1
2188,194.2499,1
2189,194.25,1
2190,194.26,1
2191,194.265,1
2192,194.26,1
2193,194.26,1
2194,194.275,3
2195,194.275,2
2196,194.31,3
2197,194.3001,1
2198,194.32,1
2199,194.32,4
2200,194.32,4
2201,194.33,1
2202,194.338,5
2203,194.348,1
2204,194.37,1
2205,194.379,3
2206,194.37,6
2207,194.3988,1
2208,194.395,1
2209,194.3987,1
2210,194.37,2
2211,194.37,2
2212,194.3655,1
2213,194.3655,1
2214,194.39,1
2215,194.39,1
2216,194.39,1
2217,194.42,2
2218,194.42,2
2219,194.41,5
2220,194.41,5
2221,194.41,5
2222,194.41,1
2223,194.39,1
2224,194.3801,5
2225,194.385,3
2226,194.415,2
2227,194.41,3
2228,194.41,3
2229,194.4,11
2230,194.41,1
2231,194.41,1
2232,194.41,1
2233,194.39,4
2234,194.38,1
2235,194.385,1
2236,194.39,1
2237,194.4,2
2238,194.405,2
2239,194.405,2
2240,194.405,2
2241,194.405,2
2242,194.405,2
2243,194.405,2
2244,194.405,3
2245,194.38,1
2246,194.38,1
2247,194.3882,1
2248,194.3882,1
2249,194.4,1
2250,194.4,19
2251,194.41,1
2252,194.41,1
2253,194.41,1
2254,194.41,5
2255,194.41,3
2256,194.43,1
2257,194.43,1
2258,194.43,1
2259,194.43,1
2260,194.43,1
2261,194.41,1
2262,194.42,1
2263,194.415,1
2264,194.43,5
2265,194.4029,1
2266,194.4,1
2267,194.4099,2
2268,194.4099,2
2269,194.4099,2
2270,194.4099,2
2271,194.395,2
2272,194.39,2
2273,194.39,1
2274,194.4,1
2275,194.395,1
2276,194.4,1
2277,194.4,1
2278,194.4,1
2279,194.3902,2
2280,194.405,1
2281,194.405,1
2282,194.4,1
2283,194.4,1
2284,194.403,3
2285,194.412,1
2286,194.4111,3
2287,194.41,3
2288,194.41,3
2289,194.41,3
2290,194.41,3
2291,194.42,1
2292,194.42,1
2293,194.42,1
2294,194.43,1
2295,194.41,5
2296,194.4002,5
2297,194.41,1
2298,194.4093,1
2299,194.401,2
2300,194.44,1
2301,194.44,1
2302,194.44,1
2303,194.44,1
2304,194.43,5
2305,194.44,2
2306,194.45,1
2307,194.44,1
2308,194.4385,4
2309,194.43,2
2310,194.43,1
2311,194.413,5
2312,194.413,5
2313,194.41,2
2314,194.415,13
2315,194.42,1
2316,194.42,1
2317,194.42,1
2318,194.42,1
2319,194.42,1
2320,194.42,5
2321,194.42,5
2322,194.43,6
2323,194.43,3
2324,194.43,2
2325,194.43,2
2326,194.428,5
2327,194.428,5
2328,194.428,5
2329,194.425,2
2330,194.425,2
2331,194.425,2
2332,194.43,5
2333,194.435,5
2334,194.44,1
2335,194.435,2
2336,194.45,3
2337,194.44,1
2338,194.43,5
2339,194.42,1
2340,194.42,1
2341,194.4199,1
2342,194.4201,5
2343,194.43,1
2344,194.4305,2
2345,194.4305,2
2346,194.435,2
2347,194.435,2
2348,194.435,2
2349,194.435,2
2350,194.44,1
2351,194.4433,5
2352,194.4433,5
2353,194.43,1
2354,194.43,1
2355,194.4488,1
2356,194.4488,1
2357,194.4488,1
2358,194.44,2
2359,194.44,2
2360,194.42,1
2361,194.415,1
2362,194.415,1
2363,194.4102,1
2364,194.405,1
2365,194.41,1
2366,194.44,1
2367,194.44,1
2368,194.43,1
2369,194.43,1
2370,194.43,1
2371,194.415,5
2372,194.415,5
2373,194.4,1
2374,194.409,1
2375,194.409,1
2376,194.42,1
2377,194.42,1
2378,194.42,1
2379,194.42,3
2380,194.42,3
2381,194.43,1
2382,194.45,1
2383,194.44,1
2384,194.44,1
2385,194.44,1
2386,194.45,12
2387,194.4482,1
2388,194.445,1
2389,194.445,2
2390,194.445,2
2391,194.45,1
2392,194.4501,2
2393,194.47,1
2394,194.475,1
2395,194.45,1
2396,194.44,1
2397,194.44,1
2398,194.47,2
2399,194.4728,1
2400,194.4758,3
2401,194.46,1
2402,194.46,1
2403,194.4776,1
2404,194.46,1
2405,194.4721,1
2406,194.47,3
2407,194.46,1
2408,194.45,1
2409,194.45,1
2410,194.4599,35
2411,194.445,1
2412,194.4401,1
2413,194.44,1
2414,194.44,1
2415,194.4399,5
2416,194.44,1
2417,194.4381,1
2418,194.425,10
2419,194.4101,3
2420,194.43,1
2421,194.45,1
2422,194.4501,1
2423,194.455,7
2424,194.455,7
2425,194.455,1
2426,194.455,1
2427,194.45,1
2428,194.45,1
2429,194.47,1
2430,194.47,1
2431,194.47,1
2432,194.4601,2
2433,194.47,1
2434,194.47,1
2435,194.48,2
2436,194.48,2
2437,194.48,2
2438,194.465,1
2439,194.465,1
2440,194.4699,1
2441,194.47,5
2442,194.46,1
2443,194.47,1
2444,194.47,5
2445,194.47,5
2446,194.47,5
2447,194.455,5
2448,194.46,1
2449,194.46,1
2450,194.46,1
2451,194.46,1
2452,194.46,2
2453,194.465,2
2454,194.4697,5
2455,194.465,1
2456,194.465,1
2457,194.46,1
2458,194.46,1
2459,194.47,1
2460,194.47,1
2461,194.47,4
2462,194.48,1
2463,194.48,1
2464,194.4731,1
2465,194.4799,2
2466,194.49,1
2467,194.48,1
2468,194.4876,1
2469,194.4876,1
2470,194.4876,1
2471,194.4831,1
2472,194.485,1
2473,194.48,1
2474,194.48,1
2475,194.48,1
2476,194.48,1
2477,194.4701,5
2478,194.47,1
2479,194.4601,5
2480,194.465,5
2481,194.465,1
2482,194.4669,1
2483,194.4691,10
2484,194.467,1
2485,194.47,1
2486,194.479,3
2487,194.4709,2
2488,194.475,2
2489,194.475,2
2490,194.48,1
2491,194.48,1
2492,194.48,1
2493,194.48,1
2494,194.49,5
2495,194.4999,1
2496,194.4801,5
2497,194.49,1
2498,194.4807,5
2499,194.5,3
2500,194.49,1
2501,194.5,1
2502,194.5,1
2503,194.5,1
2504,194.49,1
2505,194.49,1
2506,194.49,1
2507,194.48,1
2508,194.49,1
2509,194.4856,3
2510,194.48,5
2511,194.48,5
2512,194.48,5
2513,194.475,1
2514,194.48,1
2515,194.48,1
2516,194.48,1
2517,194.48,1
2518,194.48,1
2519,194.49,1
2520,194.49,1
2521,194.49,1
2522,194.48,1
2523,194.48,2
2524,194.4849,1
2525,194.4849,1
2526,194.4849,1
2527,194.4849,1
2528,194.4849,1
2529,194.49,5
2530,194.49,5
2531,194.49,5
2532,194.49,5
2533,194.4817,1
2534,194.4817,1
2535,194.4817,1
2536,194.4817,1
2537,194.48,1
2538,194.49,5
2539,194.49,5
2540,194.49,5
2541,194.49,5
2542,194.49,5
2543,194.4907,1
2544,194.5,1
2545,194.505,2
2546,194.505,1
2547,194.5047,14
2548,194.49,1
2549,194.5,1
2550,194.505,1
2551,194.505,1
2552,194.475,5
2553,194.48,3
2554,194.475,5
2555,194.475,5
2556,194.4701,4
2557,194.4701,4
2558,194.4701,4
2559,194.4701,4
2560,194.48,2
2561,194.49,4
2562,194.49,4
2563,194.5,1
2564,194.505,1
2565,194.505,1
2566,194.505,1
2567,194.505,1
2568,194.49,5
2569,194.49,5
2570,194.49,5
2571,194.47,1
2572,194.48,1
2573,194.46,1
2574,194.46,1
2575,194.4588,3
2576,194.4699,1
2577,194.44,1
2578,194.455,2
2579,194.48,5
2580,194.485,1
2581,194.485,1
2582,194.49,1
2583,194.49,1
2584,194.49,1
2585,194.5,4
2586,194.505,2
2587,194.505,2
2588,194.51,1
2589,194.5199,5
2590,194.5151,1
2591,194.5,1
2592,194.5199,4
2593,194.5199,4
2594,194.51,1
2595,194.51,1
2596,194.51,1
2597,194.51,1
2598,194.5199,3
2599,194.51,2
2600,194.51,2
2601,194.5,1
2602,194.484,1
2603,194.4865,1
2604,194.4865,1
2605,194.4865,1
2606,194.5,1
2607,194.505,5
2608,194.505,3
2609,194.5169,1
2610,194.51,1
2611,194.51,1
2612,194.51,1
2613,194.535,5
2614,194.5309,10
2615,194.5399,1
2616,194.531,1
2617,194.54,2
2618,194.54,2
2619,194.545,1
2620,194.545,1
2621,194.54,2
2622,194.54,2
2623,194.5796,5
2624,194.585,1
2625,194.58,1
2626,194.57,1
2627,194.58,1
2628,194.57,1
2629,194.55,1
2630,194.54,4
2631,194.54,13
2632,194.54,1
2633,194.54,1
2634,194.535,1
2635,194.535,1
2636,194.535,1
2637,194.5399,1
2638,194.53,1
2639,194.53,1
2640,194.52,1
2641,194.525,1
2642,194.52,2
2643,194.5234,1
2644,194.5234,1
2645,194.5143,1
2646,194.51,5
2647,194.51,1
2648,194.51,2
2649,194.51,2
2650,194.51,3
2651,194.51,3
2652,194.5,9
2653,194.5,9
2654,194.5,4
2655,194.4901,5
2656,194.4901,3
2657,194.4901,3
2658,194.4901,3
2659,194.5,5
2660,194.4817,2
2661,194.49,1
2662,194.49,1
2663,194.49,1
2664,194.49,1
2665,194.49,1
2666,194.4912,1
2667,194.51,1
2668,194.49,1
2669,194.4901,5
2670,194.5,2
2671,194.5,1
2672,194.51,5
2673,194.5099,14
2674,194.5099,14
2675,194.5099,14
2676,194.525,1
2677,194.53,3
2678,194.53,3
2679,194.53,3
2680,194.53,1
2681,194.53,1
2682,194.5256,2
2683,194.5256,2
2684,194.5382,10
2685,194.5382,10
2686,194.525,1
2687,194.53,1
2688,194.53,1
2689,194.53,1
2690,194.53,1
2691,194.53,1
2692,194.53,1
2693,194.53,1
2694,194.54,1
2695,194.5411,1
2696,194.5411,1
2697,194.5411,1
2698,194.54,3
2699,194.545,2
2700,194.545,2
2701,194.535,1
2702,194.533,1
2703,194.52,1
2704,194.515,10
2705,194.515,10
2706,194.52,1
2707,194.52,1
2708,194.52,1
2709,194.52,1
2710,194.52,1
2711,194.52,1
2712,194.52,1
2713,194.529,2
2714,194.53,2
2715,194.53,1
2716,194.53,1
2717,194.54,1
2718,194.555,8
2719,194.555,5
2720,194.5699,3
2721,194.57,15
2722,194.57,1
2723,194.5763,2
2724,194.58,1
2725,194.58,1
2726,194.5862,5
2727,194.5702,1
2728,194.58,2
2729,194.58,1
2730,194.5709,13
2731,194.57,1
2732,194.59,2
2733,194.5601,3
2734,194.565,22
2735,194.5664,2
2736,194.5699,2
2737,194.5699,2
2738,194.5699,2
2739,194.5699,2
2740,194.5699,2
2741,194.565,1
2742,194.565,1
2743,194.565,1
2744,194.57,1
2745,194.57,1
2746,194.57,1
2747,194.57,1
2748,194.5901,1
2749,194.59,11
2750,194.59,11
2751,194.59,11
2752,194.5847,2
2753,194.58,1
2754,194.59,1
2755,194.59,1
2756,194.59,1
2757,194.585,1
2758,194.585,1
2759,194.59,1
2760,194.59,1
2761,194.592,2
2762,194.59,1
2763,194.595,5
2764,194.59,1
2765,194.595,1
2766,194.5901,2
2767,194.61,1
2768,194.59,1
2769,194.595,1
2770,194.59,1
2771,194.582,1
2772,194.582,1
2773,194.582,1
2774,194.585,1
2775,194.585,1
2776,194.59,3
2777,194.59,3
2778,194.59,3
2779,194.585,1
2780,194.58,4
2781,194.58,1
2782,194.58,1
2783,194.58,1
2784,194.59,1
2785,194.585,1
2786,194.58,1
2787,194.585,1
2788,194.585,5
2789,194.585,5
2790,194.6085,2
2791,194.61,1
2792,194.61,1
2793,194.58,1
2794,194.5884,1
2795,194.5884,1
2796,194.58,1
2797,194.5869,1
2798,194.5869,1
2799,194.5869,1
2800,194.58,1
2801,194.58,1
2802,194.58,1
2803,194.58,1
2804,194.58,1
2805,194.58,1
2806,194.585,1
2807,194.57,1
2808,194.57,1
2809,194.57,1
2810,194.57,1
2811,194.56,2
2812,194.56,2
2813,194.56,2
2814,194.55,1
2815,194.56,1
2816,194.558,10
2817,194.558,10
2818,194.5662,4
2819,194.557,1
2820,194.56,1
2821,194.555,1
2822,194.555,1
2823,194.55,1
2824,194.55,1
2825,194.551,2
2826,194.56,1
2827,194.56,1
2828,194.55,1
2829,194.55,1
2830,194.55,1
2831,194.55,1
2832,194.5425,1
2833,194.55,1
2834,194.55,18
2835,194.5352,2
2836,194.54,1
2837,194.54,1
2838,194.54,1
2839,194.535,3
2840,194.55,1
2841,194.55,1
2842,194.54,1
2843,194.54,1
2844,194.54,1
2845,194.54,1
2846,194.54,1
2847,194.54,1
2848,194.545,2
2849,194.56,1
2850,194.56,1
2851,194.5617,2
2852,194.5617,2
2853,194.5617,2
2854,194.56,1
2855,194.57,1
2856,194.5507,7
2857,194.55,1
2858,194.55,1
2859,194.55,1
2860,194.55,1
2861,194.55,1
2862,194.57,1
2863,194.57,1
2864,194.5501,2
2865,194.56,1
2866,194.57,1
2867,194.5684,5
2868,194.56,1
2869,194.56,1
2870,194.56,1
2871,194.56,1
2872,194.565,1
2873,194.5645,1
2874,194.558,1
2875,194.555,3
2876,194.56,15
2877,194.56,15
2878,194.56,1
2879,194.56,1
2880,194.565,2
2881,194.5684,1
2882,194.5657,3
2883,194.5688,1
2884,194.57,15
2885,194.57,15
2886,194.57,2
2887,194.5652,2
2888,194.57,1
2889,194.57,1
2890,194.56,6
2891,194.56,6
2892,194.56,1
2893,194.55,1
2894,194.55,1
2895,194.55,1
2896,194.5419,1
2897,194.54,1
2898,194.54,1
2899,194.54,1
2900,194.539,1
2901,194.5286,3
2902,194.5299,3
2903,194.52,2
2904,194.525,5
2905,194.52,3
2906,194.5162,2
2907,194.5,1
2908,194.5,4
2909,194.5,1
2910,194.5099,2
2911,194.5099,2
2912,194.5099,2
2913,194.48,2
2914,194.48,1
2915,194.483,10
2916,194.49,1
2917,194.5118,1
2918,194.52,2
2919,194.52,1
2920,194.52,7
2921,194.51,1
2922,194.51,1
2923,194.51,2
2924,194.51,2
2925,194.51,2
2926,194.51,2
2927,194.5133,2
2928,194.51,1
2929,194.5,2
2930,194.5,1
2931,194.5,1
2932,194.5,1
2933,194.4988,1
2934,194.51,1
2935,194.505,3
2936,194.505,3
2937,194.505,3
2938,194.51,1
2939,194.51,1
2940,194.5,1
2941,194.5,1
2942,194.5,3
2943,194.5,3
2944,194.5,3
2945,194.495,1
2946,194.495,1
2947,194.5,1
2948,194.5,3
2949,194.49,2
2950,194.49,1
2951,194.49,1
2952,194.49,1
2953,194.5,1
2954,194.5,1
2955,194.5,1
2956,194.5,1
2957,194.5,1
2958,194.5024,1
2959,194.51,1
2960,194.5001,1
2961,194.5001,1
2962,194.5,1
2963,194.5,1
2964,194.493,5
2965,194.4981,1
2966,194.4981,1
2967,194.4981,1
2968,194.49,2
2969,194.49,2
2970,194.49,2
2971,194.4855,3
2972,194.49,1
2973,194.49,1
2974,194.48,1
2975,194.4897,1
2976,194.4891,2
2977,194.4891,2
2978,194.49,1
2979,194.496,5
2980,194.49,3
2981,194.4951,1
2982,194.4951,1
2983,194.4951,1
2984,194.49,1
2985,194.49,1
2986,194.49,3
2987,194.49,3
2988,194.49,1
2989,194.48,4
2990,194.48,4
2991,194.5,1
2992,194.53,1
2993,194.53,1
2994,194.525,1
2995,194.525,1
2996,194.516,1
2997,194.516,1
2998,194.516,1
2999,194.54,1
3000,194.55,1
3001,194.575,2
3002,194.56,1
3003,194.56,1
3004,194.5591,2
3005,194.55,1
3006,194.55,1
3007,194.54,1
3008,194.535,1
3009,194.535,1
3010,194.55,1
3011,194.55,1
3012,194.53,2
3013,194.5376,1
3014,194.5376,2
3015,194.539,2
3016,194.539,2
3017,194.535,2
3018,194.535,2
3019,194.53,1
3020,194.5123,40
3021,194.52,2
3022,194.52,2
3023,194.525,1
3024,194.52,1
3025,194.52,1
3026,194.515,1
3027,194.501,1
3028,194.5001,5
3029,194.5001,5
3030,194.5,1
3031,194.475,2
3032,194.475,2
3033,194.475,2
3034,194.48,1
3035,194.48,1
3036,194.47,1
3037,194.475,15
3038,194.47,1
3039,194.47,1
3040,194.48,1
3041,194.46,1
3042,194.4403,12
3043,194.4496,15
3044,194.4496,15
3045,194.4541,1
3046,194.45,10
3047,194.4401,1
3048,194.44,1
3049,194.438,1
3050,194.4399,5
3051,194.4399,5
3052,194.41,1
3053,194.41,2
3054,194.4053,1
3055,194.405,1
3056,194.405,1
3057,194.4,1
3058,194.4,1
3059,194.405,1
3060,194.41,5
3061,194.41,5
3062,194.41,5
3063,194.4,1
3064,194.3801,2
3065,194.3801,2
3066,194.3795,2
3067,194.3896,1
3068,194.39,1
3069,194.39,1
3070,194.39,22
3071,194.39,22
3072,194.39,1
3073,194.3911,4
3074,194.4,2
3075,194.4,2
3076,194.4,2
3077,194.42,1
3078,194.42,1
3079,194.42,1
3080,194.44,1
3081,194.45,1
3082,194.455,10
3083,194.46,1
3084,194.485,3
3085,194.48,3
3086,194.4804,1
3087,194.49,1
3088,194.495,1
3089,194.5,1
3090,194.5,1
3091,194.5077,5
3092,194.5077,5
3093,194.52,1
3094,194.52,1
3095,194.5199,22
3096,194.515,1
3097,194.51,5
3098,194.5126,1
3099,194.49,1
3100,194.5,1
3101,194.5259,1
3102,194.5259,1
3103,194.53,1
3104,194.51,1
3105,194.5,1
3106,194.4916,1
3107,194.5,1
3108,194.51,1
3109,194.51,1
3110,194.5,1
3111,194.5,1
3112,194.5,1
3113,194.5,1
3114,194.52,1
3115,194.515,2
3116,194.515,2
3117,194.515,2
3118,194.515,2
3119,194.49,1
3120,194.5,3
3121,194.5,3
3122,194.5,3
3123,194.5,3
3124,194.5,3
3125,194.52,1
3126,194.5178,3
3127,194.5178,3
3128,194.51,1
3129,194.51,3
3130,194.51,3
3131,194.5,5
3132,194.51,1
3133,194.51,1
3134,194.51,1
3135,194.51,1
3136,194.51,1
3137,194.49,1
3138,194.5,1
3139,194.5,1
3140,194.5,1
3141,194.5075,14
