seconds,underlying,volume
3142,194.5075,14
3143,194.5075,14
3144,194.53,1
3145,194.515,1
3146,194.52,2
3147,194.51,22
3148,194.51,22
3149,194.5105,5
3150,194.5105,5
3151,194.5105,5
3152,194.5105,5
3153,194.5105,5
3154,194.5118,1
3155,194.5101,9
3156,194.5101,9
3157,194.5101,9
3158,194.53,1
3159,194.52,2
3160,194.5299,1
3161,194.529,6
3162,194.53,1
3163,194.53,1
3164,194.515,1
3165,194.515,1
3166,194.55,2
3167,194.54,3
3168,194.5396,1
3169,194.534,2
3170,194.534,2
3171,194.55,1
3172,194.548,3
3173,194.54,1
3174,194.545,1
3175,194.545,1
3176,194.545,1
3177,194.52,1
3178,194.52,1
3179,194.53,1
3180,194.53,1
3181,194.53,1
3182,194.53,1
3183,194.52,1
3184,194.52,1
3185,194.52,1
3186,194.52,10
3187,194.52,10
3188,194.52,10
3189,194.53,1
3190,194.54,1
3191,194.5379,1
3192,194.54,1
3193,194.54,1
3194,194.54,1
3195,194.545,1
3196,194.545,1
3197,194.55,3
3198,194.535,1
3199,194.535,1
3200,194.535,2
3201,194.535,2
3202,194.5386,1
3203,194.54,1
3204,194.545,15
3205,194.5301,5
3206,194.53,1
3207,194.53,1
3208,194.535,1
3209,194.53,1
3210,194.53,2
3211,194.525,1
3212,194.525,1
3213,194.525,1
3214,194.525,1
3215,194.525,1
3216,194.53,1
3217,194.535,1
3218,194.54,1
3219,194.5477,1
3220,194.5477,1
3221,194.56,1
3222,194.545,3
3223,194.5485,1
3224,194.545,1
3225,194.543,3
3226,194.543,3
3227,194.5501,15
3228,194.558,1
3229,194.558,1
3230,194.5576,1
3231,194.55,3
3232,194.5401,5
3233,194.5401,5
3234,194.5401,5
3235,194.5401,5
3236,194.545,10
3237,194.56,1
3238,194.545,2
3239,194.57,1
3240,194.56,1
3241,194.55,1
3242,194.54,1
3243,194.545,2
3244,194.5399,5
3245,194.5399,5
3246,194.55,3
3247,194.55,3
3248,194.5764,3
3249,194.57,1
3250,194.57,1
3251,194.57,1
3252,194.5753,2
3253,194.5783,3
3254,194.58,1
3255,194.5847,2
3256,194.58,1
3257,194.56,1
3258,194.56,1
3259,194.55,1
3260,194.55,1
3261,194.55,1
3262,194.53,1
3263,194.54,4
3264,194.54,4
3265,194.535,1
3266,194.5399,1
3267,194.5339,1
3268,194.54,1
3269,194.54,1
3270,194.54,1
3271,194.56,1
3272,194.54,2
3273,194.54,2
3274,194.57,1
3275,194.5636,5
3276,194.5636,5
3277,194.58,1
3278,194.57,1
3279,194.58,1
3280,194.58,1
3281,194.58,1
3282,194.58,5
3283,194.58,5
3284,194.575,5
3285,194.575,5
3286,194.58,1
3287,194.58,1
3288,194.58,1
3289,194.58,1
3290,194.58,1
3291,194.59,1
3292,194.5885,1
3293,194.5885,1
3294,194.5898,1
3295,194.594,1
3296,194.6,1
3297,194.6,1
3298,194.59,15
3299,194.585,1
3300,194.57,1
3301,194.585,3
3302,194.585,3
3303,194.57,1
3304,194.5642,1
3305,194.565,3
3306,194.5499,5
3307,194.53,1
3308,194.5255,3
3309,194.53,9
3310,194.54,1
3311,194.54,28
3312,194.54,28
3313,194.5465,3
3314,194.55,1
3315,194.55,1
3316,194.55,1
3317,194.545,2
3318,194.55,1
3319,194.56,1
3320,194.55,3
3321,194.55,3
3322,194.5505,4
3323,194.5505,4
3324,194.5599,2
3325,194.5599,2
3326,194.565,11
3327,194.565,11
3328,194.56,1
3329,194.56,28
3330,194.56,28
3331,194.56,1
3332,194.56,1
3333,194.56,1
3334,194.56,1
3335,194.56,1
3336,194.5604,1
3337,194.56,3
3338,194.56,3
3339,194.56,1
3340,194.5639,1
3341,194.5639,1
3342,194.5639,1
3343,194.5639,1
3344,194.595,1
3345,194.6,3
3346,194.61,1
3347,194.605,3
3348,194.6252,15
3349,194.6286,2
3350,194.6299,5
3351,194.6296,12
3352,194.6296,12
3353,194.6296,12
3354,194.63,1
3355,194.6299,7
3356,194.6373,6
3357,194.63,2
3358,194.6201,15
3359,194.63,6
3360,194.63,1
3361,194.62,1
3362,194.62,1
3363,194.62,2
3364,194.6297,1
3365,194.63,1
3366,194.6289,1
3367,194.6289,1
3368,194.6289,1
3369,194.62,1
3370,194.62,1
3371,194.627,1
3372,194.63,1
3373,194.63,1
3374,194.63,1
3375,194.63,2
3376,194.63,2
3377,194.63,2
3378,194.64,1
3379,194.635,1
3380,194.6301,1
3381,194.6301,1
3382,194.635,1
3383,194.64,1
3384,194.64,1
3385,194.6419,2
3386,194.63,1
3387,194.67,2
3388,194.67,10
3389,194.66,4
3390,194.66,4
3391,194.67,1
3392,194.665,5
3393,194.67,1
3394,194.68,1
3395,194.68,1
3396,194.685,12
3397,194.68,1
3398,194.675,2
3399,194.675,2
3400,194.69,1
3401,194.695,5
3402,194.695,1
3403,194.695,5
3404,194.695,1
3405,194.7,1
3406,194.7,1
3407,194.7,1
3408,194.6999,1
3409,194.7,1
3410,194.695,1
3411,194.695,1
3412,194.695,1
3413,194.695,1
3414,194.6986,1
3415,194.6986,1
3416,194.6977,1
3417,194.695,1
3418,194.695,1
3419,194.695,1
3420,194.695,1
3421,194.7,1
3422,194.7775,1
3423,194.77,1
3424,194.775,1
3425,194.7795,3
3426,194.7718,3
3427,194.7799,4
3428,194.7799,3
3429,194.7729,1
3430,194.7859,3
3431,194.785,2
3432,194.79,1
3433,194.8,2
3434,194.8092,1
3435,194.8047,1
3436,194.8071,4
3437,194.8,1
3438,194.8,1
3439,194.795,1
3440,194.79,1
3441,194.82,4
3442,194.8201,4
3443,194.81,2
3444,194.805,4
3445,194.8033,2
3446,194.805,1
3447,194.805,1
3448,194.805,1
3449,194.8087,4
3450,194.8,10
3451,194.7999,1
3452,194.8,1
3453,194.8,1
3454,194.792,1
3455,194.795,2
3456,194.8,1
3457,194.79,1
3458,194.79,1
3459,194.7911,2
3460,194.7911,2
3461,194.7984,1
3462,194.795,3
3463,194.7899,1
3464,194.7899,1
3465,194.7899,1
3466,194.7899,1
3467,194.7899,1
3468,194.795,3
3469,194.77,1
3470,194.7562,1
3471,194.7601,1
3472,194.7679,2
3473,194.775,3
3474,194.77,1
3475,194.77,1
3476,194.76,1
3477,194.7697,16
3478,194.77,1
3479,194.77,1
3480,194.77,1
3481,194.775,3
3482,194.77,1
3483,194.77,1
3484,194.77,1
3485,194.76,1
3486,194.76,1
3487,194.7501,40
3488,194.7501,40
3489,194.7501,40
3490,194.75,1
3491,194.7318,1
3492,194.74,1
3493,194.74,10
3494,194.74,10
3495,194.74,1
3496,194.7301,1
3497,194.7327,1
3498,194.74,1
3499,194.74,1
3500,194.75,1
3501,194.75,1
3502,194.76,1
3503,194.76,1
3504,194.77,4
3505,194.77,12
3506,194.77,1
3507,194.78,1
3508,194.76,1
3509,194.8,1
3510,194.781,1
3511,194.7801,3
3512,194.79,5
3513,194.8,1
3514,194.8,1
3515,194.8,1
3516,194.8099,1
3517,194.806,1
3518,194.8093,3
3519,194.8093,3
3520,194.8093,3
3521,194.82,1
3522,194.82,1
3523,194.8209,4
3524,194.83,1
3525,194.83,2
3526,194.82,1
3527,194.815,2
3528,194.83,1
3529,194.82,11
3530,194.8124,3
3531,194.805,2
3532,194.8,3
3533,194.81,1
3534,194.815,5
3535,194.815,5
3536,194.82,2
3537,194.83,23
3538,194.8199,5
3539,194.815,5
3540,194.81,1
3541,194.81,1
3542,194.78,2
3543,194.77,1
3544,194.775,1
3545,194.78,1
3546,194.78,1
3547,194.78,1
3548,194.78,1
3549,194.79,7
3550,194.8055,1
3551,194.8,1
3552,194.8068,3
3553,194.8068,3
3554,194.79,1
3555,194.79,1
3556,194.7989,1
3557,194.797,2
3558,194.79,2
3559,194.79,2
3560,194.79,2
3561,194.8,1
3562,194.8,1
3563,194.79,1
3564,194.78,1
3565,194.79,1
3566,194.7899,5
3567,194.7789,2
3568,194.7585,1
3569,194.7585,2
3570,194.7585,1
3571,194.7585,1
3572,194.7599,12
3573,194.7599,12
3574,194.7592,4
3575,194.7592,4
3576,194.75,1
3577,194.7539,3
3578,194.745,1
3579,194.7321,1
3580,194.7321,1
3581,194.72,1
3582,194.7299,1
3583,194.73,4
3584,194.7356,1
3585,194.73,3
3586,194.735,22
3587,194.735,22
3588,194.735,22
3589,194.735,22
3590,194.7224,1
3591,194.73,4
3592,194.7296,1
3593,194.7291,1
3594,194.7291,1
3595,194.725,2
3596,194.725,2
3597,194.725,4
3598,194.72,1
3599,194.72,1
3600,194.72,1
3601,194.72,1
3602,194.72,1
3603,194.74,1
3604,194.7499,15
3605,194.739,1
3606,194.739,1
3607,194.739,1
3608,194.75,5
3609,194.75,1
3610,194.75,10
3611,194.7517,1
3612,194.7517,1
3613,194.755,15
3614,194.76,1
3615,194.755,5
3616,194.755,1
3617,194.78,1
3618,194.7795,12
3619,194.775,5
3620,194.7837,1
3621,194.78,1
3622,194.775,10
3623,194.775,2
3624,194.78,2
3625,194.7887,10
3626,194.785,1
3627,194.78,1
3628,194.7733,5
3629,194.7733,5
3630,194.7733,5
3631,194.78,1
3632,194.79,2
3633,194.79,1
3634,194.77,1
3635,194.77,1
3636,194.7818,1
3637,194.785,1
3638,194.7865,1
3639,194.7865,1
3640,194.79,1
3641,194.78,1
3642,194.78,1
3643,194.78,1
3644,194.78,1
3645,194.78,1
3646,194.78,1
3647,194.7799,11
3648,194.7501,18
3649,194.7501,18
3650,194.7501,18
3651,194.75,2
3652,194.75,1
3653,194.7512,3
3654,194.77,1
3655,194.7799,5
3656,194.7799,5
3657,194.77,1
3658,194.78,1
3659,194.77,1
3660,194.7701,2
3661,194.77,1
3662,194.76,1
3663,194.76,1
3664,194.76,1
3665,194.77,8
3666,194.77,8
3667,194.77,1
3668,194.76,1
3669,194.7558,2
3670,194.751,1
3671,194.76,1
3672,194.76,1
3673,194.76,1
3674,194.78,3
3675,194.78,1
3676,194.7779,1
3677,194.7702,1
3678,194.78,1
3679,194.78,3
3680,194.78,2
3681,194.78,2
3682,194.78,3
3683,194.78,3
3684,194.78,1
3685,194.778,10
3686,194.778,10
3687,194.778,10
3688,194.78,1
3689,194.78,1
3690,194.78,5
3691,194.78,1
3692,194.78,2
3693,194.78,2
3694,194.775,1
3695,194.78,1
3696,194.78,1
3697,194.78,1
3698,194.78,1
3699,194.77,4
3700,194.77,4
3701,194.78,1
3702,194.78,1
3703,194.78,4
3704,194.7701,1
3705,194.765,1
3706,194.77,1
3707,194.77,1
3708,194.77,1
3709,194.77,1
3710,194.77,1
3711,194.77,1
3712,194.77,1
3713,194.7799,5
3714,194.76,1
3715,194.765,1
3716,194.76,1
3717,194.76,1
3718,194.75,2
3719,194.74,1
3720,194.74,3
3721,194.735,5
3722,194.7392,5
3723,194.7388,1
3724,194.732,12
3725,194.74,1
3726,194.7499,1
3727,194.7499,1
3728,194.7499,1
3729,194.7351,1
3730,194.7457,3
3731,194.7171,2
3732,194.7117,9
3733,194.73,1
3734,194.721,1
3735,194.72,1
3736,194.7108,1
3737,194.72,4
3738,194.72,4
3739,194.72,1
3740,194.72,1
3741,194.72,1
3742,194.72,1
3743,194.741,8
3744,194.76,1
3745,194.76,1
3746,194.76,1
3747,194.76,1
3748,194.76,1
3749,194.765,1
3750,194.76,14
3751,194.76,1
3752,194.76,1
3753,194.76,1
3754,194.76,1
3755,194.77,1
3756,194.7789,3
3757,194.775,1
3758,194.77,1
3759,194.78,1
3760,194.78,1
3761,194.775,1
3762,194.78,1
3763,194.78,1
3764,194.78,1
3765,194.78,1
3766,194.8,2
3767,194.7982,15
3768,194.8,1
3769,194.8,1
3770,194.81,1
3771,194.8146,2
3772,194.8091,3
3773,194.81,1
3774,194.8099,5
3775,194.8,1
3776,194.7955,2
3777,194.7955,2
3778,194.795,1
3779,194.78,1
3780,194.78,1
3781,194.79,1
3782,194.79,1
3783,194.78,1
3784,194.7701,5
3785,194.78,1
3786,194.7784,1
3787,194.7772,2
3788,194.77,1
3789,194.77,1
3790,194.77,1
3791,194.79,1
3792,194.7701,10
3793,194.7701,10
3794,194.78,3
3795,194.79,1
3796,194.79,1
3797,194.78,1
3798,194.78,1
3799,194.785,3
3800,194.785,3
3801,194.79,1
3802,194.79,1
3803,194.7899,7
3804,194.7899,7
3805,194.79,1
3806,194.8,1
3807,194.8,2
3808,194.8,2
3809,194.8,1
3810,194.8,1
3811,194.8,1
3812,194.8,1
3813,194.7999,2
3814,194.79,1
3815,194.79,1
3816,194.79,1
3817,194.79,5
3818,194.79,1
3819,194.79,8
3820,194.79,1
3821,194.79,1
3822,194.8,2
3823,194.79,1
3824,194.79,1
3825,194.781,1
3826,194.781,1
3827,194.781,1
3828,194.781,1
3829,194.781,1
3830,194.795,1
3831,194.79,1
3832,194.79,1
3833,194.79,3
3834,194.8,1
3835,194.8,1
3836,194.79,1
3837,194.78,1
3838,194.79,1
3839,194.795,3
3840,194.795,3
3841,194.8,2
3842,194.81,11
3843,194.81,11
3844,194.81,1
3845,194.81,1
3846,194.805,1
3847,194.8003,1
3848,194.78,1
3849,194.78,1
3850,194.77,1
3851,194.77,1
3852,194.77,1
3853,194.77,1
3854,194.78,1
3855,194.78,1
3856,194.78,1
3857,194.78,1
3858,194.78,1
3859,194.78,1
3860,194.7702,4
3861,194.7899,5
3862,194.7899,5
3863,194.78,2
3864,194.77,1
3865,194.77,1
3866,194.77,1
3867,194.78,2
3868,194.78,1
3869,194.78,1
3870,194.78,1
3871,194.7899,1
3872,194.7899,1
3873,194.7799,5
3874,194.77,1
3875,194.7652,2
3876,194.7502,1
3877,194.7502,1
3878,194.7655,1
3879,194.7655,1
3880,194.78,1
3881,194.78,1
3882,194.77,1
3883,194.77,1
3884,194.7746,2
3885,194.78,1
3886,194.775,6
3887,194.775,6
3888,194.77,1
3889,194.77,1
3890,194.765,1
3891,194.765,1
3892,194.78,9
3893,194.78,1
3894,194.78,1
3895,194.78,1
3896,194.77,1
3897,194.77,1
3898,194.78,1
3899,194.78,1
3900,194.765,10
3901,194.78,1
3902,194.7799,1
3903,194.79,1
3904,194.8,1
3905,194.795,1
3906,194.785,1
3907,194.785,1
3908,194.78,1
3909,194.78,1
3910,194.78,1
3911,194.77,1
3912,194.76,1
3913,194.76,1
3914,194.76,1
3915,194.76,1
3916,194.769,1
3917,194.769,1
3918,194.78,1
3919,194.785,2
3920,194.785,2
3921,194.78,1
3922,194.78,1
3923,194.78,1
3924,194.78,1
3925,194.78,1
3926,194.78,1
3927,194.78,1
3928,194.78,1
3929,194.78,1
3930,194.775,1
3931,194.765,1
3932,194.765,1
3933,194.75,2
3934,194.74,1
3935,194.75,1
3936,194.75,1
3937,194.75,1
3938,194.75,1
3939,194.755,1
3940,194.75,5
3941,194.75,5
3942,194.75,5
3943,194.75,5
3944,194.7667,20
3945,194.7667,20
3946,194.7667,20
3947,194.7605,5
3948,194.7543,3
3949,194.77,1
3950,194.765,5
3951,194.76,2
3952,194.759,1
3953,194.76,1
3954,194.7516,2
3955,194.77,1
3956,194.77,1
3957,194.77,1
3958,194.76,1
3959,194.76,1
3960,194.7601,1
3961,194.76,1
3962,194.76,1
3963,194.76,1
3964,194.76,1
3965,194.76,1
3966,194.75,1
3967,194.76,1
3968,194.76,1
3969,194.75,1
3970,194.755,1
3971,194.75,3
3972,194.75,2
3973,194.74,1
3974,194.7389,1
3975,194.725,1
3976,194.73,1
3977,194.73,1
3978,194.73,1
3979,194.75,3
3980,194.75,1
3981,194.75,1
3982,194.76,1
3983,194.76,1
3984,194.76,1
3985,194.76,1
3986,194.77,1
3987,194.76,1
3988,194.76,1
3989,194.7587,1
3990,194.75,1
3991,194.74,1
3992,194.75,1
3993,194.76,2
3994,194.765,2
3995,194.76,1
3996,194.7712,1
3997,194.76,1
3998,194.755,1
3999,194.755,1
4000,194.75,1
4001,194.73,1
4002,194.73,1
4003,194.73,1
4004,194.736,3
4005,194.7201,2
4006,194.74,3
4007,194.74,3
4008,194.75,1
4009,194.76,1
4010,194.75,1
4011,194.76,1
4012,194.75,1
4013,194.75,1
4014,194.75,5
4015,194.7301,1
4016,194.75,1
4017,194.755,5
4018,194.75,1
4019,194.75,1
4020,194.745,2
4021,194.7563,1
4022,194.76,1
4023,194.79,1
4024,194.79,1
4025,194.8,3
4026,194.81,1
4027,194.805,5
4028,194.8105,4
4029,194.81,1
4030,194.81,1
4031,194.8001,1
4032,194.8001,1
4033,194.82,1
4034,194.82,1
4035,194.8102,5
4036,194.815,1
4037,194.815,1
4038,194.815,1
4039,194.82,3
4040,194.82,3
4041,194.82,3
4042,194.82,1
4043,194.82,1
4044,194.8242,1
4045,194.82,1
4046,194.82,1
4047,194.82,1
4048,194.82,1
4049,194.829,2
4050,194.825,5
4051,194.82,1
4052,194.8299,1
4053,194.82,1
4054,194.82,1
4055,194.82,4
4056,194.82,4
4057,194.825,1
4058,194.8299,1
4059,194.8299,1
4060,194.82,1
4061,194.8199,1
4062,194.82,10
4063,194.82,3
4064,194.82,3
4065,194.815,1
4066,194.815,1
4067,194.815,3
4068,194.82,1
4069,194.81,1
4070,194.8181,1
4071,194.8181,1
4072,194.81,1
4073,194.815,1
4074,194.815,1
4075,194.815,1
4076,194.815,1
4077,194.82,1
4078,194.83,1
4079,194.84,1
4080,194.83,1
4081,194.8301,1
4082,194.8301,1
4083,194.85,1
4084,194.8462,2
4085,194.84,1
4086,194.84,1
4087,194.84,1
4088,194.8321,2
4089,194.84,1
4090,194.825,1
4091,194.825,1
4092,194.8213,2
4093,194.8199,5
4094,194.83,3
4095,194.82,1
4096,194.839,4
4097,194.839,4
4098,194.83,5
4099,194.83,2
4100,194.83,2
4101,194.83,2
4102,194.835,1
4103,194.835,1
4104,194.84,1
4105,194.84,2
4106,194.85,1
4107,194.85,1
4108,194.842,1
4109,194.842,1
4110,194.842,1
4111,194.845,1
4112,194.84,1
4113,194.84,1
4114,194.8399,1
4115,194.835,1
4116,194.84,1
4117,194.84,2
4118,194.84,2
4119,194.84,2
4120,194.84,1
4121,194.8303,44
4122,194.82,1
4123,194.81,1
4124,194.82,5
4125,194.82,1
4126,194.815,5
4127,194.815,1
4128,194.815,2
4129,194.81,3
4130,194.8,1
4131,194.7801,4
4132,194.78,1
4133,194.7769,10
4134,194.77,1
4135,194.78,13
4136,194.77,1
4137,194.78,1
4138,194.78,1
4139,194.77,1
4140,194.76,1
4141,194.7588,1
4142,194.7588,1
4143,194.7588,1
4144,194.7606,1
4145,194.7606,1
4146,194.7607,1
4147,194.7607,1
4148,194.7654,2
4149,194.7654,2
4150,194.7643,5
4151,194.76,1
4152,194.76,1
4153,194.76,1
4154,194.79,10
4155,194.795,1
4156,194.795,1
4157,194.795,1
4158,194.81,1
4159,194.81,7
4160,194.8,3
4161,194.8,3
4162,194.8029,1
4163,194.8,3
4164,194.8,1
4165,194.8,1
4166,194.8,1
4167,194.8,1
4168,194.8,1
4169,194.8,1
4170,194.8071,1
4171,194.8071,1
4172,194.8071,1
4173,194.8099,6
4174,194.8001,8
4175,194.8,2
4176,194.805,1
4177,194.805,1
4178,194.805,1
4179,194.805,1
4180,194.821,10
4181,194.78,16
4182,194.78,16
4183,194.79,1
4184,194.7701,1
4185,194.78,1
4186,194.78,1
4187,194.78,1
4188,194.78,1
4189,194.78,1
4190,194.78,1
4191,194.76,1
4192,194.7699,5
4193,194.76,1
4194,194.765,1
4195,194.77,1
4196,194.76,1
4197,194.76,1
4198,194.76,1
4199,194.76,1
4200,194.765,2
4201,194.77,1
4202,194.78,1
4203,194.78,1
4204,194.77,1
4205,194.77,1
4206,194.78,2
4207,194.78,1
4208,194.78,5
4209,194.79,1
4210,194.78,1
4211,194.7899,5
4212,194.78,1
4213,194.78,1
4214,194.78,1
4215,194.78,1
4216,194.78,1
4217,194.78,1
4218,194.79,1
4219,194.7899,8
4220,194.79,1
4221,194.78,1
4222,194.77,1
4223,194.77,1
4224,194.77,1
4225,194.77,1
4226,194.77,1
4227,194.78,1
4228,194.76,1
4229,194.77,1
4230,194.77,1
4231,194.76,2
4232,194.79,1
4233,194.79,1
4234,194.79,1
4235,194.79,1
4236,194.79,3
4237,194.79,1
4238,194.79,1
4239,194.79,1
4240,194.79,1
4241,194.81,1
4242,194.8023,1
4243,194.81,5
4244,194.81,1
4245,194.81,5
4246,194.796,1
4247,194.796,1
4248,194.796,1
4249,194.796,1
4250,194.796,1
4251,194.79,1
4252,194.8,1
4253,194.8,1
4254,194.8,1
4255,194.8,1
4256,194.8,1
4257,194.8,1
4258,194.8,1
4259,194.7913,6
4260,194.8,1
4261,194.792,1
4262,194.8,1
4263,194.81,1
4264,194.795,1
4265,194.795,1
4266,194.79,1
4267,194.79,1
4268,194.79,1
4269,194.79,1
4270,194.79,1
4271,194.79,1
4272,194.8,5
4273,194.79,1
4274,194.78,1
4275,194.78,1
4276,194.78,1
4277,194.7801,70
4278,194.7801,70
4279,194.7801,70
4280,194.78,1
4281,194.78,1
4282,194.78,1
4283,194.78,1
4284,194.78,1
4285,194.78,1
4286,194.78,1
4287,194.78,1
4288,194.78,1
4289,194.79,1
4290,194.78,2
4291,194.7542,4
4292,194.755,22
4293,194.76,5
4294,194.755,2
4295,194.755,2
4296,194.75,1
4297,194.75,1
4298,194.75,1
4299,194.75,1
4300,194.75,1
4301,194.76,1
4302,194.755,5
4303,194.7501,1
4304,194.745,1
4305,194.74,1
4306,194.75,1
4307,194.75,1
4308,194.74,1
4309,194.75,3
4310,194.75,3
4311,194.74,1
4312,194.74,1
4313,194.75,1
4314,194.75,1
4315,194.75,1
4316,194.75,1
4317,194.75,1
4318,194.77,1
4319,194.77,1
4320,194.75,1
4321,194.76,1
4322,194.75,2
4323,194.755,1
4324,194.755,1
4325,194.76,1
4326,194.7514,1
4327,194.76,2
4328,194.785,15
4329,194.7901,3
4330,194.795,1
4331,194.7899,2
4332,194.7899,2
4333,194.785,1
4334,194.79,1
4335,194.79,1
4336,194.79,10
4337,194.79,10
4338,194.7821,1
4339,194.79,1
4340,194.785,1
4341,194.785,1
4342,194.7899,5
4343,194.7899,5
4344,194.7901,6
4345,194.8,1
4346,194.795,5
4347,194.78,1
4348,194.8,5
4349,194.8,1
4350,194.7942,1
4351,194.785,5
4352,194.79,1
4353,194.785,1
4354,194.785,2
4355,194.785,2
4356,194.785,1
4357,194.785,1
4358,194.78,1
4359,194.785,1
4360,194.7899,10
4361,194.7899,10
4362,194.79,3
4363,194.79,3
4364,194.7892,1
4365,194.7892,1
4366,194.79,1
4367,194.79,1
4368,194.79,2
4369,194.7856,1
4370,194.7856,1
4371,194.7856,1
4372,194.8,1
4373,194.8,1
4374,194.7901,1
4375,194.7901,1
4376,194.79,1
4377,194.81,1
4378,194.81,1
4379,194.78,1
4380,194.7601,10
4381,194.775,5
4382,194.7796,3
4383,194.7796,3
4384,194.78,1
4385,194.78,1
4386,194.78,1
4387,194.78,1
4388,194.77,1
4389,194.7899,1
4390,194.78,3
4391,194.79,1
4392,194.785,1
4393,194.79,1
4394,194.7915,2
4395,194.7915,2
4396,194.7915,2
4397,194.7915,2
4398,194.8,5
4399,194.8,5
4400,194.8048,1
4401,194.815,1
4402,194.82,1
4403,194.83,1
4404,194.83,1
4405,194.82,5
4406,194.82,5
4407,194.82,1
4408,194.82,1
4409,194.8201,2
4410,194.8201,2
4411,194.8299,10
4412,194.8426,2
4413,194.8484,1
4414,194.83,1
4415,194.8299,10
4416,194.8299,10
4417,194.81,1
4418,194.82,1
4419,194.82,1
4420,194.81,1
4421,194.8,1
4422,194.8,2
4423,194.805,1
4424,194.8006,1
4425,194.8,1
4426,194.8,3
4427,194.8089,2
4428,194.79,1
4429,194.7958,1
4430,194.7958,1
4431,194.7958,1
4432,194.7958,1
4433,194.7958,1
4434,194.81,1
4435,194.8152,2
4436,194.82,5
4437,194.82,5
4438,194.82,5
4439,194.8199,1
4440,194.82,7
4441,194.81,1
4442,194.82,1
4443,194.82,1
4444,194.82,1
4445,194.825,1
4446,194.825,1
4447,194.8201,1
4448,194.8301,5
4449,194.831,1
4450,194.83,5
4451,194.83,1
4452,194.84,1
4453,194.83,1
4454,194.83,1
4455,194.84,1
4456,194.84,1
4457,194.85,1
4458,194.84,1
4459,194.84,1
4460,194.85,1
4461,194.83,1
4462,194.8395,2
4463,194.83,1
4464,194.82,1
4465,194.8301,1
4466,194.8399,5
4467,194.8399,5
4468,194.82,1
4469,194.82,1
4470,194.83,5
4471,194.83,5
4472,194.83,5
4473,194.8162,5
4474,194.82,1
4475,194.82,4
4476,194.83,1
4477,194.83,1
4478,194.83,2
4479,194.83,1
4480,194.83,1
4481,194.83,1
4482,194.83,1
4483,194.815,20
4484,194.815,20
4485,194.83,1
4486,194.83,1
4487,194.83,1
4488,194.82,2
4489,194.8204,1
4490,194.83,1
4491,194.8346,1
4492,194.8346,1
4493,194.82,1
4494,194.825,1
4495,194.825,1
4496,194.825,7
4497,194.82,1
4498,194.82,1
4499,194.82,1
4500,194.8261,5
4501,194.8261,5
4502,194.8261,5
4503,194.8261,5
4504,194.8261,5
4505,194.8261,5
4506,194.82,1
4507,194.83,7
4508,194.835,2
4509,194.835,2
4510,194.84,1
4511,194.83,1
4512,194.82,1
4513,194.82,1
4514,194.8299,2
4515,194.8299,2
4516,194.8299,5
4517,194.83,3
4518,194.83,3
4519,194.84,1
4520,194.8364,5
4521,194.83,1
4522,194.83,1
4523,194.83,4
4524,194.83,2
4525,194.83,2
4526,194.83,1
4527,194.84,1
4528,194.825,1
4529,194.82,1
4530,194.8093,2
4531,194.8089,20
4532,194.8,1
4533,194.8001,5
4534,194.8073,2
4535,194.81,1
4536,194.81,1
4537,194.81,5
4538,194.81,5
4539,194.82,1
4540,194.82,1
4541,194.82,1
4542,194.82,1
4543,194.82,1
4544,194.82,2
4545,194.82,1
4546,194.82,1
4547,194.82,1
4548,194.83,1
4549,194.83,1
4550,194.865,1
4551,194.88,1
4552,194.8612,5
4553,194.88,1
4554,194.88,1
4555,194.89,1
4556,194.89,1
4557,194.88,1
4558,194.88,1
4559,194.88,1
4560,194.88,1
4561,194.88,1
4562,194.87,1
4563,194.875,1
4564,194.885,10
4565,194.89,1
4566,194.875,2
4567,194.8728,1
4568,194.87,1
4569,194.87,1
4570,194.8686,1
4571,194.8657,10
4572,194.84,1
4573,194.84,1
4574,194.8499,12
4575,194.8499,12
4576,194.8499,12
4577,194.8499,12
4578,194.8401,5
4579,194.835,1
4580,194.83,1
4581,194.83,1
4582,194.8388,3
4583,194.84,6
4584,194.84,6
4585,194.84,6
4586,194.84,1
4587,194.84,1
4588,194.84,1
4589,194.84,1
4590,194.8464,3
4591,194.8464,3
4592,194.8464,3
4593,194.835,1
4594,194.835,1
4595,194.835,1
4596,194.8387,2
4597,194.8387,2
4598,194.85,1
4599,194.86,1
4600,194.86,1
4601,194.855,1
4602,194.85,1
4603,194.85,1
4604,194.845,1
4605,194.85,1
4606,194.8539,1
4607,194.85,1
4608,194.85,1
4609,194.85,1
4610,194.85,1
4611,194.86,1
4612,194.86,1
4613,194.86,1
4614,194.87,1
4615,194.8702,1
4616,194.9,1
4617,194.9,1
4618,194.89,1
4619,194.89,3
4620,194.9,1
4621,194.9099,2
4622,194.9017,1
4623,194.92,1
4624,194.92,1
4625,194.94,1
4626,194.9337,1
4627,194.92,1
4628,194.9165,1
4629,194.9,1
4630,194.91,1
4631,194.91,1
4632,194.895,1
4633,194.895,3
4634,194.895,1
4635,194.895,1
4636,194.8961,1
4637,194.895,1
4638,194.8979,1
4639,194.8961,1
4640,194.895,2
4641,194.895,2
4642,194.895,1
4643,194.8999,1
4644,194.895,1
4645,194.8999,2
4646,194.8999,2
4647,194.89,1
4648,194.89,1
4649,194.89,1
4650,194.89,1
4651,194.89,1
4652,194.89,1
4653,194.915,1
4654,194.915,6
4655,194.92,2
4656,194.92,2
