,Date,Close,Volume,Insider_Trades,Negative_Count,Neutral_Count,Positive_Count,Total_Count,Close_Delta,Total_Count_Delta
662,2024-03-04,177.92999267578125,16342300,0.0,-4.0,0.0,0.0,-4.0,-8.790008544921875
663,2024-03-05,167.75,14716900,0.0,-1.0,1.0,1.0,0.0,-10.17999267578125
664,2024-03-06,167.0,12733400,501314.0,-1.0,1.0,1.0,0.0,-0.75
665,2024-03-07,168.44000244140625,9049600,0.0,0.0,0.0,0.0,0.0,1.44000244140625
666,2024-03-08,162.39999389648438,9342400,0.0,0.0,0.0,0.0,0.0,-6.040008544921875
667,2024-03-11,162.2899932861328,6026100,-543783.0,0.0,1.0,0.0,0.0,-0.1100006103515625
668,2024-03-12,161.9499969482422,7386900,0.0,0.0,0.0,0.0,0.0,-0.339996337890625
669,2024-03-13,162.30999755859375,5866700,0.0,0.0,2.0,0.0,0.0,0.3600006103515625
670,2024-03-14,158.9199981689453,5999100,-242910.0,0.0,0.0,0.0,0.0,-3.3899993896484375
671,2024-03-15,156.97000122070312,8265600,0.0,-1.0,0.0,0.0,-1.0,-1.9499969482421875
672,2024-03-18,156.30999755859375,7127200,-6650215.0,0.0,0.0,1.0,1.0,-0.660003662109375
673,2024-03-19,157.6999969482422,6644900,-309793.0,0.0,0.0,0.0,0.0,1.3899993896484375
674,2024-03-20,163.0399932861328,7596600,0.0,0.0,0.0,0.0,0.0,5.339996337890625
675,2024-03-21,158.38999938964844,11393400,0.0,0.0,0.0,1.0,1.0,-4.649993896484375
676,2024-03-22,159.02999877929688,4076000,0.0,0.0,0.0,0.0,0.0,0.6399993896484375
677,2024-03-25,158.13999938964844,3108700,5000038.0,0.0,2.0,0.0,0.0,-0.8899993896484375
678,2024-03-26,158.02000427246094,4069100,0.0,-1.0,0.0,0.0,-1.0,-0.1199951171875
679,2024-03-27,160.0399932861328,4698100,0.0,0.0,1.0,1.0,1.0,2.019989013671875
680,2024-03-28,161.60000610351562,10106900,0.0,-1.0,1.0,1.0,0.0,1.5600128173828125
681,2024-04-01,160.52000427246094,3928800,0.0,-1.0,0.0,0.0,-1.0,-1.0800018310546875
682,2024-04-02,156.19000244140625,5615500,0.0,0.0,1.0,0.0,0.0,-4.3300018310546875
