,Date,Close,Volume,Insider_Trades,Negative_Count,Neutral_Count,Positive_Count,Total_Count,Close_Delta,Total_Count_Delta
683,2024-04-03,153.02000427246094,6147000,0.0,0.0,0.0,1.0,1.0,-3.1699981689453125
684,2024-04-04,151.33999633789062,6249500,0.0,-1.0,0.0,0.0,-1.0,-1.6800079345703125
685,2024-04-05,153.86000061035156,5113600,0.0,0.0,0.0,0.0,0.0,2.5200042724609375
686,2024-04-08,154.86000061035156,2682700,0.0,-2.0,0.0,0.0,-2.0,1.0
687,2024-04-09,155.5800018310547,3412200,0.0,0.0,0.0,0.0,0.0,0.720001220703125
688,2024-04-10,152.97000122070312,3602400,0.0,-1.0,0.0,1.0,0.0,-2.6100006103515625
689,2024-04-11,159.35000610351562,5737500,0.0,0.0,0.0,0.0,0.0,6.3800048828125
690,2024-04-12,158.55999755859375,4642000,0.0,-1.0,0.0,0.0,-1.0,-0.790008544921875
691,2024-04-15,151.97999572753906,5929200,-234570.0,0.0,0.0,2.0,2.0,-6.5800018310546875
692,2024-04-16,150.3000030517578,4705700,0.0,-1.0,0.0,1.0,0.0,-1.67999267578125
693,2024-04-17,148.8000030517578,3767100,0.0,0.0,0.0,0.0,0.0,-1.5
694,2024-04-18,148.41000366210938,3795500,0.0,0.0,0.0,0.0,0.0,-0.3899993896484375
695,2024-04-19,145.4499969482422,4959000,0.0,0.0,0.0,0.0,0.0,-2.9600067138671875
696,2024-04-22,147.2100067138672,3736500,0.0,0.0,0.0,1.0,1.0,1.760009765625
697,2024-04-23,151.1699981689453,4826500,0.0,0.0,0.0,0.0,0.0,3.959991455078125
698,2024-04-24,154.99000549316406,3972700,0.0,0.0,3.0,0.0,0.0,3.82000732421875
699,2024-04-25,152.5,3965000,0.0,0.0,1.0,0.0,0.0,-2.4900054931640625
700,2024-04-26,158.1300048828125,6533300,0.0,0.0,0.0,1.0,1.0,5.6300048828125
701,2024-04-29,157.44000244140625,4268000,0.0,-1.0,1.0,0.0,-1.0,-0.69000244140625
702,2024-04-30,155.1999969482422,4016200,0.0,0.0,0.0,0.0,0.0,-2.2400054931640625
703,2024-05-01,156.13999938964844,3414900,-2001148.0,0.0,0.0,0.0,0.0,0.94000244140625
704,2024-05-02,157.77000427246094,2671600,0.0,0.0,0.0,1.0,1.0,1.6300048828125
705,2024-05-03,159.32000732421875,3660200,0.0,0.0,0.0,0.0,0.0,1.5500030517578125
706,2024-05-06,163.67999267578125,3198500,0.0,0.0,0.0,0.0,0.0,4.3599853515625
707,2024-05-07,159.08999633789062,4569300,0.0,0.0,0.0,1.0,1.0,-4.589996337890625
708,2024-05-08,157.77999877929688,2632200,0.0,0.0,1.0,1.0,1.0,-1.30999755859375
709,2024-05-09,155.8699951171875,2560800,0.0,0.0,0.0,0.0,0.0,-1.910003662109375
710,2024-05-10,157.14999389648438,2443800,0.0,0.0,0.0,0.0,0.0,1.279998779296875
711,2024-05-13,159.7899932861328,3180700,0.0,0.0,1.0,0.0,0.0,2.6399993896484375
712,2024-05-14,160.9499969482422,2831100,-241725.0,0.0,0.0,1.0,1.0,1.160003662109375
713,2024-05-15,164.3699951171875,4147200,0.0,-1.0,0.0,0.0,-1.0,3.4199981689453125
714,2024-05-16,165.0399932861328,3021500,0.0,0.0,1.0,0.0,0.0,0.6699981689453125
715,2024-05-17,161.86000061035156,3625300,0.0,0.0,0.0,1.0,1.0,-3.17999267578125
716,2024-05-20,164.77999877929688,3545100,0.0,-1.0,0.0,2.0,1.0,2.9199981689453125
717,2024-05-21,162.7100067138672,4051300,0.0,0.0,1.0,2.0,2.0,-2.0699920654296875
718,2024-05-22,163.33999633789062,9912500,0.0,-1.0,1.0,2.0,1.0,0.6299896240234375
719,2024-05-23,154.5800018310547,19511100,0.0,0.0,1.0,1.0,1.0,-8.759994506835938
720,2024-05-24,156.16000366210938,6020500,-1029340.0,0.0,0.0,0.0,0.0,1.5800018310546875
721,2024-05-28,150.74000549316406,6453700,0.0,0.0,0.0,0.0,0.0,-5.4199981689453125
722,2024-05-29,148.19000244140625,4880100,0.0,-1.0,1.0,0.0,-1.0,-2.5500030517578125
723,2024-05-30,140.9499969482422,9278600,0.0,0.0,0.0,2.0,2.0,-7.2400054931640625
724,2024-05-31,136.17999267578125,14049200,0.0,0.0,0.0,2.0,2.0,-4.7700042724609375
725,2024-06-03,136.92999267578125,7549700,0.0,0.0,2.0,1.0,1.0,0.75
726,2024-06-04,137.0,7627400,-2057100.0,-1.0,3.0,2.0,1.0,0.07000732421875
727,2024-06-05,134.2899932861328,15919800,0.0,0.0,1.0,0.0,0.0,-2.7100067138671875
728,2024-06-06,132.0399932861328,8261000,0.0,-2.0,0.0,0.0,-2.0,-2.25
729,2024-06-07,131.2100067138672,4346900,0.0,-1.0,1.0,0.0,-1.0,-0.829986572265625
