volume,vw,open,close,high,low,t,num_trades,simpletime,date,vwap
372,193.4047,193.6,193.6,193.6,193.6,1706000400000,21,1,2024-01-23 03:00:00,193.4047
102,193.4394,193.44,193.44,193.44,193.44,1706000405000,2,2,2024-01-23 03:00:05,193.41216708860762
232,193.4237,193.43,193.43,193.43,193.43,1706000410000,3,3,2024-01-23 03:00:10,193.41595694050991
200,193.41,193.41,193.41,193.41,193.41,1706000411000,2,4,2024-01-23 03:00:11,193.41464194260487
1623,193.4125,193.4,193.44,193.44,193.4,1706000460000,14,5,2024-01-23 03:01:00,193.4132673388691
268,193.4635,193.51,193.4,193.51,193.4,1706000469000,6,6,2024-01-23 03:01:09,193.41808047908472
163,193.4399,193.44,193.44,193.44,193.44,1706000518000,3,7,2024-01-23 03:01:58,193.419282027027
183,193.3014,193.28,193.28,193.28,193.28,1706000522000,6,8,2024-01-23 03:02:02,193.41241839007316
308,193.3454,193.4,193.4,193.4,193.4,1706000523000,10,9,2024-01-23 03:02:03,193.40643703274412
173,193.3204,193.31,193.31,193.31,193.31,1706000526000,4,10,2024-01-23 03:02:06,193.40232985651213
163,193.3155,193.31,193.31,193.31,193.31,1706000527000,3,11,2024-01-23 03:02:07,193.39859252706626
173,193.3391,193.32,193.32,193.32,193.32,1706000536000,4,12,2024-01-23 03:02:16,193.39599348484845
150,193.4,193.4,193.4,193.4,193.4,1706000542000,2,13,2024-01-23 03:02:22,193.39613970802915
862,193.4,193.4,193.4,193.4,193.4,1706000571000,3,14,2024-01-23 03:02:51,193.39680897023328
322,193.3564,193.41,193.31,193.41,193.31,1706000603000,5,15,2024-01-23 03:03:23,193.39435115224782
300,193.3511,193.35,193.35,193.35,193.35,1706000619000,2,16,2024-01-23 03:03:39,193.39203164104396
200,193.35,193.35,193.35,193.35,193.35,1706000641000,1,17,2024-01-23 03:04:01,193.39058077321366
322,193.2984,193.3,193.3,193.3,193.3,1706000653000,5,18,2024-01-23 03:04:13,193.38572756703726
201,193.2559,193.24,193.24,193.24,193.24,1706000785000,7,19,2024-01-23 03:06:25,193.38159659648565
100,193.3,193.3,193.3,193.3,193.3,1706000802000,1,20,2024-01-23 03:06:42,193.38032502727128
378,193.236,193.24,193.23,193.24,193.23,1706000941000,8,21,2024-01-23 03:09:01,193.37229635025753
313,193.27,193.27,193.27,193.27,193.27,1706000981000,1,22,2024-01-23 03:09:41,193.3677917416995
303,193.2902,193.29,193.29,193.29,193.29,1706001006000,4,23,2024-01-23 03:10:06,193.3646193900958
503,193.3345,193.32,193.32,193.32,193.32,1706001161000,11,24,2024-01-23 03:12:41,193.36270505433413
