volume,vw,open,close,high,low,t,num_trades,simpletime,date,vwap
672,182.1695,182.6,182.0,182.6,182.0,1705482000000,35,1,2024-01-17 03:00:00,182.1695
2389,182.0072,182.0,182.0,182.0,182.0,1705482020000,18,2,2024-01-17 03:00:20,182.04283070891867
1677,181.8096,181.81,181.8,181.81,181.8,1705482028000,13,3,2024-01-17 03:00:28,181.96027944280286
500,182.095,182.1,182.1,182.1,182.1,1705482141000,5,4,2024-01-17 03:02:21,181.9731393661703
487,182.0846,182.1,182.1,182.1,182.1,1705482184000,9,5,2024-01-17 03:03:04,181.9826208209607
693,181.95,181.95,181.95,181.95,181.95,1705482287000,9,6,2024-01-17 03:04:47,181.97909850420692
150,181.9,181.9,181.9,181.9,181.9,1705482324000,1,7,2024-01-17 03:05:24,181.97729205237513
348,181.9,181.9,181.9,181.9,181.9,1705482344000,3,8,2024-01-17 03:05:44,181.97340286292652
120,181.82,181.82,181.82,181.82,181.82,1705482369000,3,9,2024-01-17 03:06:09,181.9707865548607
332,181.7876,181.8,181.8,181.8,181.8,1705482401000,16,10,2024-01-17 03:06:41,181.96253222041256
1907,181.7259,181.7,181.7,181.74,181.7,1705482451000,43,11,2024-01-17 03:07:31,181.91387910512125
1298,181.5469,181.5,181.5,181.5,181.5,1705482452000,37,12,2024-01-17 03:07:32,181.8688267190012
200,181.595,181.6,181.6,181.6,181.6,1705482521000,3,13,2024-01-17 03:08:41,181.86374314489925
2527,181.5998,181.6,181.6,181.6,181.6,1705482534000,14,14,2024-01-17 03:08:54,181.8135939473684
879,181.6001,181.6,181.6,181.6,181.6,1705482599000,15,15,2024-01-17 03:09:59,181.8003587982227
1000,181.61,181.61,181.61,181.61,181.61,1705482613000,3,16,2024-01-17 03:10:13,181.78781786678962
580,181.6028,181.6,181.6,181.6,181.6,1705482630000,8,17,2024-01-17 03:10:30,181.7810084015483
2175,181.6079,181.6,181.61,181.61,181.6,1705482669000,28,18,2024-01-17 03:11:09,181.76001415746626
278,181.5,181.5,181.5,181.5,181.5,1705482738000,5,19,2024-01-17 03:12:18,181.75604512958486
