volume,vw,open,close,high,low,t,num_trades,simpletime,date,vwap
4674.0,189.3467,188.89,189.68,189.68,188.89,1705654800000,81,1,2024-01-19 03:00:00,189.3467
407.0,189.6761,189.68,189.68,189.68,189.68,1705654854000,7,2,2024-01-19 03:00:54,189.37308571147412
805.0,189.788,189.79,189.79,189.79,189.79,1705654918000,15,3,2024-01-19 03:01:58,189.42983154943934
234.0,189.7073,189.7,189.7,189.7,189.7,1705654980000,3,4,2024-01-19 03:03:00,189.4404406372549
1397.0,189.6705,189.68,189.67,189.68,189.67,1705654999000,32,5,2024-01-19 03:03:19,189.4831961154716
538.0,189.67,189.67,189.67,189.67,189.67,1705655008000,7,6,2024-01-19 03:03:28,189.4956728988206
2709.0,189.6117,189.67,189.6,189.67,189.6,1705655011000,16,7,2024-01-19 03:03:31,189.52487369936824
700.0,189.5903,189.59,189.59,189.59,189.59,1705655014000,3,8,2024-01-19 03:03:34,189.52886867585482
610.0,189.5203,189.55,189.5,189.55,189.5,1705655039000,8,9,2024-01-19 03:03:59,189.52843577107834
230.0,189.55,189.55,189.55,189.55,189.55,1705655068000,3,10,2024-01-19 03:04:28,189.52883887353704
240.0,189.55,189.55,189.55,189.55,189.55,1705655076000,3,11,2024-01-19 03:04:36,189.52924374202803
700.0,189.5507,189.55,189.55,189.55,189.55,1705655151000,2,12,2024-01-19 03:05:51,189.53037779371792
271.0,189.5498,189.55,189.55,189.55,189.55,1705655156000,5,13,2024-01-19 03:05:56,189.53076724380318
1959.0,189.4943,189.5,189.5,189.5,189.48,1705655170000,24,14,2024-01-19 03:06:10,189.5261505105338
657.0,189.3195,189.32,189.32,189.32,189.32,1705655212000,16,15,2024-01-19 03:06:52,189.51773383547206
246.0,189.165,189.16,189.16,189.16,189.16,1705655226000,8,16,2024-01-19 03:07:06,189.51243539720338
555.0,189.318,189.32,189.32,189.32,189.32,1705655315000,5,17,2024-01-19 03:08:35,189.50606216040632
1005.0,189.325,189.32,189.33,189.33,189.32,1705655341000,8,18,2024-01-19 03:09:01,189.49591734961254
500.0,189.39,189.39,189.39,189.39,189.39,1705655363000,4,19,2024-01-19 03:09:23,189.49304493681186
