Date,Open,High,Low,Close,Adj Close,Volume
2023-10-27,144.100006,145.389999,141.889999,143.380005,143.380005,3393800
2023-10-30,144.000000,145.750000,142.679993,144.160004,144.160004,2089700
2023-10-31,144.789993,145.970001,141.589996,145.130005,145.130005,2860400
2023-11-01,145.300003,145.720001,142.320007,144.259995,144.259995,3688300
2023-11-02,145.220001,147.839005,140.139999,142.750000,142.750000,6822700
2023-11-03,143.000000,150.279999,142.720001,149.990005,149.990005,5102600
2023-11-06,150.000000,150.449997,141.929993,144.199997,144.199997,4881500
2023-11-07,155.770004,162.500000,153.850006,159.570007,159.570007,12553300
2023-11-08,160.199997,161.485001,156.009995,158.580002,158.580002,4198000
2023-11-09,159.500000,162.397995,156.110001,156.350006,156.350006,3982300
2023-11-10,155.850006,161.220001,153.524994,160.399994,160.399994,3980400
2023-11-13,160.039993,161.149994,157.279999,158.699997,158.699997,3286700
2023-11-14,164.500000,166.279999,163.160004,165.860001,165.860001,5141800
2023-11-15,166.570007,169.190002,162.839996,163.029999,163.029999,4150000
2023-11-16,162.940002,163.000000,159.509995,160.970001,160.970001,3358500
2023-11-17,160.710007,162.733002,160.330002,161.850006,161.850006,1892800
2023-11-20,162.000000,168.815002,162.000000,166.729996,166.729996,3752900
2023-11-21,164.929993,168.104996,164.289993,166.669998,166.669998,2834600
2023-11-22,168.899994,171.220001,167.300003,168.919998,168.919998,3012200
2023-11-24,168.039993,171.479996,167.490005,171.160004,171.160004,1738400
2023-11-27,171.000000,172.675003,170.050003,170.300003,170.300003,4214100
2023-11-28,170.000000,172.179993,167.910004,171.550003,171.550003,3829800
2023-11-29,175.020004,177.600006,174.350006,175.320007,175.320007,10298400
2023-11-30,188.000000,192.660004,180.270004,187.679993,187.679993,22593500
2023-12-01,185.250000,188.559998,180.800003,185.970001,185.970001,10305600
2023-12-04,184.809998,191.000000,183.610001,188.300003,188.300003,8531000
2023-12-05,186.529999,188.520004,184.080002,186.160004,186.160004,4060500
2023-12-06,187.410004,190.619995,184.399994,184.470001,184.470001,5358700
2023-12-07,184.610001,188.779999,183.029999,187.309998,187.309998,4824400
2023-12-08,187.000000,191.639999,185.800003,190.669998,190.669998,5288400
2023-12-11,188.509995,196.660004,187.770004,192.990005,192.990005,7350800
2023-12-12,190.839996,194.210007,189.690002,193.490005,193.490005,3825700
2023-12-13,195.000000,197.429993,191.259995,196.550003,196.550003,5331300
2023-12-14,198.570007,202.830002,196.110001,200.860001,200.860001,7937700
2023-12-15,198.000000,200.850006,197.100998,199.009995,199.009995,6235400
2023-12-18,198.100006,200.009995,196.550003,198.970001,198.970001,3461700
2023-12-19,200.000000,200.869995,198.335999,199.020004,199.020004,2963400
2023-12-20,198.119995,199.740005,194.130005,194.279999,194.279999,3222900
2023-12-21,195.500000,196.949997,193.742004,196.789993,196.789993,4213700
2023-12-22,197.020004,198.020004,194.100006,195.669998,195.669998,2446600
2023-12-26,195.899994,199.319000,193.800003,198.559998,198.559998,3639400
2023-12-27,200.000000,200.970001,197.039993,198.710007,198.710007,4957200
2023-12-28,198.779999,201.740005,197.699997,201.229996,201.229996,3823800
2023-12-29,200.000000,201.880005,198.339996,199.000000,199.000000,3596800
2024-01-02,195.000000,196.229996,187.529999,189.119995,189.119995,5173300
2024-01-03,185.000000,187.354004,183.009995,184.210007,184.210007,4292000
2024-01-04,182.289993,187.149994,180.953003,183.720001,183.720001,4270300
2024-01-05,184.570007,191.410004,184.570007,189.119995,189.119995,5266800
2024-01-08,190.770004,196.899994,190.770004,196.350006,196.350006,4562000
2024-01-09,195.649994,198.270004,194.750000,196.899994,196.899994,3153600
2024-01-10,197.279999,200.539993,194.649994,197.399994,197.399994,4179600
2024-01-11,199.199997,201.600006,195.529999,195.619995,195.619995,5012600
2024-01-12,190.000000,196.080002,189.222000,191.259995,191.259995,4979100
2024-01-16,190.000000,191.205002,186.574005,188.020004,188.020004,4833400
2024-01-17,185.770004,188.139999,182.529999,188.119995,188.119995,3756700
2024-01-18,190.770004,191.539993,184.389999,186.610001,186.610001,4990000
2024-01-19,187.589996,193.139999,186.720001,193.119995,193.119995,4520500
2024-01-22,196.750000,202.320007,196.509995,199.080002,199.080002,6471900
2024-01-23,200.000000,205.970001,197.589996,205.580002,205.580002,8763300
2024-01-24,209.179993,211.649994,203.485001,203.809998,203.809998,8127800
2024-01-25,205.360001,209.473007,202.750000,206.009995,206.009995,4804200
2024-01-26,203.750000,205.490005,201.199997,202.509995,202.509995,3799100
2024-01-29,201.910004,210.263000,201.399994,209.539993,209.539993,5288700
2024-01-30,208.639999,209.979996,204.809998,206.250000,206.250000,4415400
2024-01-31,201.500000,203.289993,194.869995,195.639999,195.639999,6296800
2024-02-01,197.000000,200.330002,195.339996,199.940002,199.940002,3260600
2024-02-02,208.639999,219.740005,204.050003,218.759995,218.759995,11902000
2024-02-05,217.110001,220.673004,210.539993,215.600006,215.600006,5552600
2024-02-06,217.500000,218.500000,208.505005,213.679993,213.679993,5153000
2024-02-07,214.009995,219.399994,212.750000,218.229996,218.229996,3921000
2024-02-08,219.300003,226.289993,218.300003,222.899994,222.899994,6119900
2024-02-09,228.300003,235.000000,228.130005,233.279999,233.279999,8263400
2024-02-12,231.000000,237.720001,229.074997,232.160004,232.160004,5383700
2024-02-13,223.059998,231.020004,220.500000,227.570007,227.570007,4851100
2024-02-14,230.000000,236.240005,227.179993,236.000000,236.000000,3741900
2024-02-15,235.000000,236.330002,229.100006,232.399994,232.399994,3617600
2024-02-16,230.649994,234.815002,228.600006,230.309998,230.309998,3596000
2024-02-20,226.029999,226.690002,215.589996,220.080002,220.080002,6028600
2024-02-21,215.000000,217.199997,211.679993,216.210007,216.210007,3596600
2024-02-22,224.139999,227.679993,219.514999,225.619995,225.619995,5847700
2024-02-23,234.279999,234.830002,227.039993,229.339996,229.339996,4528000
2024-02-26,229.330002,233.360001,226.649994,230.929993,230.929993,4820600
2024-02-27,233.000000,235.660004,231.089996,234.029999,234.029999,4810300
2024-02-28,230.750000,233.880005,226.559998,230.000000,230.000000,19406200
2024-02-29,181.169998,190.449997,180.679993,188.279999,188.279999,42311400
2024-03-01,191.259995,194.199997,186.139999,186.720001,186.720001,17219800
2024-03-04,185.889999,186.550003,175.294998,177.929993,177.929993,16342300
2024-03-05,175.029999,175.330002,166.320007,167.750000,167.750000,14716900
2024-03-06,170.000000,171.360001,163.369995,167.000000,167.000000,12733400
2024-03-07,167.000000,169.160004,163.710007,168.440002,168.440002,9049600
2024-03-08,169.289993,169.839996,161.630005,162.399994,162.399994,9342400
2024-03-11,161.419998,162.979996,160.399994,162.289993,162.289993,6026100
2024-03-12,162.940002,163.770004,159.699997,161.949997,161.949997,7386900
2024-03-13,161.270004,166.839996,160.699997,162.309998,162.309998,5866700
2024-03-14,162.020004,162.500000,157.800003,158.919998,158.919998,5999100
2024-03-15,158.779999,160.240005,156.619995,156.970001,156.970001,8265600
2024-03-18,157.520004,158.259995,155.550003,156.309998,156.309998,7127200
2024-03-19,152.110001,157.839996,151.490005,157.699997,157.699997,6644900
2024-03-20,158.050003,164.309998,158.050003,163.039993,163.039993,7596600
2024-03-21,166.000000,168.679993,157.210007,158.389999,158.389999,11393400
2024-03-22,158.389999,160.300003,157.000000,159.029999,159.029999,4076000
2024-03-25,157.789993,159.100006,157.250000,158.139999,158.139999,3108700
2024-03-26,159.380005,160.970001,157.639999,158.020004,158.020004,4069100
2024-03-27,159.600006,160.628006,157.699997,160.039993,160.039993,4698100
2024-03-28,164.020004,165.889999,161.000000,161.600006,161.600006,10106900
2024-04-01,161.860001,163.750000,159.735001,160.520004,160.520004,3928800
2024-04-02,157.500000,157.770004,155.070007,156.190002,156.190002,5615500
2024-04-03,155.149994,155.300003,152.529999,153.020004,153.020004,6147000
2024-04-04,153.110001,156.000000,150.619995,151.339996,151.339996,6249500
2024-04-05,152.479996,155.550003,152.169998,153.860001,153.860001,5113600
2024-04-08,153.860001,155.690002,151.690002,154.860001,154.860001,2682700
2024-04-09,155.119995,156.895004,153.830002,155.580002,155.580002,3412200
2024-04-10,151.600006,153.509995,151.550003,152.970001,152.970001,3602400
2024-04-11,154.660004,159.914993,154.330002,159.350006,159.350006,5737500
2024-04-12,157.100006,160.520004,156.779999,158.559998,158.559998,4637535
