,Date,Close,Volume,Insider_Trades,News_Sentiment
0,2021-06-30,347.7099914550781,15107500,0.0,
1,2021-07-01,354.3900146484375,17137000,0.0,
2,2021-07-02,354.70001220703125,11521300,0.0,
3,2021-07-06,352.7799987792969,13488500,0.0,
4,2021-07-07,350.489990234375,14218900,0.0,
5,2021-07-08,345.6499938964844,14406500,0.0,
6,2021-07-09,350.4200134277344,13018700,0.0,
7,2021-07-12,353.1600036621094,10018600,0.0,
8,2021-07-13,352.0899963378906,11456000,0.0,
9,2021-07-14,347.6300048828125,13894200,0.0,
10,2021-07-15,344.4599914550781,14781600,0.0,
11,2021-07-16,341.1600036621094,11026100,0.0,
12,2021-07-19,336.95001220703125,14372300,0.0,
13,2021-07-20,341.6600036621094,11024300,0.0,
14,2021-07-21,346.2300109863281,9279700,0.0,
15,2021-07-22,351.19000244140625,12385400,0.0,
16,2021-07-23,369.7900085449219,33694300,0.0,
17,2021-07-26,372.4599914550781,14925200,0.0,
18,2021-07-27,367.80999755859375,15705400,0.0,
19,2021-07-28,373.2799987792969,29676900,0.0,
20,2021-07-29,358.32000732421875,33413200,0.0,
21,2021-07-30,356.29998779296875,15976200,0.0,
22,2021-08-02,351.95001220703125,13180400,0.0,
23,2021-08-03,351.239990234375,12406100,0.0,
24,2021-08-04,358.9200134277344,14180600,0.0,
25,2021-08-05,362.9700012207031,10247200,0.0,
26,2021-08-06,363.510009765625,8925000,0.0,
27,2021-08-09,361.6099853515625,7798900,0.0,
28,2021-08-10,361.1300048828125,7469900,0.0,
29,2021-08-11,359.9599914550781,8400300,0.0,
30,2021-08-12,362.6499938964844,7170700,0.0,
31,2021-08-13,363.1799926757813,7195700,0.0,
32,2021-08-16,366.55999755859375,11222100,0.0,
33,2021-08-17,358.45001220703125,12328700,0.0,
34,2021-08-18,355.45001220703125,10042400,0.0,
35,2021-08-19,355.1199951171875,12004500,0.0,
36,2021-08-20,359.3699951171875,8697700,0.0,
37,2021-08-23,363.3500061035156,10942000,0.0,
38,2021-08-24,365.510009765625,9235100,0.0,
39,2021-08-25,368.3900146484375,9684500,0.0,
40,2021-08-26,364.3800048828125,7888700,0.0,
41,2021-08-27,372.6300048828125,11219100,0.0,
42,2021-08-30,380.6600036621094,13547300,0.0,
43,2021-08-31,379.3800048828125,12345400,0.0,
44,2021-09-01,382.0499877929688,11567200,0.0,
45,2021-09-02,375.2799987792969,14832900,0.0,
46,2021-09-03,376.260009765625,7509600,0.0,
47,2021-09-07,382.1799926757813,10793800,0.0,
48,2021-09-08,377.5700073242188,11067200,0.0,
49,2021-09-09,378.0,9098900,0.0,
50,2021-09-10,378.6900024414063,11549600,0.0,
51,2021-09-13,376.510009765625,13026300,0.0,
52,2021-09-14,376.5299987792969,8711600,0.0,
53,2021-09-15,373.9200134277344,17940300,0.0,
54,2021-09-16,373.05999755859375,11934200,0.0,
55,2021-09-17,364.7200012207031,26299000,0.0,
56,2021-09-20,355.70001220703125,19822800,0.0,
57,2021-09-21,357.4800109863281,11751900,0.0,
58,2021-09-22,343.2099914550781,43692900,0.0,
