volume,vw,open,close,high,low,t,num_trades,simpletime,date,vwap
606.0,184.8892,184.88,184.88,184.88,184.88,1704877200000,35,1,2024-01-10 03:00:00,184.8892
671.0,184.8096,184.81,184.81,184.81,184.81,1704877210000,10,2,2024-01-10 03:00:10,184.84737415818324
162.0,184.8331,184.83,184.83,184.83,184.83,1704877233000,2,3,2024-01-10 03:00:33,184.84576719944405
108.0,184.85,184.85,184.85,184.85,184.85,1704877249000,1,4,2024-01-10 03:00:49,184.84606270200388
832.0,184.8848,184.85,184.89,184.89,184.85,1704877250000,5,5,2024-01-10 03:00:50,184.85961017234132
108.0,184.89,184.89,184.89,184.89,184.89,1704877251000,1,6,2024-01-10 03:00:51,184.86092987535184
337.0,184.9085,184.91,184.91,184.91,184.91,1704877358000,6,7,2024-01-10 03:02:38,184.86660662181305
100.0,184.84,184.84,184.84,184.84,184.84,1704877387000,1,8,2024-01-10 03:03:07,184.86569668262658
500.0,184.89,184.89,184.89,184.89,184.89,1704877415000,2,9,2024-01-10 03:03:35,184.8692456483645
307.0,184.87,184.87,184.87,184.87,184.87,1704877420000,1,10,2024-01-10 03:03:40,184.86930771911017
100.0,184.87,184.87,184.87,184.87,184.87,1704877421000,1,11,2024-01-10 03:03:41,184.86932578961108
100.0,184.87,184.87,184.87,184.87,184.87,1704877423000,1,12,2024-01-10 03:03:43,184.86934294072756
100.0,184.87,184.87,184.87,184.87,184.87,1704877431000,1,13,2024-01-10 03:03:51,184.86935924088317
100.0,184.87,184.87,184.87,184.87,184.87,1704877433000,1,14,2024-01-10 03:03:53,184.86937475187608
159.0,184.87,184.87,184.87,184.87,184.87,1704877508000,2,15,2024-01-10 03:05:08,184.86939792540792
359.0,184.89,184.89,184.89,184.89,184.89,1704877513000,2,16,2024-01-10 03:05:13,184.8709888363089
1309.0,184.8328,184.84,184.83,184.84,184.83,1704877529000,36,17,2024-01-10 03:05:29,184.86259857334676
941.0,184.8016,184.8,184.8,184.8,184.8,1704877542000,6,18,2024-01-10 03:05:42,184.8542785766053
200.0,184.89,184.89,184.89,184.89,184.89,1704877650000,2,19,2024-01-10 03:07:30,184.85528495562755
400.0,184.9002,184.9,184.9,184.9,184.9,1704877679000,8,20,2024-01-10 03:07:59,184.8576807440992
118.0,184.89,184.89,184.89,184.89,184.89,1704877714000,3,21,2024-01-10 03:08:34,184.8581814231325
324.0,184.89,184.89,184.89,184.89,184.89,1704877732000,1,22,2024-01-10 03:08:52,184.85947964991817
289.0,184.891,184.9,184.9,184.9,184.9,1704877742000,5,23,2024-01-10 03:09:02,184.86058650060755
975.0,184.8999,184.9,184.9,184.9,184.9,1704877745000,2,24,2024-01-10 03:09:05,184.8647506137969
439.0,184.9,184.9,184.9,184.9,184.9,1704877772000,4,25,2024-01-10 03:09:32,184.86635518457075
496.0,184.8886,184.89,184.89,184.89,184.89,1704877823000,5,26,2024-01-10 03:10:23,184.86744329388566
982.0,184.9998,185.0,185.0,185.0,185.0,1704877868000,24,27,2024-01-10 03:11:08,184.87912952706353
325.0,185.0,185.0,185.0,185.0,185.0,1704877872000,8,28,2024-01-10 03:11:12,184.88256124748844
115.0,185.0,185.0,185.0,185.0,185.0,1704877873000,2,29,2024-01-10 03:11:13,184.88372933748488
289.0,185.0535,185.06,185.05,185.06,185.05,1704877887000,2,30,2024-01-10 03:11:27,184.88786938654968
163.0,185.0969,185.1,185.1,185.1,185.1,1704877993000,4,31,2024-01-10 03:13:13,184.89070541035463
250.0,185.1,185.1,185.1,185.1,185.1,1704877994000,1,32,2024-01-10 03:13:14,184.89497185257667
200.0,185.07,185.07,185.07,185.07,185.07,1704878041000,2,33,2024-01-10 03:14:01,184.89778039152762
100.0,185.07,185.07,185.07,185.07,185.07,1704878042000,1,34,2024-01-10 03:14:02,184.89915113021334
101.0,185.07,185.07,185.07,185.07,185.07,1704878044000,2,35,2024-01-10 03:14:04,184.90051360442166
425.0,185.0653,185.07,185.07,185.07,185.07,1704878151000,10,36,2024-01-10 03:15:51,184.9058638120703
200.0,185.07,185.07,185.07,185.07,185.07,1704878160000,3,37,2024-01-10 03:16:00,184.90833388261854
500.0,185.07,185.07,185.07,185.07,185.07,1704878173000,3,38,2024-01-10 03:16:13,184.91419559825962
500.0,185.07,185.07,185.07,185.07,185.07,1704878175000,2,39,2024-01-10 03:16:15,184.91964711686495
216.0,185.0615,185.06,185.06,185.06,185.06,1704878221000,4,40,2024-01-10 03:17:01,184.92175936164347
500.0,185.07,185.07,185.07,185.07,185.07,1704878228000,2,41,2024-01-10 03:17:08,184.9266987405038
279.0,185.07,185.07,185.07,185.07,185.07,1704878236000,5,42,2024-01-10 03:17:16,184.92931444553483
300.0,185.07,185.07,185.07,185.07,185.07,1704878247000,3,43,2024-01-10 03:17:27,184.9320225409047
196.0,185.07,185.07,185.07,185.07,185.07,1704878256000,3,44,2024-01-10 03:17:36,184.93373622077183
244.0,185.08,185.08,185.08,185.08,185.08,1704878362000,2,45,2024-01-10 03:19:22,184.93596326365056
