v,vw,o,c,h,l,t,n,consistency,date
2249,184.4078,184.4,184.41,184.41,184.4,1704828058000,33,3000.0,2024-01-09 13:20:58
591,184.4093,184.41,184.41,184.41,184.41,1704828059000,6,1000.0,2024-01-09 13:20:59
1085,184.4006,184.4001,184.4001,184.4001,184.4001,1704828060000,2,1000.0,2024-01-09 13:21:00
2701,184.3993,184.4,184.4,184.4,184.395,1704828061000,36,1000.0,2024-01-09 13:21:01
421,184.409,184.405,184.4166,184.4166,184.405,1704828063000,8,2000.0,2024-01-09 13:21:03
135,184.415,184.415,184.415,184.415,184.415,1704828064000,1,1000.0,2024-01-09 13:21:04
5106,184.4099,184.4099,184.41,184.41,184.4099,1704828067000,7,3000.0,2024-01-09 13:21:07
756,184.4233,184.42,184.43,184.43,184.42,1704828068000,17,1000.0,2024-01-09 13:21:08
4088,184.4329,184.4312,184.435,184.435,184.425,1704828070000,24,2000.0,2024-01-09 13:21:10
3015,184.44,184.44,184.44,184.44,184.44,1704828072000,5,2000.0,2024-01-09 13:21:12
10503,184.4492,184.44,184.4498,184.4498,184.44,1704828073000,15,1000.0,2024-01-09 13:21:13
575,184.4371,184.44,184.435,184.44,184.435,1704828074000,12,1000.0,2024-01-09 13:21:14
1846,184.4357,184.435,184.4301,184.445,184.4301,1704828075000,7,1000.0,2024-01-09 13:21:15
1612,184.4269,184.43,184.425,184.43,184.425,1704828076000,14,1000.0,2024-01-09 13:21:16
122,184.4275,184.4276,184.4276,184.4276,184.4276,1704828077000,2,1000.0,2024-01-09 13:21:17
2001,184.4299,184.4299,184.4299,184.4299,184.4299,1704828078000,2,1000.0,2024-01-09 13:21:18
433,184.4205,184.42,184.42,184.42,184.42,1704828079000,11,1000.0,2024-01-09 13:21:19
134,184.4103,184.41,184.41,184.41,184.41,1704828080000,4,1000.0,2024-01-09 13:21:20
2039,184.4192,184.4175,184.42,184.42,184.4175,1704828081000,21,1000.0,2024-01-09 13:21:21
641,184.4198,184.4101,184.4101,184.4101,184.4101,1704828082000,6,1000.0,2024-01-09 13:21:22
1297,184.4033,184.41,184.4076,184.41,184.4,1704828083000,26,1000.0,2024-01-09 13:21:23
1404,184.41,184.41,184.41,184.41,184.41,1704828084000,19,1000.0,2024-01-09 13:21:24
1152,184.4198,184.42,184.42,184.42,184.42,1704828085000,14,1000.0,2024-01-09 13:21:25
652,184.4187,184.4173,184.42,184.42,184.4173,1704828086000,9,1000.0,2024-01-09 13:21:26
192,184.4263,184.4299,184.4299,184.4299,184.4299,1704828088000,4,2000.0,2024-01-09 13:21:28
356,184.4301,184.43,184.43,184.43,184.43,1704828089000,11,1000.0,2024-01-09 13:21:29
506,184.4359,184.435,184.4399,184.4399,184.435,1704828090000,8,1000.0,2024-01-09 13:21:30
1036,184.4351,184.435,184.435,184.435,184.435,1704828091000,5,1000.0,2024-01-09 13:21:31
1019,184.4299,184.43,184.43,184.43,184.43,1704828092000,20,1000.0,2024-01-09 13:21:32
509,184.4339,184.435,184.43,184.435,184.43,1704828094000,5,2000.0,2024-01-09 13:21:34
435,184.4292,184.43,184.43,184.43,184.43,1704828096000,8,2000.0,2024-01-09 13:21:36
142,184.435,184.435,184.435,184.435,184.435,1704828101000,3,5000.0,2024-01-09 13:21:41
1004,184.4412,184.44,184.4473,184.4473,184.44,1704828102000,25,1000.0,2024-01-09 13:21:42
646,184.4499,184.45,184.45,184.45,184.45,1704828103000,13,1000.0,2024-01-09 13:21:43
1941,184.4596,184.455,184.46,184.46,184.455,1704828104000,27,1000.0,2024-01-09 13:21:44
144,184.469,184.47,184.47,184.47,184.47,1704828105000,9,1000.0,2024-01-09 13:21:45
2579,184.4606,184.4601,184.4601,184.4601,184.4601,1704828106000,4,1000.0,2024-01-09 13:21:46
670,184.4733,184.47,184.475,184.475,184.47,1704828107000,20,1000.0,2024-01-09 13:21:47
407,184.4841,184.48,184.4883,184.4883,184.48,1704828108000,7,1000.0,2024-01-09 13:21:48
1336,184.4943,184.488,184.5,184.5,184.488,1704828109000,12,1000.0,2024-01-09 13:21:49
378,184.489,184.485,184.49,184.49,184.485,1704828110000,9,1000.0,2024-01-09 13:21:50
357,184.4888,184.49,184.4882,184.49,184.4882,1704828111000,8,1000.0,2024-01-09 13:21:51
784,184.4915,184.485,184.49,184.49,184.485,1704828112000,12,1000.0,2024-01-09 13:21:52
2211,184.505,184.5,184.51,184.51,184.5,1704828113000,17,1000.0,2024-01-09 13:21:53
538,184.4908,184.4911,184.49,184.4911,184.49,1704828115000,12,2000.0,2024-01-09 13:21:55
102,184.485,184.485,184.485,184.485,184.485,1704828118000,3,3000.0,2024-01-09 13:21:58
124,184.4833,184.4829,184.4829,184.4829,184.4829,1704828120000,5,2000.0,2024-01-09 13:22:00
3633,184.4836,184.485,184.49,184.49,184.481,1704828123000,23,3000.0,2024-01-09 13:22:03
296,184.4958,184.495,184.495,184.495,184.495,1704828124000,10,1000.0,2024-01-09 13:22:04
955,184.4989,184.4999,184.5,184.5,184.491,1704828125000,17,1000.0,2024-01-09 13:22:05
2661,184.5004,184.5,184.505,184.505,184.5,1704828126000,7,1000.0,2024-01-09 13:22:06
592,184.51,184.51,184.51,184.51,184.51,1704828127000,14,1000.0,2024-01-09 13:22:07
624,184.5124,184.51,184.515,184.52,184.51,1704828128000,11,1000.0,2024-01-09 13:22:08
904,184.5111,184.515,184.51,184.515,184.51,1704828129000,14,1000.0,2024-01-09 13:22:09
220,184.5031,184.5,184.505,184.505,184.5,1704828130000,4,1000.0,2024-01-09 13:22:10
420,184.5013,184.5013,184.5,184.505,184.5,1704828131000,9,1000.0,2024-01-09 13:22:11
457,184.5066,184.5083,184.5083,184.5083,184.5083,1704828133000,7,2000.0,2024-01-09 13:22:13
611,184.51,184.51,184.51,184.51,184.51,1704828135000,10,2000.0,2024-01-09 13:22:15
103,184.51,184.51,184.51,184.51,184.51,1704828138000,4,3000.0,2024-01-09 13:22:18
2285,184.5192,184.515,184.52,184.52,184.515,1704828143000,29,5000.0,2024-01-09 13:22:23
371,184.5209,184.5211,184.52,184.5211,184.52,1704828145000,8,2000.0,2024-01-09 13:22:25
5802,184.5195,184.5214,184.52,184.5214,184.51,1704828147000,9,2000.0,2024-01-09 13:22:27
409,184.5172,184.52,184.515,184.52,184.515,1704828149000,10,2000.0,2024-01-09 13:22:29
1321,184.5109,184.515,184.51,184.515,184.51,1704828150000,20,1000.0,2024-01-09 13:22:30
2595,184.5055,184.505,184.505,184.505,184.505,1704828151000,10,1000.0,2024-01-09 13:22:31
1143,184.5119,184.515,184.511,184.515,184.511,1704828152000,8,1000.0,2024-01-09 13:22:32
2255,184.5205,184.52,184.525,184.525,184.52,1704828153000,24,1000.0,2024-01-09 13:22:33
1114,184.53,184.53,184.53,184.53,184.53,1704828155000,21,2000.0,2024-01-09 13:22:35
1617,184.54,184.54,184.54,184.54,184.54,1704828156000,22,1000.0,2024-01-09 13:22:36
4731,184.5375,184.535,184.5385,184.54,184.535,1704828157000,21,1000.0,2024-01-09 13:22:37
739,184.5355,184.54,184.535,184.54,184.53,1704828158000,9,1000.0,2024-01-09 13:22:38
909,184.5325,184.535,184.53,184.535,184.53,1704828159000,16,1000.0,2024-01-09 13:22:39
165,184.533,184.53,184.53,184.53,184.53,1704828160000,7,1000.0,2024-01-09 13:22:40
859,184.5305,184.535,184.53,184.535,184.53,1704828161000,23,1000.0,2024-01-09 13:22:41
5371,184.5358,184.54,184.5301,184.54,184.53,1704828162000,36,1000.0,2024-01-09 13:22:42
637,184.5304,184.53,184.53,184.53,184.53,1704828163000,9,1000.0,2024-01-09 13:22:43
732,184.5356,184.5385,184.53,184.5385,184.53,1704828164000,8,1000.0,2024-01-09 13:22:44
402,184.5313,184.53,184.5325,184.5325,184.53,1704828165000,8,1000.0,2024-01-09 13:22:45
804,184.5398,184.5398,184.5398,184.5398,184.5398,1704828167000,4,2000.0,2024-01-09 13:22:47
1573,184.5328,184.535,184.53,184.535,184.53,1704828168000,16,1000.0,2024-01-09 13:22:48
271,184.5217,184.52,184.52,184.52,184.52,1704828169000,5,1000.0,2024-01-09 13:22:49
3576,184.5177,184.52,184.52,184.52,184.5146,1704828171000,38,2000.0,2024-01-09 13:22:51
150,184.5272,184.5267,184.5267,184.5267,184.5267,1704828172000,5,1000.0,2024-01-09 13:22:52
115,184.5248,184.525,184.525,184.525,184.525,1704828173000,5,1000.0,2024-01-09 13:22:53
628,184.5184,184.52,184.515,184.52,184.515,1704828174000,9,1000.0,2024-01-09 13:22:54
1023,184.5099,184.51,184.5099,184.51,184.5099,1704828175000,18,1000.0,2024-01-09 13:22:55
1203,184.4997,184.5,184.5,184.5,184.495,1704828176000,26,1000.0,2024-01-09 13:22:56
410,184.5054,184.505,184.505,184.505,184.505,1704828177000,4,1000.0,2024-01-09 13:22:57
142,184.5051,184.505,184.505,184.505,184.505,1704828179000,3,2000.0,2024-01-09 13:22:59
3047,184.4912,184.5,184.49,184.5,184.49,1704828180000,50,1000.0,2024-01-09 13:23:00
550,184.4901,184.49,184.49,184.49,184.49,1704828181000,13,1000.0,2024-01-09 13:23:01
163,184.4851,184.485,184.485,184.485,184.485,1704828182000,6,1000.0,2024-01-09 13:23:02
142,184.4877,184.4899,184.4899,184.4899,184.4899,1704828183000,6,1000.0,2024-01-09 13:23:03
1169,184.4761,184.485,184.47,184.485,184.47,1704828184000,27,1000.0,2024-01-09 13:23:04
1733,184.4638,184.465,184.46,184.465,184.46,1704828185000,11,1000.0,2024-01-09 13:23:05
1210,184.4495,184.45,184.45,184.45,184.45,1704828186000,13,1000.0,2024-01-09 13:23:06
895,184.436,184.44,184.44,184.44,184.43,1704828187000,15,1000.0,2024-01-09 13:23:07
610,184.4274,184.43,184.4201,184.43,184.4201,1704828188000,16,1000.0,2024-01-09 13:23:08
309,184.4207,184.42,184.42,184.42,184.42,1704828189000,11,1000.0,2024-01-09 13:23:09
2588,184.4184,184.415,184.42,184.42,184.415,1704828191000,14,2000.0,2024-01-09 13:23:11
1023,184.4075,184.41,184.41,184.41,184.405,1704828193000,13,2000.0,2024-01-09 13:23:13
710,184.4093,184.405,184.41,184.41,184.405,1704828195000,11,2000.0,2024-01-09 13:23:15
1045,184.4198,184.42,184.42,184.42,184.42,1704828196000,17,1000.0,2024-01-09 13:23:16
125,184.426,184.4266,184.4266,184.4266,184.4266,1704828197000,4,1000.0,2024-01-09 13:23:17
2514,184.429,184.425,184.43,184.43,184.425,1704828199000,18,2000.0,2024-01-09 13:23:19
161,184.4224,184.4217,184.4217,184.4217,184.4217,1704828201000,3,2000.0,2024-01-09 13:23:21
1798,184.4198,184.425,184.42,184.425,184.4154,1704828203000,20,2000.0,2024-01-09 13:23:23
153,184.4276,184.4275,184.4275,184.4275,184.4275,1704828204000,6,1000.0,2024-01-09 13:23:24
300,184.4373,184.425,184.425,184.425,184.425,1704828205000,2,1000.0,2024-01-09 13:23:25
337,184.4199,184.42,184.42,184.42,184.42,1704828206000,13,1000.0,2024-01-09 13:23:26
312,184.4201,184.42,184.42,184.42,184.42,1704828208000,11,2000.0,2024-01-09 13:23:28
1121,184.4049,184.41,184.4,184.41,184.4,1704828210000,26,2000.0,2024-01-09 13:23:30
344,184.407,184.4084,184.4084,184.4084,184.4084,1704828213000,6,3000.0,2024-01-09 13:23:33
366,184.4008,184.401,184.4,184.401,184.4,1704828215000,8,2000.0,2024-01-09 13:23:35
335,184.3964,184.3978,184.3978,184.3978,184.3978,1704828216000,6,1000.0,2024-01-09 13:23:36
243,184.3976,184.4,184.395,184.4,184.395,1704828217000,10,1000.0,2024-01-09 13:23:37
105,184.4059,184.4059,184.4059,184.4059,184.4059,1704828223000,2,6000.0,2024-01-09 13:23:43
287,184.4042,184.4,184.4,184.4,184.4,1704828224000,10,1000.0,2024-01-09 13:23:44
2112,184.4153,184.41,184.42,184.42,184.41,1704828226000,19,2000.0,2024-01-09 13:23:46
907,184.4306,184.43,184.43,184.43,184.43,1704828228000,16,2000.0,2024-01-09 13:23:48
148,184.4311,184.431,184.431,184.431,184.431,1704828229000,4,1000.0,2024-01-09 13:23:49
888,184.4284,184.43,184.42,184.43,184.42,1704828230000,17,1000.0,2024-01-09 13:23:50
140,184.4311,184.43,184.43,184.43,184.43,1704828231000,4,1000.0,2024-01-09 13:23:51
926,184.43,184.4299,184.43,184.43,184.4299,1704828232000,13,1000.0,2024-01-09 13:23:52
612,184.43,184.43,184.43,184.43,184.43,1704828234000,10,2000.0,2024-01-09 13:23:54
377,184.43,184.43,184.43,184.43,184.43,1704828235000,7,1000.0,2024-01-09 13:23:55
482,184.435,184.435,184.435,184.435,184.435,1704828236000,2,1000.0,2024-01-09 13:23:56
620,184.4388,184.4384,184.4389,184.4389,184.4384,1704828237000,5,1000.0,2024-01-09 13:23:57
1024,184.4314,184.439,184.43,184.439,184.43,1704828240000,8,3000.0,2024-01-09 13:24:00
136,184.4345,184.435,184.435,184.435,184.435,1704828241000,5,1000.0,2024-01-09 13:24:01
904,184.4396,184.435,184.44,184.445,184.435,1704828244000,18,3000.0,2024-01-09 13:24:04
325,184.4394,184.44,184.44,184.44,184.44,1704828245000,8,1000.0,2024-01-09 13:24:05
648,184.4385,184.4386,184.4386,184.4386,184.4386,1704828247000,5,2000.0,2024-01-09 13:24:07
173,184.4339,184.435,184.435,184.435,184.435,1704828248000,7,1000.0,2024-01-09 13:24:08
727,184.4404,184.44,184.44,184.44,184.44,1704828250000,19,2000.0,2024-01-09 13:24:10
334,184.44,184.44,184.44,184.44,184.44,1704828251000,9,1000.0,2024-01-09 13:24:11
910,184.4393,184.4316,184.44,184.44,184.4316,1704828255000,17,4000.0,2024-01-09 13:24:15
382,184.4426,184.45,184.45,184.45,184.45,1704828256000,7,1000.0,2024-01-09 13:24:16
2328,184.4491,184.45,184.44,184.45,184.44,1704828257000,32,1000.0,2024-01-09 13:24:17
720,184.4465,184.44,184.45,184.45,184.44,1704828258000,10,1000.0,2024-01-09 13:24:18
300,184.44,184.44,184.44,184.44,184.44,1704828260000,6,2000.0,2024-01-09 13:24:20
695,184.44,184.44,184.44,184.44,184.44,1704828261000,14,1000.0,2024-01-09 13:24:21
495,184.44,184.44,184.44,184.44,184.44,1704828262000,5,1000.0,2024-01-09 13:24:22
1034,184.4411,184.44,184.445,184.445,184.44,1704828263000,21,1000.0,2024-01-09 13:24:23
738,184.44,184.44,184.44,184.44,184.44,1704828264000,18,1000.0,2024-01-09 13:24:24
244,184.44,184.44,184.44,184.44,184.44,1704828265000,8,1000.0,2024-01-09 13:24:25
3407,184.4322,184.4328,184.43,184.4328,184.43,1704828267000,18,2000.0,2024-01-09 13:24:27
1361,184.4239,184.4241,184.425,184.425,184.4241,1704828268000,12,1000.0,2024-01-09 13:24:28
5282,184.4199,184.42,184.42,184.42,184.4199,1704828269000,17,1000.0,2024-01-09 13:24:29
523,184.4199,184.42,184.42,184.42,184.42,1704828272000,13,3000.0,2024-01-09 13:24:32
477,184.4296,184.43,184.43,184.43,184.43,1704828273000,15,1000.0,2024-01-09 13:24:33
657,184.4232,184.425,184.4247,184.425,184.42,1704828276000,13,3000.0,2024-01-09 13:24:36
854,184.4188,184.42,184.42,184.42,184.42,1704828277000,21,1000.0,2024-01-09 13:24:37
552,184.4088,184.41,184.4082,184.41,184.4082,1704828279000,7,2000.0,2024-01-09 13:24:39
1013,184.4175,184.415,184.419,184.42,184.415,1704828280000,17,1000.0,2024-01-09 13:24:40
150,184.4198,184.42,184.42,184.42,184.42,1704828282000,5,2000.0,2024-01-09 13:24:42
2404,184.4072,184.41,184.41,184.41,184.401,1704828283000,19,1000.0,2024-01-09 13:24:43
163,184.405,184.405,184.405,184.405,184.405,1704828285000,1,2000.0,2024-01-09 13:24:45
819,184.4108,184.41,184.415,184.415,184.41,1704828286000,14,1000.0,2024-01-09 13:24:46
262,184.4107,184.41,184.41,184.41,184.41,1704828288000,9,2000.0,2024-01-09 13:24:48
1792,184.4102,184.41,184.41,184.41,184.41,1704828289000,14,1000.0,2024-01-09 13:24:49
946,184.4199,184.42,184.42,184.42,184.42,1704828290000,21,1000.0,2024-01-09 13:24:50
2032,184.4283,184.43,184.4255,184.43,184.425,1704828294000,28,4000.0,2024-01-09 13:24:54
497,184.4269,184.43,184.4249,184.43,184.4249,1704828295000,7,1000.0,2024-01-09 13:24:55
678,184.4199,184.42,184.42,184.42,184.42,1704828296000,11,1000.0,2024-01-09 13:24:56
1021,184.4151,184.4199,184.41,184.4199,184.41,1704828297000,14,1000.0,2024-01-09 13:24:57
540,184.4026,184.401,184.405,184.405,184.401,1704828298000,6,1000.0,2024-01-09 13:24:58
1412,184.399,184.4,184.3987,184.4,184.3987,1704828300000,20,2000.0,2024-01-09 13:25:00
10197,184.3983,184.3999,184.38,184.3999,184.38,1704828301000,25,1000.0,2024-01-09 13:25:01
1620,184.3898,184.38,184.4,184.4,184.38,1704828302000,22,1000.0,2024-01-09 13:25:02
2440,184.4,184.4,184.4,184.4,184.4,1704828303000,5,1000.0,2024-01-09 13:25:03
2555,184.398,184.4,184.4,184.4,184.395,1704828305000,28,2000.0,2024-01-09 13:25:05
113,184.4055,184.405,184.405,184.405,184.405,1704828307000,3,2000.0,2024-01-09 13:25:07
1006,184.4112,184.41,184.42,184.42,184.41,1704828308000,16,1000.0,2024-01-09 13:25:08
1581,184.42,184.42,184.42,184.42,184.42,1704828309000,28,1000.0,2024-01-09 13:25:09
4944,184.42,184.42,184.42,184.4226,184.42,1704828310000,35,1000.0,2024-01-09 13:25:10
130,184.42,184.42,184.42,184.42,184.42,1704828311000,6,1000.0,2024-01-09 13:25:11
106,184.415,184.415,184.415,184.415,184.415,1704828313000,4,2000.0,2024-01-09 13:25:13
405,184.4086,184.41,184.41,184.41,184.41,1704828314000,17,1000.0,2024-01-09 13:25:14
709,184.41,184.41,184.41,184.41,184.41,1704828317000,12,3000.0,2024-01-09 13:25:17
925,184.4205,184.42,184.425,184.425,184.42,1704828321000,21,4000.0,2024-01-09 13:25:21
1384,184.4303,184.4284,184.435,184.435,184.4284,1704828322000,20,1000.0,2024-01-09 13:25:22
120,184.4392,184.44,184.44,184.44,184.44,1704828323000,2,1000.0,2024-01-09 13:25:23
504,184.44,184.44,184.44,184.44,184.44,1704828324000,8,1000.0,2024-01-09 13:25:24
10472,184.4401,184.44,184.44,184.4401,184.44,1704828325000,12,1000.0,2024-01-09 13:25:25
1351,184.4457,184.45,184.44,184.45,184.44,1704828326000,4,1000.0,2024-01-09 13:25:26
1541,184.4278,184.43,184.42,184.43,184.42,1704828327000,27,1000.0,2024-01-09 13:25:27
466,184.4103,184.4101,184.4101,184.4101,184.4101,1704828333000,6,6000.0,2024-01-09 13:25:33
894,184.4108,184.415,184.41,184.415,184.41,1704828335000,14,2000.0,2024-01-09 13:25:35
1540,184.4011,184.4,184.41,184.41,184.4,1704828339000,27,4000.0,2024-01-09 13:25:39
376,184.4091,184.4088,184.4092,184.4092,184.4088,1704828341000,3,2000.0,2024-01-09 13:25:41
1933,184.4062,184.41,184.4022,184.41,184.4,1704828342000,21,1000.0,2024-01-09 13:25:42
1356,184.4092,184.405,184.41,184.41,184.405,1704828345000,19,3000.0,2024-01-09 13:25:45
1861,184.4016,184.405,184.4,184.405,184.4,1704828346000,20,1000.0,2024-01-09 13:25:46
133,184.4001,184.4,184.4,184.4,184.4,1704828348000,6,2000.0,2024-01-09 13:25:48
830,184.4038,184.405,184.4,184.405,184.4,1704828349000,12,1000.0,2024-01-09 13:25:49
143,184.4073,184.4099,184.4099,184.4099,184.4099,1704828350000,3,1000.0,2024-01-09 13:25:50
631,184.3953,184.4,184.39,184.4,184.39,1704828351000,17,1000.0,2024-01-09 13:25:51
3167,184.3971,184.39,184.41,184.41,184.39,1704828352000,52,1000.0,2024-01-09 13:25:52
2097,184.3933,184.4,184.39,184.4,184.39,1704828353000,35,1000.0,2024-01-09 13:25:53
356,184.3802,184.3801,184.3801,184.3801,184.3801,1704828355000,5,2000.0,2024-01-09 13:25:55
2540,184.3813,184.3809,184.3809,184.3809,184.3809,1704828356000,9,1000.0,2024-01-09 13:25:56
6209,184.3733,184.3841,184.36,184.3841,184.36,1704828358000,85,2000.0,2024-01-09 13:25:58
462,184.3711,184.37,184.375,184.375,184.37,1704828359000,14,1000.0,2024-01-09 13:25:59
2990,184.3661,184.37,184.37,184.37,184.365,1704828361000,10,2000.0,2024-01-09 13:26:01
1335,184.3686,184.37,184.36,184.37,184.36,1704828364000,21,3000.0,2024-01-09 13:26:04
161,184.3672,184.3672,184.3672,184.3672,184.3672,1704828365000,2,1000.0,2024-01-09 13:26:05
2340,184.36,184.36,184.36,184.36,184.36,1704828367000,33,2000.0,2024-01-09 13:26:07
107,184.3506,184.35,184.35,184.35,184.35,1704828368000,3,1000.0,2024-01-09 13:26:08
282,184.3557,184.355,184.355,184.355,184.355,1704828370000,5,2000.0,2024-01-09 13:26:10
2582,184.3613,184.36,184.37,184.37,184.36,1704828371000,25,1000.0,2024-01-09 13:26:11
138,184.3577,184.3573,184.3573,184.3573,184.3573,1704828372000,6,1000.0,2024-01-09 13:26:12
277,184.3543,184.36,184.36,184.36,184.36,1704828373000,8,1000.0,2024-01-09 13:26:13
2055,184.353,184.3588,184.345,184.3588,184.345,1704828375000,17,2000.0,2024-01-09 13:26:15
996,184.34,184.34,184.34,184.3402,184.34,1704828376000,19,1000.0,2024-01-09 13:26:16
892,184.3376,184.335,184.34,184.34,184.335,1704828377000,12,1000.0,2024-01-09 13:26:17
846,184.3398,184.34,184.34,184.34,184.34,1704828378000,10,1000.0,2024-01-09 13:26:18
487,184.3404,184.34,184.34,184.34,184.34,1704828379000,11,1000.0,2024-01-09 13:26:19
1083,184.3499,184.35,184.35,184.35,184.35,1704828381000,17,2000.0,2024-01-09 13:26:21
143,184.3401,184.34,184.34,184.34,184.34,1704828382000,4,1000.0,2024-01-09 13:26:22
670,184.3407,184.3401,184.345,184.345,184.34,1704828383000,15,1000.0,2024-01-09 13:26:23
219,184.3443,184.3499,184.3499,184.3499,184.3499,1704828385000,6,2000.0,2024-01-09 13:26:25
1088,184.349,184.35,184.35,184.35,184.35,1704828386000,11,1000.0,2024-01-09 13:26:26
320,184.3835,184.345,184.345,184.345,184.345,1704828387000,5,1000.0,2024-01-09 13:26:27
254,184.3394,184.34,184.34,184.34,184.34,1704828388000,6,1000.0,2024-01-09 13:26:28
2875,184.3383,184.3373,184.34,184.34,184.3373,1704828389000,7,1000.0,2024-01-09 13:26:29
686,184.3429,184.34,184.34,184.34,184.34,1704828390000,9,1000.0,2024-01-09 13:26:30
608,184.329,184.33,184.33,184.33,184.33,1704828391000,26,1000.0,2024-01-09 13:26:31
482,184.3332,184.3201,184.3201,184.3201,184.3201,1704828392000,11,1000.0,2024-01-09 13:26:32
1727,184.3177,184.32,184.315,184.32,184.31,1704828393000,19,1000.0,2024-01-09 13:26:33
3612,184.3289,184.33,184.33,184.33,184.32,1704828394000,25,1000.0,2024-01-09 13:26:34
467,184.3199,184.32,184.32,184.32,184.32,1704828398000,16,4000.0,2024-01-09 13:26:38
3229,184.3057,184.3118,184.302,184.3118,184.3,1704828399000,43,1000.0,2024-01-09 13:26:39
927,184.3016,184.3013,184.3013,184.3013,184.3013,1704828400000,6,1000.0,2024-01-09 13:26:40
436,184.3077,184.305,184.31,184.31,184.305,1704828401000,11,1000.0,2024-01-09 13:26:41
2761,184.2965,184.3,184.29,184.3,184.29,1704828402000,44,1000.0,2024-01-09 13:26:42
535,184.2922,184.2915,184.2915,184.2915,184.2915,1704828403000,9,1000.0,2024-01-09 13:26:43
452,184.2884,184.29,184.285,184.29,184.285,1704828404000,7,1000.0,2024-01-09 13:26:44
5621,184.2892,184.285,184.2893,184.29,184.285,1704828405000,25,1000.0,2024-01-09 13:26:45
2809,184.2769,184.28,184.27,184.2802,184.265,1704828406000,33,1000.0,2024-01-09 13:26:46
1464,184.2729,184.28,184.275,184.28,184.27,1704828407000,13,1000.0,2024-01-09 13:26:47
630,184.2665,184.27,184.26,184.27,184.26,1704828408000,10,1000.0,2024-01-09 13:26:48
2314,184.2653,184.265,184.27,184.27,184.265,1704828409000,7,1000.0,2024-01-09 13:26:49
3831,184.2676,184.26,184.27,184.27,184.26,1704828410000,33,1000.0,2024-01-09 13:26:50
3862,184.2705,184.27,184.27,184.2771,184.27,1704828411000,22,1000.0,2024-01-09 13:26:51
398,184.2687,184.2676,184.27,184.27,184.2676,1704828412000,16,1000.0,2024-01-09 13:26:52
270,184.2707,184.27,184.2703,184.2703,184.27,1704828413000,6,1000.0,2024-01-09 13:26:53
923,184.2696,184.27,184.2699,184.27,184.2699,1704828414000,14,1000.0,2024-01-09 13:26:54
1687,184.2704,184.27,184.27,184.27,184.27,1704828415000,29,1000.0,2024-01-09 13:26:55
1933,184.2698,184.265,184.2726,184.2726,184.265,1704828416000,6,1000.0,2024-01-09 13:26:56
642,184.2634,184.27,184.26,184.27,184.26,1704828417000,14,1000.0,2024-01-09 13:26:57
710,184.2481,184.25,184.2424,184.25,184.2424,1704828418000,25,1000.0,2024-01-09 13:26:58
13671,184.2613,184.245,184.255,184.28,184.245,1704828419000,125,1000.0,2024-01-09 13:26:59
597,184.2719,184.27,184.2701,184.28,184.27,1704828420000,15,1000.0,2024-01-09 13:27:00
1812,184.2804,184.28,184.28,184.28,184.28,1704828422000,22,2000.0,2024-01-09 13:27:02
2000,184.2848,184.2848,184.2848,184.2848,184.2848,1704828423000,1,1000.0,2024-01-09 13:27:03
138,184.285,184.285,184.285,184.285,184.285,1704828424000,8,1000.0,2024-01-09 13:27:04
738,184.2905,184.29,184.29,184.29,184.29,1704828425000,16,1000.0,2024-01-09 13:27:05
673,184.3,184.3,184.3,184.3,184.3,1704828426000,15,1000.0,2024-01-09 13:27:06
534,184.305,184.305,184.305,184.305,184.305,1704828427000,6,1000.0,2024-01-09 13:27:07
568,184.3068,184.305,184.31,184.31,184.305,1704828430000,5,3000.0,2024-01-09 13:27:10
2183,184.3098,184.31,184.31,184.31,184.305,1704828431000,39,1000.0,2024-01-09 13:27:11
601,184.3117,184.32,184.31,184.32,184.31,1704828432000,5,1000.0,2024-01-09 13:27:12
464,184.3132,184.315,184.3098,184.315,184.3098,1704828433000,5,1000.0,2024-01-09 13:27:13
245,184.3089,184.3099,184.3086,184.3099,184.3086,1704828434000,5,1000.0,2024-01-09 13:27:14
736,184.3009,184.31,184.3,184.31,184.3,1704828435000,19,1000.0,2024-01-09 13:27:15
444,184.2901,184.29,184.29,184.29,184.29,1704828437000,8,2000.0,2024-01-09 13:27:17
528,184.2944,184.29,184.3,184.3,184.29,1704828440000,14,3000.0,2024-01-09 13:27:20
4148,184.306,184.3,184.31,184.31,184.3,1704828441000,37,1000.0,2024-01-09 13:27:21
678,184.3112,184.31,184.31,184.31,184.31,1704828442000,13,1000.0,2024-01-09 13:27:22
1080,184.3205,184.32,184.32,184.32,184.32,1704828443000,22,1000.0,2024-01-09 13:27:23
248,184.3298,184.33,184.33,184.33,184.33,1704828444000,6,1000.0,2024-01-09 13:27:24
107,184.3299,184.33,184.33,184.33,184.33,1704828445000,5,1000.0,2024-01-09 13:27:25
102,184.325,184.325,184.325,184.325,184.325,1704828449000,3,4000.0,2024-01-09 13:27:29
206,184.3225,184.325,184.32,184.325,184.32,1704828450000,5,1000.0,2024-01-09 13:27:30
8959,184.306,184.32,184.3,184.32,184.3,1704828451000,34,1000.0,2024-01-09 13:27:31
408,184.2901,184.29,184.29,184.29,184.29,1704828452000,8,1000.0,2024-01-09 13:27:32
263,184.285,184.285,184.285,184.285,184.285,1704828455000,5,3000.0,2024-01-09 13:27:35
551,184.2769,184.28,184.27,184.28,184.27,1704828460000,10,5000.0,2024-01-09 13:27:40
