v,vw,o,c,h,l,t,n,consistency,date
1260,183.8571,183.86,183.8501,183.86,183.8501,1704813397000,94,1000.0,2024-01-09 09:16:37
568,183.8256,183.83,183.82,183.83,183.82,1704813398000,66,1000.0,2024-01-09 09:16:38
2211,183.8344,183.82,183.84,183.84,183.82,1704813399000,73,1000.0,2024-01-09 09:16:39
4760,183.8315,183.845,183.82,183.845,183.82,1704813400000,96,1000.0,2024-01-09 09:16:40
2788,183.8239,183.82,183.83,183.83,183.815,1704813401000,82,1000.0,2024-01-09 09:16:41
1583,183.8253,183.83,183.82,183.83,183.82,1704813402000,72,1000.0,2024-01-09 09:16:42
469,183.8275,183.825,183.83,183.83,183.825,1704813403000,71,1000.0,2024-01-09 09:16:43
1025,183.8288,183.83,183.825,183.83,183.825,1704813404000,66,1000.0,2024-01-09 09:16:44
286,183.8348,183.835,183.835,183.835,183.835,1704813405000,66,1000.0,2024-01-09 09:16:45
428,183.8351,183.84,183.8256,183.84,183.8256,1704813406000,80,1000.0,2024-01-09 09:16:46
1121,183.8405,183.84,183.8401,183.845,183.84,1704813407000,63,1000.0,2024-01-09 09:16:47
842,183.8397,183.84,183.83,183.84,183.83,1704813408000,77,1000.0,2024-01-09 09:16:48
1751,183.8387,183.8301,183.84,183.8401,183.8301,1704813409000,66,1000.0,2024-01-09 09:16:49
757,183.8296,183.825,183.83,183.83,183.825,1704813410000,60,1000.0,2024-01-09 09:16:50
263,183.8298,183.83,183.83,183.83,183.83,1704813411000,73,1000.0,2024-01-09 09:16:51
686,183.8265,183.8291,183.825,183.8291,183.825,1704813413000,75,2000.0,2024-01-09 09:16:53
5304,183.8315,183.8299,183.83,183.83,183.825,1704813414000,77,1000.0,2024-01-09 09:16:54
2765,183.8185,183.825,183.81,183.825,183.81,1704813415000,106,1000.0,2024-01-09 09:16:55
2616,183.8154,183.815,183.815,183.83,183.8088,1704813416000,100,1000.0,2024-01-09 09:16:56
987,183.8165,183.81,183.8186,183.8186,183.81,1704813417000,57,1000.0,2024-01-09 09:16:57
2278,183.8236,183.82,183.835,183.835,183.81,1704813418000,83,1000.0,2024-01-09 09:16:58
2326,183.8491,183.84,183.85,183.86,183.84,1704813419000,98,1000.0,2024-01-09 09:16:59
481,183.8556,183.86,183.855,183.86,183.855,1704813420000,60,1000.0,2024-01-09 09:17:00
605,183.8583,183.86,183.86,183.86,183.86,1704813421000,64,1000.0,2024-01-09 09:17:01
558,183.8674,183.87,183.865,183.87,183.865,1704813422000,64,1000.0,2024-01-09 09:17:02
5298,183.8569,183.87,183.85,183.87,183.84,1704813423000,103,1000.0,2024-01-09 09:17:03
1561,183.8542,183.855,183.85,183.855,183.85,1704813424000,64,1000.0,2024-01-09 09:17:04
775,183.8468,183.845,183.845,183.85,183.845,1704813425000,71,1000.0,2024-01-09 09:17:05
458,183.8478,183.8474,183.85,183.85,183.845,1704813426000,50,1000.0,2024-01-09 09:17:06
918,183.8573,183.85,183.8623,183.87,183.85,1704813427000,79,1000.0,2024-01-09 09:17:07
350,183.8655,183.87,183.86,183.87,183.86,1704813428000,61,1000.0,2024-01-09 09:17:08
2102,183.8692,183.865,183.8701,183.8784,183.8601,1704813429000,83,1000.0,2024-01-09 09:17:09
761,183.8767,183.875,183.88,183.88,183.8708,1704813430000,66,1000.0,2024-01-09 09:17:10
17929,183.8707,183.879,183.87,183.9,183.85,1704813431000,253,1000.0,2024-01-09 09:17:11
7903,183.8489,183.8701,183.85,183.875,183.845,1704813432000,72,1000.0,2024-01-09 09:17:12
2829,183.8723,183.845,183.88,183.88,183.845,1704813433000,82,1000.0,2024-01-09 09:17:13
594,183.8906,183.885,183.89,183.89,183.885,1704813434000,69,1000.0,2024-01-09 09:17:14
5889,183.8825,183.89,183.8801,183.89,183.88,1704813435000,87,1000.0,2024-01-09 09:17:15
849,183.8842,183.8826,183.885,183.885,183.8826,1704813436000,64,1000.0,2024-01-09 09:17:16
1335,183.8913,183.89,183.8919,183.895,183.89,1704813437000,68,1000.0,2024-01-09 09:17:17
1027,183.9041,183.9,183.91,183.91,183.9,1704813438000,85,1000.0,2024-01-09 09:17:18
1693,183.9143,183.91,183.915,183.92,183.91,1704813439000,82,1000.0,2024-01-09 09:17:19
2144,183.9138,183.92,183.905,183.925,183.9,1704813440000,92,1000.0,2024-01-09 09:17:20
894,183.9061,183.905,183.905,183.905,183.905,1704813441000,75,1000.0,2024-01-09 09:17:21
282,183.9107,183.91,183.91,183.91,183.91,1704813442000,58,1000.0,2024-01-09 09:17:22
1631,183.9237,183.91,183.922,183.93,183.91,1704813443000,77,1000.0,2024-01-09 09:17:23
2309,183.9175,183.92,183.9,183.925,183.9,1704813444000,78,1000.0,2024-01-09 09:17:24
154,183.9034,183.9,183.9,183.9,183.9,1704813445000,55,1000.0,2024-01-09 09:17:25
1201,183.9211,183.92,183.92,183.93,183.92,1704813446000,75,1000.0,2024-01-09 09:17:26
215,183.9272,183.925,183.925,183.925,183.925,1704813447000,55,1000.0,2024-01-09 09:17:27
497,183.9227,183.925,183.915,183.925,183.915,1704813448000,61,1000.0,2024-01-09 09:17:28
1492,183.9162,183.9159,183.9199,183.9199,183.9118,1704813449000,61,1000.0,2024-01-09 09:17:29
1621,183.9205,183.91,183.93,183.93,183.91,1704813450000,83,1000.0,2024-01-09 09:17:30
821,183.9295,183.93,183.93,183.93,183.9299,1704813451000,76,1000.0,2024-01-09 09:17:31
337,183.9365,183.94,183.935,183.94,183.935,1704813452000,63,1000.0,2024-01-09 09:17:32
2359,183.9217,183.925,183.92,183.93,183.92,1704813453000,71,1000.0,2024-01-09 09:17:33
2987,183.9025,183.91,183.9,183.91,183.89,1704813454000,104,1000.0,2024-01-09 09:17:34
901,183.9053,183.9,183.9037,183.91,183.9,1704813455000,70,1000.0,2024-01-09 09:17:35
588,183.9051,183.9003,183.91,183.91,183.9003,1704813456000,62,1000.0,2024-01-09 09:17:36
2434,183.907,183.91,183.905,183.91,183.9,1704813457000,80,1000.0,2024-01-09 09:17:37
608,183.9181,183.91,183.92,183.92,183.91,1704813458000,66,1000.0,2024-01-09 09:17:38
790,183.9219,183.92,183.92,183.92,183.92,1704813459000,69,1000.0,2024-01-09 09:17:39
12259,183.8931,183.92,183.8734,183.92,183.87,1704813460000,196,1000.0,2024-01-09 09:17:40
7114,183.8749,183.87,183.885,183.89,183.87,1704813461000,88,1000.0,2024-01-09 09:17:41
1269,183.8836,183.88,183.87,183.886,183.87,1704813462000,68,1000.0,2024-01-09 09:17:42
2525,183.8882,183.88,183.89,183.89,183.88,1704813463000,79,1000.0,2024-01-09 09:17:43
3424,183.9,183.9,183.9,183.9,183.9,1704813464000,91,1000.0,2024-01-09 09:17:44
2189,183.896,183.9,183.9,183.905,183.89,1704813465000,77,1000.0,2024-01-09 09:17:45
509,183.8923,183.895,183.89,183.895,183.89,1704813466000,61,1000.0,2024-01-09 09:17:46
351,183.8855,183.885,183.885,183.885,183.885,1704813467000,47,1000.0,2024-01-09 09:17:47
186,183.8845,183.8813,183.8813,183.8813,183.8813,1704813468000,60,1000.0,2024-01-09 09:17:48
863,183.8791,183.8752,183.8832,183.8832,183.8752,1704813469000,70,1000.0,2024-01-09 09:17:49
527,183.8823,183.89,183.875,183.89,183.87,1704813470000,63,1000.0,2024-01-09 09:17:50
2501,183.875,183.875,183.87,183.88,183.87,1704813471000,77,1000.0,2024-01-09 09:17:51
1093,183.8729,183.87,183.875,183.875,183.87,1704813472000,77,1000.0,2024-01-09 09:17:52
1119,183.8793,183.87,183.885,183.885,183.87,1704813473000,81,1000.0,2024-01-09 09:17:53
1208,183.8899,183.885,183.8909,183.8909,183.885,1704813474000,77,1000.0,2024-01-09 09:17:54
357,183.8964,183.895,183.895,183.895,183.895,1704813475000,74,1000.0,2024-01-09 09:17:55
426,183.8938,183.89,183.8974,183.8974,183.89,1704813476000,71,1000.0,2024-01-09 09:17:56
2500,183.8846,183.8901,183.875,183.9,183.875,1704813477000,66,1000.0,2024-01-09 09:17:57
522,183.8664,183.87,183.855,183.87,183.855,1704813478000,70,1000.0,2024-01-09 09:17:58
834,183.8526,183.86,183.8501,183.86,183.8501,1704813479000,67,1000.0,2024-01-09 09:17:59
907,183.8619,183.86,183.87,183.87,183.86,1704813480000,69,1000.0,2024-01-09 09:18:00
1546,183.8775,183.875,183.88,183.885,183.8701,1704813481000,74,1000.0,2024-01-09 09:18:01
1320,183.8729,183.86,183.88,183.88,183.86,1704813482000,81,1000.0,2024-01-09 09:18:02
297,183.87,183.87,183.87,183.87,183.87,1704813483000,66,1000.0,2024-01-09 09:18:03
1234,183.8816,183.8802,183.882,183.882,183.8802,1704813484000,62,1000.0,2024-01-09 09:18:04
1308,183.8771,183.885,183.86,183.89,183.86,1704813485000,87,1000.0,2024-01-09 09:18:05
5712,183.8645,183.8696,183.845,183.8696,183.84,1704813486000,90,1000.0,2024-01-09 09:18:06
827,183.8555,183.85,183.865,183.87,183.85,1704813487000,77,1000.0,2024-01-09 09:18:07
616,183.8655,183.8683,183.865,183.8683,183.865,1704813488000,56,1000.0,2024-01-09 09:18:08
1907,183.8656,183.8661,183.87,183.87,183.8611,1704813489000,70,1000.0,2024-01-09 09:18:09
305,183.8716,183.875,183.875,183.875,183.875,1704813490000,55,1000.0,2024-01-09 09:18:10
453,183.8689,183.87,183.8697,183.87,183.8697,1704813491000,70,1000.0,2024-01-09 09:18:11
572,183.864,183.87,183.865,183.87,183.861,1704813492000,57,1000.0,2024-01-09 09:18:12
2634,183.8714,183.87,183.88,183.88,183.8691,1704813493000,104,1000.0,2024-01-09 09:18:13
508,183.8811,183.88,183.8828,183.8828,183.88,1704813494000,76,1000.0,2024-01-09 09:18:14
611,183.8855,183.89,183.885,183.89,183.8802,1704813495000,60,1000.0,2024-01-09 09:18:15
448,183.8903,183.89,183.89,183.89,183.89,1704813496000,66,1000.0,2024-01-09 09:18:16
4002,183.8995,183.89,183.9039,183.9039,183.89,1704813497000,93,1000.0,2024-01-09 09:18:17
722,183.9044,183.9,183.9024,183.91,183.9,1704813498000,63,1000.0,2024-01-09 09:18:18
3939,183.9078,183.905,183.91,183.91,183.9,1704813499000,89,1000.0,2024-01-09 09:18:19
294,183.9042,183.9,183.9,183.9,183.9,1704813500000,63,1000.0,2024-01-09 09:18:20
16602,183.889,183.9,183.88,183.9,183.87,1704813501000,106,1000.0,2024-01-09 09:18:21
859,183.8727,183.87,183.8777,183.88,183.87,1704813502000,67,1000.0,2024-01-09 09:18:22
1126,183.8691,183.875,183.8503,183.88,183.8503,1704813503000,74,1000.0,2024-01-09 09:18:23
1561,183.8499,183.8499,183.85,183.85,183.845,1704813504000,76,1000.0,2024-01-09 09:18:24
2508,183.8347,183.84,183.83,183.84,183.83,1704813505000,101,1000.0,2024-01-09 09:18:25
3148,183.8155,183.82,183.81,183.82,183.8,1704813506000,92,1000.0,2024-01-09 09:18:26
2226,183.8001,183.8,183.7929,183.8,183.7929,1704813507000,99,1000.0,2024-01-09 09:18:27
3050,183.8108,183.7995,183.815,183.815,183.7995,1704813508000,90,1000.0,2024-01-09 09:18:28
1549,183.825,183.8301,183.825,183.8301,183.82,1704813510000,69,2000.0,2024-01-09 09:18:30
1149,183.8023,183.82,183.79,183.82,183.79,1704813511000,72,1000.0,2024-01-09 09:18:31
9028,183.7702,183.795,183.75,183.795,183.745,1704813512000,217,1000.0,2024-01-09 09:18:32
2674,183.7397,183.747,183.735,183.747,183.735,1704813513000,122,1000.0,2024-01-09 09:18:33
2014,183.735,183.7301,183.73,183.74,183.73,1704813514000,76,1000.0,2024-01-09 09:18:34
3348,183.72,183.731,183.7115,183.7367,183.71,1704813515000,114,1000.0,2024-01-09 09:18:35
2426,183.7211,183.715,183.7217,183.73,183.715,1704813516000,98,1000.0,2024-01-09 09:18:36
2075,183.7227,183.7201,183.7199,183.7299,183.71,1704813517000,63,1000.0,2024-01-09 09:18:37
5340,183.6914,183.71,183.68,183.71,183.68,1704813518000,160,1000.0,2024-01-09 09:18:38
3819,183.6703,183.675,183.68,183.68,183.6601,1704813519000,119,1000.0,2024-01-09 09:18:39
4196,183.6735,183.6801,183.6617,183.688,183.6617,1704813520000,106,1000.0,2024-01-09 09:18:40
1741,183.6685,183.665,183.67,183.67,183.665,1704813521000,65,1000.0,2024-01-09 09:18:41
904,183.676,183.675,183.6799,183.6799,183.6701,1704813522000,74,1000.0,2024-01-09 09:18:42
2404,183.6863,183.675,183.6912,183.695,183.675,1704813523000,86,1000.0,2024-01-09 09:18:43
430,183.6945,183.695,183.6914,183.695,183.6914,1704813524000,55,1000.0,2024-01-09 09:18:44
2038,183.6899,183.695,183.69,183.695,183.685,1704813525000,79,1000.0,2024-01-09 09:18:45
1189,183.68,183.68,183.68,183.68,183.68,1704813526000,66,1000.0,2024-01-09 09:18:46
329,183.6883,183.685,183.69,183.69,183.685,1704813527000,67,1000.0,2024-01-09 09:18:47
5858,183.6946,183.69,183.702,183.702,183.69,1704813528000,112,1000.0,2024-01-09 09:18:48
2614,183.7024,183.7,183.7099,183.7099,183.694,1704813529000,84,1000.0,2024-01-09 09:18:49
312,183.6977,183.7,183.7,183.7,183.7,1704813530000,65,1000.0,2024-01-09 09:18:50
2309,183.6913,183.6912,183.69,183.695,183.685,1704813531000,82,1000.0,2024-01-09 09:18:51
8029,183.71,183.695,183.715,183.72,183.695,1704813532000,97,1000.0,2024-01-09 09:18:52
7357,183.7185,183.715,183.715,183.73,183.705,1704813533000,150,1000.0,2024-01-09 09:18:53
352,183.7255,183.7275,183.7275,183.7275,183.7275,1704813534000,68,1000.0,2024-01-09 09:18:54
1239,183.7477,183.745,183.74,183.76,183.74,1704813535000,74,1000.0,2024-01-09 09:18:55
766,183.7261,183.7299,183.7289,183.73,183.72,1704813536000,77,1000.0,2024-01-09 09:18:56
448,183.7297,183.7293,183.73,183.73,183.7293,1704813537000,72,1000.0,2024-01-09 09:18:57
564,183.751,183.72,183.73,183.73,183.72,1704813538000,67,1000.0,2024-01-09 09:18:58
158,183.73,183.73,183.73,183.73,183.73,1704813539000,59,1000.0,2024-01-09 09:18:59
673,183.7257,183.73,183.7226,183.73,183.72,1704813540000,63,1000.0,2024-01-09 09:19:00
709,183.7281,183.7291,183.725,183.73,183.725,1704813541000,62,1000.0,2024-01-09 09:19:01
386,183.7299,183.73,183.73,183.73,183.73,1704813542000,77,1000.0,2024-01-09 09:19:02
841,183.7338,183.7371,183.73,183.7371,183.73,1704813543000,70,1000.0,2024-01-09 09:19:03
937,183.7154,183.715,183.72,183.72,183.715,1704813544000,91,1000.0,2024-01-09 09:19:04
828,183.7174,183.72,183.72,183.72,183.71,1704813545000,69,1000.0,2024-01-09 09:19:05
1796,183.7318,183.72,183.745,183.745,183.72,1704813546000,75,1000.0,2024-01-09 09:19:06
1257,183.7423,183.74,183.7414,183.7414,183.74,1704813547000,56,1000.0,2024-01-09 09:19:07
472,183.7426,183.74,183.74,183.75,183.74,1704813548000,63,1000.0,2024-01-09 09:19:08
2027,183.7335,183.74,183.7399,183.74,183.721,1704813549000,71,1000.0,2024-01-09 09:19:09
1195,183.7376,183.74,183.74,183.74,183.733,1704813550000,65,1000.0,2024-01-09 09:19:10
1939,183.7446,183.75,183.74,183.75,183.74,1704813551000,65,1000.0,2024-01-09 09:19:11
623,183.7502,183.75,183.75,183.75,183.75,1704813552000,62,1000.0,2024-01-09 09:19:12
620,183.7495,183.76,183.7401,183.76,183.7401,1704813553000,74,1000.0,2024-01-09 09:19:13
3556,183.7706,183.75,183.8,183.8,183.75,1704813554000,93,1000.0,2024-01-09 09:19:14
1211,183.7893,183.79,183.7999,183.7999,183.79,1704813555000,73,1000.0,2024-01-09 09:19:15
3099,183.7958,183.7936,183.795,183.8,183.79,1704813556000,81,1000.0,2024-01-09 09:19:16
3097,183.7982,183.7914,183.8082,183.8082,183.7914,1704813557000,89,1000.0,2024-01-09 09:19:17
2678,183.8077,183.805,183.8128,183.8128,183.805,1704813558000,85,1000.0,2024-01-09 09:19:18
5515,183.8248,183.8101,183.82,183.8276,183.8101,1704813559000,70,1000.0,2024-01-09 09:19:19
657,183.8216,183.83,183.815,183.83,183.815,1704813560000,61,1000.0,2024-01-09 09:19:20
1320,183.8179,183.8192,183.815,183.82,183.811,1704813561000,80,1000.0,2024-01-09 09:19:21
277,183.8203,183.815,183.815,183.815,183.815,1704813562000,61,1000.0,2024-01-09 09:19:22
479,183.8296,183.8295,183.83,183.83,183.8295,1704813563000,66,1000.0,2024-01-09 09:19:23
1300,183.8328,183.8265,183.8499,183.8499,183.8265,1704813564000,75,1000.0,2024-01-09 09:19:24
264,183.85,183.85,183.85,183.85,183.85,1704813565000,66,1000.0,2024-01-09 09:19:25
957,183.842,183.84,183.8397,183.8455,183.8397,1704813566000,63,1000.0,2024-01-09 09:19:26
392,183.8399,183.84,183.84,183.84,183.84,1704813567000,72,1000.0,2024-01-09 09:19:27
261,183.8395,183.84,183.84,183.84,183.84,1704813568000,47,1000.0,2024-01-09 09:19:28
2026,183.8579,183.85,183.87,183.87,183.85,1704813569000,91,1000.0,2024-01-09 09:19:29
713,183.8643,183.87,183.855,183.87,183.855,1704813570000,59,1000.0,2024-01-09 09:19:30
837,183.8595,183.86,183.86,183.86,183.855,1704813571000,85,1000.0,2024-01-09 09:19:31
1642,183.8697,183.87,183.87,183.87,183.865,1704813572000,82,1000.0,2024-01-09 09:19:32
540,183.876,183.8776,183.8701,183.8776,183.8701,1704813573000,51,1000.0,2024-01-09 09:19:33
1572,183.8766,183.8767,183.8713,183.88,183.8713,1704813574000,65,1000.0,2024-01-09 09:19:34
1944,183.8872,183.88,183.89,183.89,183.88,1704813575000,80,1000.0,2024-01-09 09:19:35
1220,183.8833,183.88,183.88,183.89,183.88,1704813576000,65,1000.0,2024-01-09 09:19:36
193,183.8792,183.88,183.88,183.88,183.88,1704813577000,50,1000.0,2024-01-09 09:19:37
1844,183.8661,183.8709,183.85,183.88,183.84,1704813578000,92,1000.0,2024-01-09 09:19:38
781,183.8492,183.8592,183.85,183.8592,183.845,1704813579000,55,1000.0,2024-01-09 09:19:39
571,183.8598,183.86,183.86,183.86,183.8589,1704813580000,62,1000.0,2024-01-09 09:19:40
532,183.8518,183.85,183.85,183.85,183.85,1704813581000,55,1000.0,2024-01-09 09:19:41
966,183.8443,183.85,183.83,183.85,183.83,1704813582000,61,1000.0,2024-01-09 09:19:42
1465,183.8126,183.82,183.81,183.82,183.81,1704813583000,65,1000.0,2024-01-09 09:19:43
762,183.8319,183.82,183.831,183.831,183.82,1704813584000,66,1000.0,2024-01-09 09:19:44
713,183.8402,183.84,183.84,183.84,183.8385,1704813585000,65,1000.0,2024-01-09 09:19:45
1807,183.8267,183.84,183.8088,183.84,183.8088,1704813586000,84,1000.0,2024-01-09 09:19:46
2032,183.7962,183.7993,183.7915,183.7993,183.79,1704813587000,72,1000.0,2024-01-09 09:19:47
5699,183.827,183.8,183.81,183.83,183.8,1704813588000,62,1000.0,2024-01-09 09:19:48
358,183.8154,183.81,183.805,183.81,183.805,1704813589000,62,1000.0,2024-01-09 09:19:49
831,183.8211,183.82,183.83,183.83,183.81,1704813590000,79,1000.0,2024-01-09 09:19:50
615,183.8496,183.8414,183.85,183.85,183.8414,1704813591000,50,1000.0,2024-01-09 09:19:51
1061,183.8636,183.87,183.85,183.87,183.85,1704813592000,68,1000.0,2024-01-09 09:19:52
1142,183.8503,183.85,183.85,183.85,183.85,1704813593000,68,1000.0,2024-01-09 09:19:53
218,183.8485,183.85,183.85,183.85,183.85,1704813594000,62,1000.0,2024-01-09 09:19:54
408,183.8478,183.85,183.85,183.85,183.8413,1704813595000,63,1000.0,2024-01-09 09:19:55
1348,183.8454,183.85,183.84,183.85,183.835,1704813596000,66,1000.0,2024-01-09 09:19:56
1162,183.852,183.835,183.86,183.86,183.835,1704813597000,58,1000.0,2024-01-09 09:19:57
689,183.882,183.88,183.88,183.88,183.88,1704813598000,74,1000.0,2024-01-09 09:19:58
1352,183.8623,183.88,183.8424,183.88,183.84,1704813599000,66,1000.0,2024-01-09 09:19:59
3358,183.8535,183.84,183.88,183.88,183.84,1704813600000,95,1000.0,2024-01-09 09:20:00
272,183.8798,183.88,183.88,183.88,183.88,1704813601000,64,1000.0,2024-01-09 09:20:01
1399,183.8701,183.87,183.87,183.8711,183.87,1704813602000,58,1000.0,2024-01-09 09:20:02
1334,183.8721,183.87,183.88,183.88,183.87,1704813603000,70,1000.0,2024-01-09 09:20:03
1363,183.8794,183.875,183.885,183.885,183.875,1704813604000,79,1000.0,2024-01-09 09:20:04
2196,183.8944,183.88,183.9,183.9,183.88,1704813605000,79,1000.0,2024-01-09 09:20:05
2317,183.8974,183.9,183.9,183.9,183.895,1704813606000,73,1000.0,2024-01-09 09:20:06
1316,183.89,183.895,183.8849,183.895,183.8832,1704813607000,78,1000.0,2024-01-09 09:20:07
1348,183.8971,183.89,183.9,183.905,183.89,1704813608000,70,1000.0,2024-01-09 09:20:08
855,183.8933,183.8984,183.88,183.9,183.88,1704813609000,74,1000.0,2024-01-09 09:20:09
374,183.8904,183.89,183.89,183.89,183.89,1704813610000,63,1000.0,2024-01-09 09:20:10
637,183.8887,183.89,183.88,183.895,183.88,1704813611000,68,1000.0,2024-01-09 09:20:11
1420,183.891,183.89,183.89,183.895,183.89,1704813612000,72,1000.0,2024-01-09 09:20:12
1786,183.8953,183.9,183.8834,183.9,183.8834,1704813613000,81,1000.0,2024-01-09 09:20:13
1492,183.8851,183.9,183.88,183.9,183.88,1704813614000,96,1000.0,2024-01-09 09:20:14
516,183.8718,183.87,183.87,183.87,183.87,1704813615000,74,1000.0,2024-01-09 09:20:15
1803,183.8994,183.89,183.9,183.91,183.89,1704813616000,77,1000.0,2024-01-09 09:20:16
655,183.8988,183.89,183.9,183.9,183.89,1704813617000,61,1000.0,2024-01-09 09:20:17
1218,183.903,183.9063,183.9,183.9063,183.9,1704813618000,63,1000.0,2024-01-09 09:20:18
804,183.8857,183.895,183.87,183.895,183.87,1704813619000,73,1000.0,2024-01-09 09:20:19
1040,183.8617,183.86,183.87,183.87,183.86,1704813620000,82,1000.0,2024-01-09 09:20:20
1996,183.8801,183.88,183.88,183.88,183.87,1704813621000,93,1000.0,2024-01-09 09:20:21
326,183.8799,183.88,183.88,183.88,183.88,1704813622000,61,1000.0,2024-01-09 09:20:22
1995,183.8667,183.87,183.87,183.87,183.8632,1704813623000,62,1000.0,2024-01-09 09:20:23
974,183.877,183.875,183.875,183.88,183.875,1704813624000,56,1000.0,2024-01-09 09:20:24
168,183.88,183.88,183.88,183.88,183.88,1704813625000,61,1000.0,2024-01-09 09:20:25
1107,183.8803,183.88,183.88,183.88,183.879,1704813626000,78,1000.0,2024-01-09 09:20:26
1147,183.8877,183.89,183.885,183.89,183.88,1704813627000,85,1000.0,2024-01-09 09:20:27
1636,183.8819,183.8862,183.88,183.8862,183.88,1704813628000,72,1000.0,2024-01-09 09:20:28
998,183.8765,183.88,183.88,183.88,183.8719,1704813629000,61,1000.0,2024-01-09 09:20:29
1912,183.8809,183.88,183.88,183.88,183.88,1704813630000,88,1000.0,2024-01-09 09:20:30
1268,183.8902,183.8918,183.8909,183.8918,183.8909,1704813631000,71,1000.0,2024-01-09 09:20:31
1237,183.8803,183.89,183.87,183.89,183.87,1704813632000,87,1000.0,2024-01-09 09:20:32
498,183.8703,183.87,183.87,183.87,183.87,1704813633000,61,1000.0,2024-01-09 09:20:33
262,183.8662,183.865,183.865,183.865,183.865,1704813634000,65,1000.0,2024-01-09 09:20:34
5647,183.8626,183.87,183.87,183.87,183.861,1704813635000,61,1000.0,2024-01-09 09:20:35
1374,183.8793,183.88,183.87,183.88,183.87,1704813636000,69,1000.0,2024-01-09 09:20:36
193,183.8708,183.87,183.87,183.87,183.87,1704813637000,57,1000.0,2024-01-09 09:20:37
442,183.8727,183.875,183.87,183.875,183.87,1704813639000,70,2000.0,2024-01-09 09:20:39
1613,183.858,183.86,183.875,183.875,183.855,1704813640000,77,1000.0,2024-01-09 09:20:40
1726,183.8569,183.875,183.845,183.875,183.84,1704813641000,87,1000.0,2024-01-09 09:20:41
1210,183.8354,183.84,183.835,183.84,183.8302,1704813642000,69,1000.0,2024-01-09 09:20:42
1110,183.8361,183.835,183.84,183.84,183.8315,1704813643000,71,1000.0,2024-01-09 09:20:43
1278,183.8311,183.8333,183.83,183.8333,183.83,1704813644000,72,1000.0,2024-01-09 09:20:44
503,183.8359,183.835,183.835,183.84,183.835,1704813645000,66,1000.0,2024-01-09 09:20:45
800,183.8321,183.84,183.83,183.84,183.83,1704813646000,79,1000.0,2024-01-09 09:20:46
13793,183.8582,183.835,183.86,183.86,183.835,1704813647000,133,1000.0,2024-01-09 09:20:47
842,183.8604,183.86,183.86,183.86,183.86,1704813648000,68,1000.0,2024-01-09 09:20:48
4345,183.8729,183.87,183.88,183.88,183.87,1704813650000,68,2000.0,2024-01-09 09:20:50
452,183.8834,183.885,183.89,183.89,183.885,1704813651000,63,1000.0,2024-01-09 09:20:51
950,183.8846,183.885,183.885,183.8899,183.8813,1704813652000,71,1000.0,2024-01-09 09:20:52
1739,183.8846,183.885,183.88,183.89,183.88,1704813653000,67,1000.0,2024-01-09 09:20:53
328,183.8776,183.875,183.875,183.875,183.875,1704813654000,63,1000.0,2024-01-09 09:20:54
1441,183.8678,183.875,183.87,183.875,183.86,1704813655000,84,1000.0,2024-01-09 09:20:55
2723,183.8694,183.87,183.855,183.8701,183.855,1704813656000,70,1000.0,2024-01-09 09:20:56
1326,183.8495,183.8586,183.83,183.86,183.83,1704813657000,91,1000.0,2024-01-09 09:20:57
1211,183.8292,183.83,183.83,183.83,183.825,1704813658000,65,1000.0,2024-01-09 09:20:58
2123,183.839,183.8314,183.8482,183.8482,183.8314,1704813660000,65,2000.0,2024-01-09 09:21:00
1531,183.8559,183.84,183.86,183.86,183.84,1704813661000,72,1000.0,2024-01-09 09:21:01
672,183.8404,183.84,183.84,183.84,183.84,1704813662000,61,1000.0,2024-01-09 09:21:02
1075,183.8302,183.83,183.825,183.83,183.825,1704813663000,71,1000.0,2024-01-09 09:21:03
1139,183.8188,183.82,183.815,183.82,183.815,1704813664000,81,1000.0,2024-01-09 09:21:04
4064,183.8448,183.83,183.84,183.855,183.83,1704813665000,106,1000.0,2024-01-09 09:21:05
4294,183.8507,183.85,183.8501,183.855,183.85,1704813666000,72,1000.0,2024-01-09 09:21:06
727,183.8569,183.855,183.86,183.86,183.855,1704813667000,70,1000.0,2024-01-09 09:21:07
720,183.8548,183.855,183.855,183.855,183.855,1704813668000,62,1000.0,2024-01-09 09:21:08
332,183.8572,183.86,183.855,183.86,183.855,1704813669000,52,1000.0,2024-01-09 09:21:09
1514,183.8607,183.86,183.86,183.86,183.86,1704813670000,80,1000.0,2024-01-09 09:21:10
533,183.8598,183.86,183.86,183.86,183.86,1704813671000,67,1000.0,2024-01-09 09:21:11
434,183.867,183.865,183.87,183.87,183.865,1704813672000,55,1000.0,2024-01-09 09:21:12
591,183.8717,183.88,183.865,183.88,183.865,1704813674000,66,2000.0,2024-01-09 09:21:14
1259,183.8685,183.865,183.875,183.875,183.8639,1704813675000,59,1000.0,2024-01-09 09:21:15
580,183.8808,183.88,183.88,183.88,183.88,1704813676000,69,1000.0,2024-01-09 09:21:16
243,183.889,183.89,183.89,183.89,183.89,1704813677000,67,1000.0,2024-01-09 09:21:17
1092,183.8839,183.885,183.885,183.89,183.88,1704813678000,66,1000.0,2024-01-09 09:21:18
319,183.8711,183.87,183.875,183.875,183.87,1704813679000,76,1000.0,2024-01-09 09:21:19
2623,183.8566,183.865,183.85,183.865,183.85,1704813680000,84,1000.0,2024-01-09 09:21:20
