Date,Negative_Count,Neutral_Count,Positive_Count,Total_Count
2024-05-17,-2,5,5,3
2024-05-18,0,0,2,2
2024-05-19,-1,2,0,-1
2024-05-20,-2,8,8,6
2024-05-21,-1,13,3,2
2024-05-22,-3,9,1,-2
2024-05-23,-1,3,8,7
2024-05-24,0,4,2,2
