Date,Close,Volume
2021-06-30,200.02499389648438,32656800
2021-07-01,202.1199951171875,48013600
2021-07-02,204.8699951171875,34276400
2021-07-06,206.98500061035156,44670800
2021-07-07,203.71749877929688,41842800
2021-07-08,199.02749633789062,50330000
2021-07-09,200.50250244140625,29662400
2021-07-12,205.125,32198400
2021-07-13,202.5,29070800
2021-07-14,198.4149932861328,38010000
2021-07-15,189.66250610351562,55056400
2021-07-16,181.61000061035156,68822400
2021-07-19,187.79750061035156,74906000
2021-07-20,186.1199951171875,43468700
2021-07-21,194.10000610351562,37101700
2021-07-22,195.94000244140625,32382600
2021-07-23,195.5800018310547,19567200
2021-07-26,192.94000244140625,20394300
2021-07-27,192.0800018310547,24886300
2021-07-28,195.02999877929688,20219100
2021-07-29,196.6199951171875,19078100
2021-07-30,194.99000549316406,18349700
2021-08-02,197.5,21744400
2021-08-03,198.14999389648438,30181100
2021-08-04,202.74000549316406,23130900
2021-08-05,206.3699951171875,21143500
2021-08-06,203.66000366210938,17849700
2021-08-09,202.9499969482422,14644300
2021-08-10,199.36000061035156,17923800
2021-08-11,196.99000549316406,18592500
2021-08-12,199.0500030517578,15165200
2021-08-13,201.8800048828125,18306300
2021-08-16,199.5,21087600
2021-08-17,194.5800018310547,20458500
2021-08-18,190.39999389648438,28591300
2021-08-19,197.97999572753906,76655500
2021-08-20,208.16000366210938,67574100
2021-08-23,219.5800018310547,57580700
2021-08-24,217.92999267578125,29729900
2021-08-25,222.1300048828125,34770100
2021-08-26,220.67999267578125,23794000
2021-08-27,226.36000061035156,30472200
2021-08-30,226.8800048828125,26258000
2021-08-31,223.85000610351562,25985000
2021-09-01,224.41000366210938,20176700
2021-09-02,223.9600067138672,18783400
2021-09-03,228.42999267578125,28053200
2021-09-07,226.6199951171875,19810700
2021-09-08,223.38999938964844,25443400
2021-09-09,221.77000427246094,19685600
2021-09-10,224.77999877929688,24837600
2021-09-13,221.52000427246094,29750000
2021-09-14,222.4199981689453,19975500
2021-09-15,223.41000366210938,16653800
2021-09-16,222.4199981689453,15603300
2021-09-17,219,29450300
2021-09-20,211.1300048828125,34944000
2021-09-21,212.4600067138672,20468800
2021-09-22,219.41000366210938,26872600
2021-09-23,224.82000732421875,24855500
2021-09-24,220.80999755859375,21765500
2021-09-27,216.60000610351562,24521500
2021-09-28,206.99000549316406,34306900
2021-09-29,205.1699981689453,21839400
2021-09-30,207.16000366210938,22100900
2021-10-01,207.4199981689453,24097800
2021-10-04,197.32000732421875,34563500
2021-10-05,204.50999450683594,27928200
2021-10-06,207,29720200
2021-10-07,210.75,25691900
2021-10-08,208.30999755859375,15125800
2021-10-11,206.9499969482422,16338800
2021-10-12,206.7100067138672,16213400
2021-10-13,209.38999938964844,18065200
2021-10-14,217.4600067138672,24358900
2021-10-15,218.6199951171875,22699400
2021-10-18,222.22000122070312,18949400
2021-10-19,222.89999389648438,16147300
2021-10-20,221.02999877929688,14627600
2021-10-21,226.9199981689453,18759000
2021-10-22,227.25999450683594,24938400
2021-10-25,231.66000366210938,23023500
2021-10-26,247.1699981689453,48589800
2021-10-27,244.50999450683594,24599000
2021-10-28,249.41000366210938,23420400
2021-10-29,255.6699981689453,29250300
2021-11-01,258.2699890136719,26574000
