volume,vw,open,close,high,low,t,num_trades,simpletime,date,vwap
110,193.3173,193.31,193.31,193.31,193.31,1706259661000,2,1,2024-01-26 03:01:01,193.3173
128,193.33,193.33,193.33,193.33,193.33,1706259678000,1,2,2024-01-26 03:01:18,193.32413025210082
105,193.3514,193.35,193.35,193.35,193.35,1706259681000,2,3,2024-01-26 03:01:21,193.33247813411077
100,193.3,193.3,193.3,193.3,193.3,1706259683000,1,4,2024-01-26 03:01:23,193.3251467268623
149,193.35,193.35,193.35,193.35,193.35,1706259724000,3,5,2024-01-26 03:02:04,193.331402027027
179,193.27,193.27,193.27,193.27,193.27,1706259880000,3,6,2024-01-26 03:04:40,193.3171465629053
110,193.2502,193.25,193.25,193.25,193.25,1706259899000,2,7,2024-01-26 03:04:59,193.30878774120316
208,193.2045,193.2,193.2,193.2,193.2,1706259911000,8,8,2024-01-26 03:05:11,193.28886868686868
429,193.1342,193.15,193.15,193.15,193.15,1706259917000,14,9,2024-01-26 03:05:17,193.24515797101446
579,193.1029,193.11,193.11,193.12,193.11,1706259991000,14,10,2024-01-26 03:06:31,193.2058793037673
171,193.07,193.07,193.07,193.07,193.07,1706259997000,2,11,2024-01-26 03:06:37,193.1956344356261
206,193.1181,193.12,193.12,193.12,193.12,1706260027000,4,12,2024-01-26 03:07:07,193.18917845594177
128,193.2586,193.26,193.26,193.26,193.26,1706260254000,2,13,2024-01-26 03:10:54,193.19259350499615
150,193.26,193.26,193.26,193.26,193.26,1706260255000,2,14,2024-01-26 03:10:55,193.19626755087208
484,193.27,193.27,193.27,193.27,193.27,1706260291000,4,15,2024-01-26 03:11:31,193.20729551915946
367,193.25,193.25,193.25,193.25,193.25,1706260351000,7,16,2024-01-26 03:12:31,193.21164537885096
1098,193.2946,193.3,193.3,193.3,193.3,1706260661000,37,17,2024-01-26 03:17:41,193.23102086790047
1012,193.396,193.4,193.41,193.41,193.38,1706260757000,18,18,2024-01-26 03:19:17,193.26024524768073
107,193.44,193.44,193.44,193.44,193.44,1706260917000,2,19,2024-01-26 03:21:57,193.26355001718215
310,193.45,193.45,193.45,193.45,193.45,1706260925000,7,20,2024-01-26 03:22:05,193.27297897226757
199,193.45,193.45,193.45,193.45,193.45,1706260954000,3,21,2024-01-26 03:22:34,193.27854496760943
299,193.44,193.44,193.44,193.44,193.44,1706260958000,4,22,2024-01-26 03:22:38,193.28582847012677
261,193.45,193.45,193.45,193.45,193.45,1706261017000,1,23,2024-01-26 03:23:37,193.29204835244596
150,193.45,193.45,193.45,193.45,193.45,1706261039000,2,24,2024-01-26 03:23:59,193.29541427759628
2000,193.4413,193.45,193.44,193.45,193.44,1706261047000,4,25,2024-01-26 03:24:07,193.32769345060296
2866,193.4907,193.46,193.5,193.5,193.46,1706261077000,51,26,2024-01-26 03:24:37,193.3669355144897
1141,193.67,193.67,193.67,193.67,193.67,1706261141000,8,27,2024-01-26 03:25:41,193.3934414609842
164,193.67,193.67,193.67,193.67,193.67,1706261144000,3,28,2024-01-26 03:25:44,193.39687489023464
207,193.69,193.69,193.69,193.69,193.69,1706261151000,5,29,2024-01-26 03:25:51,193.4013972795707
200,193.69,193.69,193.69,193.69,193.69,1706261155000,2,30,2024-01-26 03:25:55,193.4056361386502
200,193.68,193.68,193.68,193.68,193.68,1706261196000,1,31,2024-01-26 03:26:36,193.409607534197
326,193.6788,193.68,193.68,193.68,193.68,1706261231000,3,32,2024-01-26 03:27:11,193.41581249381318
326,193.6682,193.67,193.67,193.67,193.67,1706261233000,3,33,2024-01-26 03:27:13,193.42149901859148
770,193.67,193.67,193.67,193.67,193.67,1706261266000,19,34,2024-01-26 03:27:46,193.4340553382768
326,193.5408,193.54,193.54,193.54,193.54,1706261592000,3,35,2024-01-26 03:33:12,193.43629104400898
326,193.51,193.51,193.51,193.51,193.51,1706261632000,2,36,2024-01-26 03:33:52,193.43780316531368
