,Date,Close,Volume,Insider_Trades,News_Sentiment
0,2021-06-30,270.8999938964844,21656500,0.0,
1,2021-07-01,271.6000061035156,16725300,0.0,
2,2021-07-02,277.6499938964844,26458000,0.0,
3,2021-07-06,277.6600036621094,31565600,0.0,
4,2021-07-07,279.92999267578125,23260000,0.0,
5,2021-07-08,277.4200134277344,24618600,0.0,
6,2021-07-09,277.94000244140625,23916700,0.0,
7,2021-07-12,277.32000732421875,18931700,0.0,
8,2021-07-13,280.9800109863281,26120100,0.0,
9,2021-07-14,282.510009765625,23113700,0.0,
10,2021-07-15,281.0299987792969,22604200,0.0,
11,2021-07-16,280.75,26186800,0.0,
12,2021-07-19,277.010009765625,32935600,0.0,
13,2021-07-20,279.32000732421875,26259700,0.0,
14,2021-07-21,281.3999938964844,24364300,0.0,
15,2021-07-22,286.1400146484375,23384100,0.0,
16,2021-07-23,289.6700134277344,22768100,0.0,
17,2021-07-26,289.04998779296875,23176100,0.0,
18,2021-07-27,286.5400085449219,33604100,0.0,
19,2021-07-28,286.2200012207031,33566900,0.0,
20,2021-07-29,286.5,18168300,0.0,
21,2021-07-30,284.9100036621094,20944800,0.0,
22,2021-08-02,284.82000732421875,16267400,0.0,
23,2021-08-03,287.1199951171875,17879000,0.0,
24,2021-08-04,286.510009765625,16191300,0.0,
25,2021-08-05,289.5199890136719,13900200,0.0,
26,2021-08-06,289.4599914550781,16589300,0.0,
27,2021-08-09,288.3299865722656,16117600,0.0,
28,2021-08-10,286.44000244140625,18616600,0.0,
29,2021-08-11,286.95001220703125,13955900,0.0,
30,2021-08-12,289.8099975585937,14561300,0.0,
31,2021-08-13,292.8500061035156,18249000,0.0,
32,2021-08-16,294.6000061035156,22507600,0.0,
33,2021-08-17,293.0799865722656,20075300,0.0,
34,2021-08-18,290.7300109863281,21813000,0.0,
35,2021-08-19,296.7699890136719,29850500,0.0,
36,2021-08-20,304.3599853515625,40817600,0.0,
37,2021-08-23,304.6499938964844,22830200,0.0,
38,2021-08-24,302.6199951171875,18175800,0.0,
39,2021-08-25,302.010009765625,20006100,0.0,
40,2021-08-26,299.0899963378906,17666100,0.0,
41,2021-08-27,299.7200012207031,22605700,0.0,
42,2021-08-30,303.5899963378906,16348100,0.0,
43,2021-08-31,301.8800048828125,26285300,0.0,
44,2021-09-01,301.8299865722656,18983800,0.0,
45,2021-09-02,301.1499938964844,16285600,0.0,
46,2021-09-03,301.1400146484375,14747900,0.0,
47,2021-09-07,300.17999267578125,17180400,0.0,
48,2021-09-08,300.2099914550781,15046800,0.0,
49,2021-09-09,297.25,19927000,0.0,
50,2021-09-10,295.7099914550781,19633400,0.0,
51,2021-09-13,296.989990234375,23652900,0.0,
52,2021-09-14,299.7900085449219,21853400,0.0,
53,2021-09-15,304.82000732421875,28356300,0.0,
54,2021-09-16,305.2200012207031,19550800,0.0,
55,2021-09-17,299.8699951171875,41372500,0.0,
56,2021-09-20,294.29998779296875,38278700,0.0,
57,2021-09-21,294.79998779296875,22364100,0.0,
58,2021-09-22,298.5799865722656,26626300,0.0,
59,2021-09-23,299.5599975585937,18604600,0.0,
60,2021-09-24,299.3500061035156,14999000,0.0,
61,2021-09-27,294.1700134277344,23571700,0.0,
62,2021-09-28,283.5199890136719,43186200,0.0,
63,2021-09-29,284.0,26353700,0.0,
64,2021-09-30,281.9200134277344,32343600,0.0,
65,2021-10-01,289.1000061035156,30086300,0.0,
66,2021-10-04,283.1099853515625,31350700,0.0,
67,2021-10-05,288.760009765625,24993000,0.0,
68,2021-10-06,293.1099853515625,28002600,0.0,
69,2021-10-07,294.8500061035156,20430500,0.0,
70,2021-10-08,294.8500061035156,17685700,0.0,
71,2021-10-11,294.2300109863281,19298600,0.0,
72,2021-10-12,292.8800048828125,17974100,0.0,
73,2021-10-13,296.3099975585937,23416300,0.0,
74,2021-10-14,302.75,27262900,0.0,
75,2021-10-15,304.2099914550781,25384800,0.0,
76,2021-10-18,307.2900085449219,22729300,0.0,
77,2021-10-19,308.2300109863281,17682100,0.0,
78,2021-10-20,307.4100036621094,16537100,0.0,
79,2021-10-21,310.760009765625,16918100,0.0,
80,2021-10-22,309.1600036621094,17449300,0.0,
81,2021-10-25,308.1300048828125,17554500,0.0,
82,2021-10-26,310.1099853515625,28107300,0.0,
83,2021-10-27,323.1700134277344,52588700,0.0,
84,2021-10-28,324.3500061035156,26297900,0.0,
85,2021-10-29,331.6199951171875,34766000,0.0,
86,2021-11-01,329.3699951171875,27073200,0.0,
87,2021-11-02,333.1300048828125,26487100,0.0,
88,2021-11-03,334.0,21500100,0.0,
89,2021-11-04,336.44000244140625,23992200,0.0,
90,2021-11-05,336.0599975585937,22570100,0.0,
91,2021-11-08,336.989990234375,20897000,0.0,
92,2021-11-09,335.95001220703125,21307400,0.0,
93,2021-11-10,330.79998779296875,25500900,0.0,
94,2021-11-11,332.42999267578125,16849800,0.0,
95,2021-11-12,336.7200012207031,23831000,0.0,
96,2021-11-15,336.07000732421875,16723000,0.0,
97,2021-11-16,339.510009765625,20886800,0.0,
98,2021-11-17,339.1199951171875,19053400,0.0,
99,2021-11-18,341.2699890136719,22463500,0.0,
100,2021-11-19,343.1099853515625,21963400,0.0,
101,2021-11-22,339.8299865722656,31031100,0.0,
102,2021-11-23,337.67999267578125,30427600,0.0,
103,2021-11-24,337.9100036621094,21661300,0.0,
104,2021-11-26,329.67999267578125,24217200,0.0,
105,2021-11-29,336.6300048828125,28563500,0.0,
106,2021-11-30,330.5899963378906,42885600,0.0,
107,2021-12-01,330.0799865722656,33337600,0.0,
108,2021-12-02,329.489990234375,30766000,0.0,
109,2021-12-03,323.010009765625,41779300,0.0,
110,2021-12-06,326.19000244140625,30032600,0.0,
111,2021-12-07,334.9200134277344,31021900,0.0,
112,2021-12-08,334.9700012207031,24761000,0.0,
113,2021-12-09,333.1000061035156,22214200,0.0,
114,2021-12-10,342.5400085449219,38095700,0.0,
115,2021-12-13,339.3999938964844,28899400,0.0,
116,2021-12-14,328.3399963378906,44438700,0.0,
117,2021-12-15,334.6499938964844,35381100,0.0,
118,2021-12-16,324.8999938964844,35034800,0.0,
119,2021-12-17,323.79998779296875,47750300,0.0,
120,2021-12-20,319.9100036621094,28326500,0.0,
121,2021-12-21,327.2900085449219,24740600,0.0,
122,2021-12-22,333.20001220703125,24831500,0.0,
123,2021-12-23,334.69000244140625,19617800,0.0,
124,2021-12-27,342.45001220703125,19947000,0.0,
125,2021-12-28,341.25,15661500,0.0,
126,2021-12-29,341.95001220703125,15042000,0.0,
127,2021-12-30,339.32000732421875,15994500,0.0,
128,2021-12-31,336.32000732421875,18000800,0.0,
129,2022-01-03,334.75,28865100,0.0,
130,2022-01-04,329.010009765625,32674300,0.0,
131,2022-01-05,316.3800048828125,40054300,0.0,
132,2022-01-06,313.8800048828125,39646100,0.0,
133,2022-01-07,314.0400085449219,32720000,0.0,
134,2022-01-10,314.2699890136719,44289500,0.0,
135,2022-01-11,314.9800109863281,29386800,0.0,
136,2022-01-12,318.2699890136719,34372200,0.0,
137,2022-01-13,304.79998779296875,45366000,0.0,
138,2022-01-14,310.20001220703125,39846400,0.0,
139,2022-01-18,302.6499938964844,42333200,0.0,
140,2022-01-19,303.3299865722656,45933900,0.0,
141,2022-01-20,301.6000061035156,35380700,0.0,
142,2022-01-21,296.0299987792969,57984400,0.0,
143,2022-01-24,296.3699951171875,85731500,0.0,
144,2022-01-25,288.489990234375,72848600,0.0,
145,2022-01-26,296.7099914550781,90428900,0.0,
146,2022-01-27,299.8399963378906,53481300,0.0,
147,2022-01-28,308.260009765625,49743700,0.0,
148,2022-01-31,310.9800109863281,46444500,0.0,
149,2022-02-01,308.760009765625,40950400,0.0,
150,2022-02-02,313.4599914550781,36636000,0.0,
151,2022-02-03,301.25,43730000,0.0,
152,2022-02-04,305.94000244140625,35096500,0.0,
153,2022-02-07,300.95001220703125,28533300,0.0,
154,2022-02-08,304.5599975585937,32421200,0.0,
155,2022-02-09,311.2099914550781,31284700,0.0,
156,2022-02-10,302.3800048828125,45386200,0.0,
157,2022-02-11,295.0400085449219,39175600,0.0,
158,2022-02-14,295.0,36359500,0.0,
159,2022-02-15,300.4700012207031,27058300,0.0,
160,2022-02-16,299.5,29982100,0.0,
161,2022-02-17,290.7300109863281,32461600,0.0,
162,2022-02-18,287.92999267578125,34264000,0.0,
163,2022-02-22,287.7200012207031,41736100,0.0,
164,2022-02-23,280.2699890136719,37811200,0.0,
165,2022-02-24,294.5899963378906,56989700,0.0,
166,2022-02-25,297.3099975585937,32546700,0.0,
167,2022-02-28,298.7900085449219,34627500,0.0,
168,2022-03-01,294.95001220703125,31217800,0.0,
169,2022-03-02,300.19000244140625,31873000,0.0,
170,2022-03-03,295.9200134277344,27314500,0.0,
171,2022-03-04,289.8599853515625,32356500,0.0,
172,2022-03-07,278.9100036621094,43157200,0.0,
173,2022-03-08,275.8500061035156,48159500,0.0,
174,2022-03-09,288.5,35204500,0.0,
175,2022-03-10,285.5899963378906,30628000,0.0,
176,2022-03-11,280.07000732421875,27209300,0.0,
177,2022-03-14,276.44000244140625,30660700,0.0,
178,2022-03-15,287.1499938964844,34245100,0.0,
179,2022-03-16,294.3900146484375,37826300,0.0,
180,2022-03-17,295.2200012207031,30816600,0.0,
181,2022-03-18,300.42999267578125,43390600,0.0,
182,2022-03-21,299.1600036621094,28351200,0.0,
183,2022-03-22,304.0599975585937,27599700,0.0,
184,2022-03-23,299.489990234375,25715400,0.0,
185,2022-03-24,304.1000061035156,24484500,0.0,
186,2022-03-25,303.67999267578125,22566500,0.0,
187,2022-03-28,310.70001220703125,29578200,0.0,
188,2022-03-29,315.4100036621094,30393400,0.0,
189,2022-03-30,313.8599853515625,28163600,0.0,
190,2022-03-31,308.3099975585937,33422100,0.0,
191,2022-04-01,309.4200134277344,27110500,0.0,
192,2022-04-04,314.9700012207031,24289600,0.0,
193,2022-04-05,310.8800048828125,23156700,0.0,
194,2022-04-06,299.5,40110400,0.0,
195,2022-04-07,301.3699951171875,31411200,0.0,
196,2022-04-08,296.9700012207031,24361900,0.0,
197,2022-04-11,285.260009765625,34569300,0.0,
198,2022-04-12,282.0599975585937,30966700,0.0,
199,2022-04-13,287.6199951171875,21907200,0.0,
200,2022-04-14,279.8299865722656,28221600,0.0,
201,2022-04-18,280.5199890136719,20778000,0.0,
202,2022-04-19,285.29998779296875,22297700,0.0,
203,2022-04-20,286.3599853515625,22906700,0.0,
204,2022-04-21,280.8099975585937,29454600,0.0,
205,2022-04-22,274.0299987792969,29405800,0.0,
206,2022-04-25,280.7200012207031,35678900,0.0,
207,2022-04-26,270.2200012207031,46518400,0.0,
208,2022-04-27,283.2200012207031,63477700,0.0,
209,2022-04-28,289.6300048828125,33646600,0.0,
210,2022-04-29,277.5199890136719,37073900,0.0,
211,2022-05-02,284.4700012207031,35151100,0.0,
212,2022-05-03,281.7799987792969,25978600,0.0,
213,2022-05-04,289.9800109863281,33599300,0.0,
214,2022-05-05,277.3500061035156,43260400,0.0,
215,2022-05-06,274.7300109863281,37780300,0.0,
216,2022-05-09,264.5799865722656,47726000,0.0,
217,2022-05-10,269.5,39336400,0.0,
218,2022-05-11,260.54998779296875,48975900,0.0,
219,2022-05-12,255.3500061035156,51033800,0.0,
220,2022-05-13,261.1199951171875,34925100,0.0,
221,2022-05-16,261.5,32550900,0.0,
222,2022-05-17,266.82000732421875,28828800,0.0,
223,2022-05-18,254.0800018310547,31356000,0.0,
224,2022-05-19,253.13999938964844,32692300,0.0,
225,2022-05-20,252.55999755859372,39199300,0.0,
226,2022-05-23,260.6499938964844,33175400,0.0,
227,2022-05-24,259.6199951171875,29043900,0.0,
228,2022-05-25,262.5199890136719,28547900,0.0,
229,2022-05-26,265.8999938964844,25002100,0.0,
230,2022-05-27,273.239990234375,26910800,0.0,
231,2022-05-31,271.8699951171875,37827700,0.0,
232,2022-06-01,272.4200134277344,25292200,0.0,
233,2022-06-02,274.5799865722656,44008200,0.0,
234,2022-06-03,270.0199890136719,28059000,0.0,
235,2022-06-06,268.75,22400300,0.0,
236,2022-06-07,272.5,22860700,0.0,
237,2022-06-08,270.4100036621094,17372300,0.0,
238,2022-06-09,264.7900085449219,26439700,0.0,
239,2022-06-10,252.9900054931641,31422800,0.0,
240,2022-06-13,242.25999450683597,46135800,0.0,
241,2022-06-14,244.4900054931641,28651500,0.0,
242,2022-06-15,251.75999450683597,33111700,0.0,
243,2022-06-16,244.97000122070312,33169200,0.0,
244,2022-06-17,247.6499938964844,43084800,0.0,
245,2022-06-21,253.7400054931641,29928300,0.0,
246,2022-06-22,253.1300048828125,25939900,0.0,
247,2022-06-23,258.8599853515625,25861400,0.0,
248,2022-06-24,267.70001220703125,33923200,0.0,
249,2022-06-27,264.8900146484375,24615100,0.0,
250,2022-06-28,256.4800109863281,27295500,0.0,
