Trade Date,Value
2022-05-26,-241635.0
2022-06-07,-220744.0
2022-08-01,-236500.0
2022-08-04,88445292.0
2022-10-31,-276182.0
2022-12-09,-262500.0
2022-12-15,-1256194.0
2023-02-01,-288750.0
2023-05-01,-290288.0
2023-07-31,48972562.0
2023-08-01,20437068.0
2023-09-05,-172500.0
2023-11-06,26491420.0
2023-11-28,-216127428.0
2023-12-18,-1231800.0
2024-02-22,-252000.0
2024-03-19,-271980.0
2024-04-29,-288730.0
