Date,Close,Volume
2021-06-30,63.08000183105469,17875500
2021-07-01,63.2599983215332,22530300
2021-07-02,63.16999816894531,14555300
2021-07-06,61.369998931884766,22110800
2021-07-07,60.40999984741211,21671400
2021-07-08,60.13999938964844,18935900
2021-07-09,61.22999954223633,20086000
2021-07-12,61.16999816894531,21809400
2021-07-13,60.880001068115234,17147300
2021-07-14,59.529998779296875,21573600
2021-07-15,58.95000076293945,15851100
2021-07-16,57.31999969482422,27049500
2021-07-19,55.349998474121094,37969100
2021-07-20,55.959999084472656,26756100
2021-07-21,57.7599983215332,20908700
2021-07-22,57.11000061035156,13493800
2021-07-23,57.040000915527344,14088200
2021-07-26,58.47999954223633,18387600
2021-07-27,57.83000183105469,16861400
2021-07-28,58.220001220703125,16855300
2021-07-29,58.93000030517578,18607800
2021-07-30,57.56999969482422,28652800
2021-08-02,57.58000183105469,20873800
2021-08-03,58.20000076293945,18208200
2021-08-04,56.84000015258789,20868300
2021-08-05,57.20000076293945,15180200
2021-08-06,57.86000061035156,14888500
2021-08-09,57.20000076293945,17828200
2021-08-10,58.18000030517578,16340200
2021-08-11,58.349998474121094,18278600
2021-08-12,57.349998474121094,19225500
2021-08-13,56.77000045776367,20063000
2021-08-16,55.939998626708984,16959500
2021-08-17,55.560001373291016,16243700
2021-08-18,54.38999938964844,21890500
2021-08-19,52.72999954223633,30923500
2021-08-20,52.7400016784668,16918300
2021-08-23,54.90999984741211,21632600
2021-08-24,55.36000061035156,17915600
2021-08-25,55.459999084472656,13270300
2021-08-26,54.709999084472656,11842600
2021-08-27,55.77000045776367,15822500
2021-08-30,55.15999984741211,14086100
2021-08-31,54.52000045776367,27104100
2021-09-01,53.77000045776367,21644100
2021-09-02,55.08000183105469,23293300
2021-09-03,54.869998931884766,13840000
2021-09-07,54.54999923706055,14354400
2021-09-08,54.04999923706055,18756700
2021-09-09,54.09000015258789,19110800
2021-09-10,53.97999954223633,15123700
2021-09-13,55.369998931884766,22052300
2021-09-14,54.58000183105469,19940300
2021-09-15,56.41999816894531,23240900
2021-09-16,55.81999969482422,17907200
2021-09-17,55.15999984741211,30000400
2021-09-20,53.689998626708984,27555100
2021-09-21,53.63999938964844,19696800
2021-09-22,55.209999084472656,25690600
2021-09-23,57.08000183105469,23069400
2021-09-24,57.59000015258789,22328600
2021-09-27,59.29999923706055,32972200
2021-09-28,59.91999816894531,37619300
2021-09-29,59.880001068115234,23422800
2021-09-30,58.81999969482422,31289600
2021-10-01,60.93000030517578,24407300
2021-10-04,61.720001220703125,33946700
2021-10-05,61.619998931884766,29641600
2021-10-06,60.4900016784668,25284900
2021-10-07,60.65999984741211,19513600
2021-10-08,62.18000030517578,22186900
2021-10-11,61.560001373291016,22121500
2021-10-12,61.2400016784668,20198600
2021-10-13,61.06999969482422,14991700
2021-10-14,62,18594500
2021-10-15,62.59000015258789,16092600
2021-10-18,62.560001373291016,18282800
2021-10-19,63.5,18933200
2021-10-20,63.849998474121094,14305200
2021-10-21,62.689998626708984,16564600
2021-10-22,63.119998931884766,14266800
2021-10-25,64.3499984741211,17939800
2021-10-26,65.83999633789062,25585100
2021-10-27,64.12999725341797,21764500
2021-10-28,64.30999755859375,16626400
2021-10-29,64.47000122070312,23966300
2021-11-01,65.62999725341797,19656400
2021-11-02,64.81999969482422,16300000
2021-11-03,63.93000030517578,17372800
2021-11-04,64.41000366210938,17720100
2021-11-05,65.0199966430664,18565100
2021-11-08,65.72000122070312,17696000
2021-11-09,66.36000061035156,18781300
2021-11-10,64.19000244140625,20177200
2021-11-11,64.30999755859375,13319300
2021-11-12,63.81999969482422,18158900
2021-11-15,64.37000274658203,18849200
2021-11-16,65.0199966430664,17028700
2021-11-17,64.30999755859375,15497000
2021-11-18,63.61000061035156,16948200
2021-11-19,60.66999816894531,32035500
2021-11-22,61.5099983215332,21994400
2021-11-23,63.130001068115234,21185900
2021-11-24,63.47999954223633,15869700
2021-11-26,61.25,24979600
2021-11-29,61.59000015258789,18946400
2021-11-30,59.84000015258789,34979800
2021-12-01,59.790000915527344,30630600
2021-12-02,61.279998779296875,29216000
2021-12-03,60.88999938964844,22014700
2021-12-06,61.58000183105469,19210500
2021-12-07,62.27000045776367,19800400
2021-12-08,62.45000076293945,18214400
2021-12-09,62.61000061035156,16910300
2021-12-10,63.0099983215332,17942400
2021-12-13,61.630001068115234,17793700
2021-12-14,61.540000915527344,22551100
2021-12-15,61.27000045776367,19961900
2021-12-16,61.369998931884766,21187800
2021-12-17,60.029998779296875,44338100
2021-12-20,59.15999984741211,21819300
2021-12-21,60.5,19798900
2021-12-22,60.9900016784668,14058300
