volume,vw,open,close,high,low,t,num_trades,simpletime,date,vwap
240,185.2943,185.27,185.27,185.27,185.27,1705050000000,15,1,2024-01-12 03:00:00,185.2943
500,185.5228,185.52,185.52,185.52,185.52,1705050377000,6,2,2024-01-12 03:06:17,185.4486918918919
1138,185.5766,185.57,185.59,185.59,185.57,1705050478000,22,3,2024-01-12 03:07:58,185.52619957401492
520,185.5798,185.57,185.59,185.59,185.57,1705050485000,10,4,2024-01-12 03:08:05,185.5378226855713
536,185.5891,185.59,185.59,185.59,185.59,1705050502000,5,5,2024-01-12 03:08:22,185.54719032038173
417,185.5866,185.59,185.59,185.59,185.59,1705050552000,16,6,2024-01-12 03:09:12,185.55209447925992
100,185.7,185.7,185.7,185.7,185.7,1705050713000,1,7,2024-01-12 03:11:53,185.55638035352072
1244,185.698,185.7,185.7,185.7,185.7,1705050772000,32,8,2024-01-12 03:12:52,185.59390428115017
100,185.77,185.77,185.77,185.77,185.77,1705050815000,1,9,2024-01-12 03:13:35,185.5975767674661
150,185.72,185.72,185.72,185.72,185.72,1705051011000,2,10,2024-01-12 03:16:51,185.60129031344795
389,185.64,185.64,185.64,185.64,185.64,1705051318000,3,11,2024-01-12 03:21:58,185.60411334833145
1512,185.5294,185.53,185.53,185.53,185.52,1705051414000,18,12,2024-01-12 03:23:34,185.58761224072452
176,185.53,185.53,185.53,185.53,185.53,1705051523000,3,13,2024-01-12 03:25:23,185.58616824266593
804,185.5876,185.58,185.59,185.59,185.58,1705051720000,10,14,2024-01-12 03:28:40,185.5863153335037
854,185.6598,185.66,185.66,185.66,185.66,1705051734000,24,15,2024-01-12 03:28:54,185.5935452764977
1484,185.66,185.66,185.66,185.66,185.66,1705051841000,19,16,2024-01-12 03:30:41,185.60324803227076
3254,185.7024,185.7,185.7,185.7,185.7,1705052011000,22,17,2024-01-12 03:33:31,185.62729338202413
163,185.7839,185.78,185.78,185.78,185.78,1705052139000,3,18,2024-01-12 03:35:39,185.6291729843163
1007,185.6347,185.63,185.63,185.63,185.63,1705052364000,14,19,2024-01-12 03:39:24,185.6295545105566
500,185.63,185.63,185.63,185.63,185.63,1705052386000,1,20,2024-01-12 03:39:46,185.62956927359488
116,185.6303,185.63,185.63,185.63,185.63,1705052389000,3,21,2024-01-12 03:39:49,185.62957484872402
299,185.634,185.63,185.63,185.63,185.63,1705052425000,4,22,2024-01-12 03:40:25,185.629660194801
2371,185.7675,185.8,185.8,185.8,185.8,1705052427000,33,23,2024-01-12 03:40:27,185.64794475215396
150,185.6867,185.69,185.69,185.69,185.69,1705052683000,2,24,2024-01-12 03:44:43,185.6482672825122
100,185.67,185.67,185.67,185.67,185.67,1705052724000,1,25,2024-01-12 03:45:24,185.64838719377622
