,Date,Close,Volume,Insider_Trades,Negative_Count,Neutral_Count,Positive_Count,Total_Count
0,2021-06-30,226.5666656494141,56774700,0.0,0.0,0.0,0.0,0.0
1,2021-07-01,225.97332763671875,55903500,0.0,0.0,0.0,0.0,0.0
2,2021-07-02,226.3000030517578,81163500,0.0,0.0,0.0,0.0,0.0
3,2021-07-06,219.8600006103516,69853500,0.0,0.0,0.0,0.0,0.0
4,2021-07-07,214.88333129882807,56376000,0.0,0.0,0.0,0.0,0.0
5,2021-07-08,217.60333251953125,68319900,0.0,0.0,0.0,0.0,0.0
6,2021-07-09,218.98333740234372,54421500,0.0,0.0,0.0,0.0,0.0
7,2021-07-12,228.5666656494141,77781000,0.0,0.0,0.0,0.0,0.0
8,2021-07-13,222.8466644287109,62898300,0.0,0.0,0.0,0.0,0.0
9,2021-07-14,217.7933349609375,64923600,0.0,0.0,0.0,0.0,0.0
10,2021-07-15,216.86666870117188,60628800,0.0,0.0,0.0,0.0,0.0
11,2021-07-16,214.7400054931641,49113000,0.0,0.0,0.0,0.0,0.0
12,2021-07-19,215.4066619873047,63891300,0.0,0.0,0.0,0.0,0.0
13,2021-07-20,220.1666717529297,46461300,0.0,0.0,0.0,0.0,0.0
14,2021-07-21,218.42999267578125,41859900,0.0,0.0,0.0,0.0,0.0
15,2021-07-22,216.4199981689453,45317100,0.0,0.0,0.0,0.0,0.0
16,2021-07-23,214.4600067138672,43814700,0.0,0.0,0.0,0.0,0.0
17,2021-07-26,219.2066650390625,76009800,0.0,0.0,0.0,0.0,0.0
18,2021-07-27,214.9266662597656,98439900,0.0,0.0,0.0,0.0,0.0
19,2021-07-28,215.66000366210935,48019800,0.0,0.0,0.0,0.0,0.0
20,2021-07-29,225.7833404541016,91183800,0.0,0.0,0.0,0.0,0.0
21,2021-07-30,229.0666656494141,88969200,0.0,0.0,0.0,0.0,0.0
22,2021-08-02,236.55667114257807,100847400,0.0,0.0,0.0,0.0,0.0
23,2021-08-03,236.5800018310547,64860900,0.0,0.0,0.0,0.0,0.0
24,2021-08-04,236.97332763671875,51007800,0.0,0.0,0.0,0.0,0.0
25,2021-08-05,238.2100067138672,38758800,0.0,0.0,0.0,0.0,0.0
26,2021-08-06,233.0333404541016,46869000,0.0,0.0,0.0,0.0,0.0
27,2021-08-09,237.9199981689453,44145900,0.0,0.0,0.0,0.0,0.0
28,2021-08-10,236.663330078125,40296900,0.0,0.0,0.0,0.0,0.0
29,2021-08-11,235.94000244140625,29401800,0.0,0.0,0.0,0.0,0.0
30,2021-08-12,240.75,52377300,0.0,0.0,0.0,0.0,0.0
31,2021-08-13,239.05667114257807,50194500,0.0,0.0,0.0,0.0,0.0
32,2021-08-16,228.72332763671875,68032200,0.0,0.0,0.0,0.0,0.0
33,2021-08-17,221.90333557128903,71163900,0.0,0.0,0.0,0.0,0.0
34,2021-08-18,229.663330078125,61048200,0.0,0.0,0.0,0.0,0.0
35,2021-08-19,224.4900054931641,42940500,0.0,0.0,0.0,0.0,0.0
36,2021-08-20,226.7533264160156,44525700,0.0,0.0,0.0,0.0,0.0
37,2021-08-23,235.43333435058597,60794700,0.0,0.0,0.0,0.0,0.0
38,2021-08-24,236.163330078125,39249300,0.0,0.0,0.0,0.0,0.0
39,2021-08-25,237.0666656494141,37936800,0.0,0.0,0.0,0.0,0.0
40,2021-08-26,233.72000122070312,39642900,0.0,0.0,0.0,0.0,0.0
41,2021-08-27,237.30667114257807,41501400,0.0,0.0,0.0,0.0,0.0
42,2021-08-30,243.6366729736328,55812600,0.0,0.0,0.0,0.0,0.0
43,2021-08-31,245.2400054931641,62566200,0.0,0.0,0.0,0.0,0.0
44,2021-09-01,244.69667053222656,39612900,0.0,0.0,0.0,0.0,0.0
45,2021-09-02,244.1300048828125,38331900,0.0,0.0,0.0,0.0,0.0
46,2021-09-03,244.52333068847656,45738300,0.0,0.0,0.0,0.0,0.0
47,2021-09-07,250.97332763671875,60119400,0.0,0.0,0.0,0.0,0.0
48,2021-09-08,251.2899932861328,56379000,0.0,0.0,0.0,0.0,0.0
49,2021-09-09,251.6199951171875,42233100,0.0,0.0,0.0,0.0,0.0
50,2021-09-10,245.42333984375,45552600,0.0,0.0,0.0,0.0,0.0
51,2021-09-13,247.6666717529297,68857500,0.0,0.0,0.0,0.0,0.0
52,2021-09-14,248.163330078125,55574700,0.0,0.0,0.0,0.0,0.0
53,2021-09-15,251.94332885742188,46073100,0.0,0.0,0.0,0.0,0.0
54,2021-09-16,252.3300018310547,41770200,0.0,0.0,0.0,0.0,0.0
55,2021-09-17,253.163330078125,84612600,0.0,0.0,0.0,0.0,0.0
56,2021-09-20,243.38999938964844,74273100,0.0,0.0,0.0,0.0,0.0
57,2021-09-21,246.4600067138672,48992100,0.0,0.0,0.0,0.0,0.0
58,2021-09-22,250.64666748046875,45378900,0.0,0.0,0.0,0.0,0.0
59,2021-09-23,251.2133331298828,35842500,0.0,0.0,0.0,0.0,0.0
60,2021-09-24,258.1300048828125,64119000,0.0,0.0,0.0,0.0,0.0
61,2021-09-27,263.78668212890625,84212100,0.0,0.0,0.0,0.0,0.0
62,2021-09-28,259.1866760253906,76144200,0.0,0.0,0.0,0.0,0.0
63,2021-09-29,260.4366760253906,62828700,0.0,0.0,0.0,0.0,0.0
64,2021-09-30,258.49334716796875,53868000,0.0,0.0,0.0,0.0,0.0
