,Date,Close,Volume,Insider_Trades,Negative_Count,Neutral_Count,Positive_Count,Total_Count,Close_Delta
0,2021-07-14,339.1499938964844,580700,0.0,0.0,0.0,0.0,0.0,
1,2021-07-15,334.5199890136719,566500,0.0,0.0,0.0,0.0,0.0,-4.6300048828125
2,2021-07-16,332.70001220703125,370000,0.0,0.0,0.0,0.0,0.0,-1.819976806640625
3,2021-07-19,337.6099853515625,582800,0.0,0.0,0.0,0.0,0.0,4.90997314453125
4,2021-07-20,342.3399963378906,471100,0.0,0.0,0.0,0.0,0.0,4.730010986328125
5,2021-07-21,351.1600036621094,384800,0.0,0.0,0.0,0.0,0.0,8.82000732421875
6,2021-07-22,354.1499938964844,372500,0.0,0.0,0.0,0.0,0.0,2.989990234375
7,2021-07-23,361.5400085449219,523900,0.0,0.0,0.0,0.0,0.0,7.3900146484375
8,2021-07-26,358.1700134277344,410900,0.0,0.0,0.0,0.0,0.0,-3.3699951171875
9,2021-07-27,360.489990234375,782100,0.0,0.0,0.0,0.0,0.0,2.319976806640625
10,2021-07-28,363.7900085449219,387000,0.0,0.0,0.0,0.0,0.0,3.300018310546875
11,2021-07-29,362.05999755859375,280400,0.0,0.0,0.0,0.0,0.0,-1.730010986328125
12,2021-07-30,358.9200134277344,396100,0.0,0.0,0.0,0.0,0.0,-3.139984130859375
13,2021-08-02,358.989990234375,538000,0.0,0.0,0.0,0.0,0.0,0.069976806640625
14,2021-08-03,359.1700134277344,485100,0.0,0.0,0.0,0.0,0.0,0.180023193359375
15,2021-08-04,363.1799926757813,916900,0.0,0.0,0.0,0.0,0.0,4.009979248046932
16,2021-08-05,376.7200012207031,819300,0.0,0.0,0.0,0.0,0.0,13.540008544921818
17,2021-08-06,373.4500122070313,511900,0.0,0.0,0.0,0.0,0.0,-3.269989013671818
18,2021-08-09,380.3800048828125,534900,0.0,0.0,0.0,0.0,0.0,6.929992675781193
19,2021-08-10,364.4700012207031,658100,0.0,0.0,0.0,0.0,0.0,-15.910003662109375
20,2021-08-11,360.9299926757813,323900,0.0,0.0,0.0,0.0,0.0,-3.540008544921818
21,2021-08-12,372.7900085449219,659400,0.0,0.0,0.0,0.0,0.0,11.860015869140568
22,2021-08-13,377.7799987792969,377700,0.0,0.0,0.0,0.0,0.0,4.989990234375
23,2021-08-16,367.4500122070313,926700,0.0,0.0,0.0,0.0,0.0,-10.329986572265568
24,2021-08-17,365.0,543900,0.0,0.0,0.0,0.0,0.0,-2.450012207031307
25,2021-08-18,366.5400085449219,355500,0.0,0.0,0.0,0.0,0.0,1.540008544921875
26,2021-08-19,364.8999938964844,298000,0.0,0.0,0.0,0.0,0.0,-1.6400146484375
27,2021-08-20,367.6600036621094,325300,0.0,0.0,0.0,0.0,0.0,2.760009765625
28,2021-08-23,375.760009765625,375300,0.0,0.0,0.0,0.0,0.0,8.100006103515625
29,2021-08-24,384.1700134277344,472100,0.0,0.0,0.0,0.0,0.0,8.410003662109375
30,2021-08-25,393.75,412600,0.0,0.0,0.0,0.0,0.0,9.579986572265625
31,2021-08-26,388.760009765625,452800,0.0,0.0,0.0,0.0,0.0,-4.989990234375
32,2021-08-27,395.6099853515625,504300,0.0,0.0,0.0,0.0,0.0,6.8499755859375
33,2021-08-30,396.1749877929688,478000,0.0,0.0,0.0,0.0,0.0,0.5650024414063068
34,2021-08-31,391.8299865722656,515300,0.0,0.0,0.0,0.0,0.0,-4.345001220703182
35,2021-09-01,393.4299926757813,421100,0.0,0.0,0.0,0.0,0.0,1.6000061035156818
36,2021-09-02,401.6499938964844,1173600,0.0,0.0,0.0,0.0,0.0,8.220001220703068
37,2021-09-03,507.4100036621094,6090400,0.0,0.0,0.0,0.0,0.0,105.760009765625
38,2021-09-07,489.75,1551700,0.0,0.0,0.0,0.0,0.0,-17.660003662109375
39,2021-09-08,471.739990234375,2231100,0.0,0.0,0.0,0.0,0.0,-18.010009765625
40,2021-09-09,474.9299926757813,867400,0.0,0.0,0.0,0.0,0.0,3.190002441406307
41,2021-09-10,488.7999877929688,1295600,0.0,0.0,0.0,0.0,0.0,13.8699951171875
42,2021-09-13,485.0,809700,0.0,0.0,0.0,0.0,0.0,-3.799987792968807
43,2021-09-14,505.2099914550781,924300,0.0,0.0,0.0,0.0,0.0,20.209991455078125
44,2021-09-15,503.5,1121800,0.0,0.0,0.0,0.0,0.0,-1.709991455078125
45,2021-09-16,509.6499938964844,921400,0.0,0.0,0.0,0.0,0.0,6.149993896484375
46,2021-09-17,506.989990234375,1976200,0.0,0.0,0.0,0.0,0.0,-2.660003662109375
47,2021-09-20,489.2699890136719,1104800,0.0,0.0,0.0,0.0,0.0,-17.720001220703125
48,2021-09-21,488.6400146484375,1300900,0.0,0.0,0.0,0.0,0.0,-0.629974365234375
49,2021-09-22,510.6799926757813,855800,0.0,0.0,0.0,0.0,0.0,22.039978027343807
50,2021-09-23,514.0599975585938,547500,0.0,0.0,0.0,0.0,0.0,3.380004882812443
51,2021-09-24,508.0400085449219,439300,0.0,0.0,0.0,0.0,0.0,-6.019989013671875
52,2021-09-27,483.0400085449219,761600,0.0,0.0,0.0,0.0,0.0,-25.0
53,2021-09-28,463.5700073242188,794900,0.0,0.0,0.0,0.0,0.0,-19.470001220703068
54,2021-09-29,458.489990234375,587500,0.0,0.0,0.0,0.0,0.0,-5.080017089843807
55,2021-09-30,471.510009765625,809800,0.0,0.0,0.0,0.0,0.0,13.02001953125
56,2021-10-01,474.510009765625,566000,0.0,0.0,0.0,0.0,0.0,3.0
57,2021-10-04,444.9700012207031,1271500,0.0,0.0,0.0,0.0,0.0,-29.540008544921875
58,2021-10-05,452.6799926757813,518700,0.0,0.0,0.0,0.0,0.0,7.709991455078182
59,2021-10-06,466.239990234375,519100,0.0,0.0,0.0,0.0,0.0,13.559997558593693
60,2021-10-07,472.8699951171875,485200,0.0,0.0,0.0,0.0,0.0,6.6300048828125
61,2021-10-08,449.0,877000,0.0,0.0,0.0,0.0,0.0,-23.8699951171875
62,2021-10-11,454.2000122070313,439700,0.0,0.0,0.0,0.0,0.0,5.200012207031307
63,2021-10-12,470.9400024414063,532100,0.0,0.0,0.0,0.0,0.0,16.739990234375
64,2021-10-13,494.0199890136719,983800,0.0,0.0,0.0,0.0,0.0,23.079986572265568
65,2021-10-14,489.2999877929688,615700,0.0,0.0,0.0,0.0,0.0,-4.720001220703068
66,2021-10-15,491.80999755859375,390000,0.0,0.0,0.0,0.0,0.0,2.510009765624943
67,2021-10-18,503.9599914550781,1106900,0.0,0.0,0.0,0.0,0.0,12.149993896484375
68,2021-10-19,508.010009765625,1648000,0.0,0.0,0.0,0.0,0.0,4.050018310546875
69,2021-10-20,504.5,327000,0.0,0.0,0.0,0.0,0.0,-3.510009765625
70,2021-10-21,509.4299926757813,978500,0.0,0.0,0.0,0.0,0.0,4.929992675781307
71,2021-10-22,504.8900146484375,541900,0.0,0.0,0.0,0.0,0.0,-4.539978027343807
72,2021-10-25,518.8699951171875,695000,0.0,0.0,0.0,0.0,0.0,13.97998046875
73,2021-10-26,501.6799926757813,516400,0.0,0.0,0.0,0.0,0.0,-17.190002441406193
74,2021-10-27,497.9599914550781,326600,0.0,0.0,0.0,0.0,0.0,-3.720001220703182
75,2021-10-28,504.6199951171875,297600,0.0,0.0,0.0,0.0,0.0,6.660003662109375
76,2021-10-29,521.2899780273438,503700,0.0,0.0,0.0,0.0,0.0,16.66998291015625
77,2021-11-01,498.2699890136719,656600,0.0,0.0,0.0,0.0,0.0,-23.019989013671875
78,2021-11-02,518.3599853515625,642100,0.0,0.0,0.0,0.0,0.0,20.089996337890625
79,2021-11-03,521.2000122070312,376800,0.0,0.0,0.0,0.0,0.0,2.84002685546875
80,2021-11-04,535.0800170898438,741400,0.0,0.0,0.0,0.0,0.0,13.8800048828125
81,2021-11-05,555.5800170898438,992900,0.0,0.0,0.0,0.0,0.0,20.5
82,2021-11-08,571.2999877929688,810900,0.0,0.0,0.0,0.0,0.0,15.719970703125
83,2021-11-09,576.77001953125,574400,0.0,0.0,0.0,0.0,0.0,5.47003173828125
84,2021-11-10,554.9600219726562,601000,0.0,0.0,0.0,0.0,0.0,-21.80999755859375
85,2021-11-11,548.6799926757812,551200,0.0,0.0,0.0,0.0,0.0,-6.280029296875
86,2021-11-12,566.8300170898438,328200,0.0,0.0,0.0,0.0,0.0,18.1500244140625
87,2021-11-15,561.8900146484375,423000,0.0,0.0,0.0,0.0,0.0,-4.94000244140625
88,2021-11-16,585.030029296875,510300,0.0,0.0,0.0,0.0,0.0,23.1400146484375
89,2021-11-17,570.0,408500,0.0,0.0,0.0,0.0,0.0,-15.030029296875
90,2021-11-18,567.7899780273438,969200,0.0,0.0,0.0,0.0,0.0,-2.21002197265625
91,2021-11-19,569.77001953125,502600,0.0,0.0,0.0,0.0,0.0,1.98004150390625
92,2021-11-22,515.8699951171875,1095600,0.0,0.0,0.0,0.0,0.0,-53.9000244140625
93,2021-11-23,498.8599853515625,1131300,0.0,0.0,0.0,0.0,0.0,-17.010009765625
94,2021-11-24,507.1799926757813,652200,0.0,0.0,0.0,0.0,0.0,8.320007324218807
95,2021-11-26,518.6099853515625,440500,0.0,0.0,0.0,0.0,0.0,11.429992675781193
96,2021-11-29,525.97998046875,498200,0.0,0.0,0.0,0.0,0.0,7.3699951171875
97,2021-11-30,498.1000061035156,976300,0.0,0.0,0.0,0.0,0.0,-27.879974365234375
98,2021-12-01,456.8900146484375,977600,0.0,0.0,0.0,0.0,0.0,-41.209991455078125
99,2021-12-02,481.5899963378906,1253100,0.0,0.0,0.0,0.0,0.0,24.699981689453125
100,2021-12-03,450.1600036621094,1761000,0.0,0.0,0.0,0.0,0.0,-31.42999267578125
101,2021-12-06,429.3399963378906,1853500,0.0,0.0,0.0,0.0,0.0,-20.82000732421875
102,2021-12-07,499.8200073242188,3267600,0.0,0.0,0.0,0.0,0.0,70.48001098632818
103,2021-12-08,531.5700073242188,1376800,0.0,0.0,0.0,0.0,0.0,31.749999999999943
104,2021-12-09,513.280029296875,924300,0.0,0.0,0.0,0.0,0.0,-18.28997802734375
105,2021-12-10,507.7300109863281,774800,0.0,0.0,0.0,0.0,0.0,-5.550018310546875
106,2021-12-13,494.9299926757813,1024700,0.0,0.0,0.0,0.0,0.0,-12.800018310546818
107,2021-12-14,478.5499877929688,791400,0.0,0.0,0.0,0.0,0.0,-16.3800048828125
108,2021-12-15,508.4100036621094,890200,0.0,0.0,0.0,0.0,0.0,29.860015869140568
109,2021-12-16,481.0199890136719,1034700,0.0,0.0,0.0,0.0,0.0,-27.3900146484375
110,2021-12-17,497.8500061035156,1316100,0.0,0.0,0.0,0.0,0.0,16.83001708984375
111,2021-12-20,495.6000061035156,963400,0.0,0.0,0.0,0.0,0.0,-2.25
112,2021-12-21,538.4600219726562,1333300,0.0,0.0,0.0,0.0,0.0,42.860015869140625
113,2021-12-22,551.52001953125,963700,0.0,0.0,0.0,0.0,0.0,13.05999755859375
114,2021-12-23,551.1099853515625,589800,0.0,0.0,0.0,0.0,0.0,-0.4100341796875
115,2021-12-27,559.1900024414062,346200,0.0,0.0,0.0,0.0,0.0,8.08001708984375
116,2021-12-28,542.0800170898438,395000,0.0,0.0,0.0,0.0,0.0,-17.1099853515625
117,2021-12-29,538.010009765625,479200,0.0,0.0,0.0,0.0,0.0,-4.07000732421875
118,2021-12-30,532.3499755859375,222600,0.0,0.0,0.0,0.0,0.0,-5.6600341796875
119,2021-12-31,529.3499755859375,359200,0.0,0.0,0.0,0.0,0.0,-3.0
120,2022-01-03,487.55999755859375,1913400,0.0,0.0,0.0,0.0,0.0,-41.78997802734375
121,2022-01-04,465.3699951171875,1479300,0.0,0.0,0.0,0.0,0.0,-22.19000244140625
122,2022-01-05,428.7699890136719,1661700,0.0,0.0,0.0,0.0,0.0,-36.600006103515625
123,2022-01-06,429.6799926757813,1912000,0.0,0.0,0.0,0.0,0.0,0.9100036621094318
124,2022-01-07,429.6300048828125,1139300,0.0,0.0,0.0,0.0,0.0,-0.04998779296880684
125,2022-01-10,435.0,1711400,0.0,0.0,0.0,0.0,0.0,5.3699951171875
