,Date,Close,Volume,Insider_Trades,Negative_Count,Neutral_Count,Positive_Count,Total_Count
0,2021-06-30,233.82000732421875,7797100,0.0,0.0,0.0,0.0,0.0
1,2021-07-01,235.1499938964844,5329600,0.0,0.0,0.0,0.0,0.0
2,2021-07-02,238.6300048828125,4383700,0.0,0.0,0.0,0.0,0.0
3,2021-07-06,239.6000061035156,8048700,0.0,0.0,0.0,0.0,0.0
4,2021-07-07,240.0,4366100,0.0,0.0,0.0,0.0,0.0
5,2021-07-08,236.6100006103516,6388000,0.0,0.0,0.0,0.0,0.0
6,2021-07-09,238.47000122070312,5615900,0.0,0.0,0.0,0.0,0.0
7,2021-07-12,237.8699951171875,7010700,0.0,0.0,0.0,0.0,0.0
8,2021-07-13,242.3500061035156,8079200,0.0,0.0,0.0,0.0,0.0
9,2021-07-14,245.9900054931641,8693400,0.0,0.0,0.0,0.0,0.0
10,2021-07-15,248.5500030517578,10135100,0.0,0.0,0.0,0.0,0.0
11,2021-07-16,248.1199951171875,8674500,0.0,0.0,0.0,0.0,0.0
12,2021-07-19,240.41000366210935,11474600,0.0,0.0,0.0,0.0,0.0
13,2021-07-20,242.6999969482422,7072300,0.0,0.0,0.0,0.0,0.0
14,2021-07-21,243.66000366210935,11241400,0.0,0.0,0.0,0.0,0.0
15,2021-07-22,244.13999938964844,10293600,0.0,0.0,0.0,0.0,0.0
16,2021-07-23,249.0200042724609,6766000,0.0,0.0,0.0,0.0,0.0
17,2021-07-26,250.25,4879000,0.0,0.0,0.0,0.0,0.0
18,2021-07-27,250.92999267578125,7038300,0.0,0.0,0.0,0.0,0.0
19,2021-07-28,246.94000244140625,9036500,0.0,0.0,0.0,0.0,0.0
20,2021-07-29,247.9199981689453,7495300,0.0,0.0,0.0,0.0,0.0
21,2021-07-30,246.38999938964844,5804700,0.0,0.0,0.0,0.0,0.0
22,2021-08-02,239.77999877929688,9989500,0.0,0.0,0.0,0.0,0.0
23,2021-08-03,237.08999633789065,9839000,0.0,0.0,0.0,0.0,0.0
24,2021-08-04,236.6699981689453,8171800,0.0,0.0,0.0,0.0,0.0
25,2021-08-05,240.2100067138672,5337500,0.0,0.0,0.0,0.0,0.0
26,2021-08-06,241.3999938964844,4509700,0.0,0.0,0.0,0.0,0.0
27,2021-08-09,240.0,5226900,0.0,0.0,0.0,0.0,0.0
28,2021-08-10,238.07000732421875,7185700,0.0,0.0,0.0,0.0,0.0
29,2021-08-11,235.05999755859372,7375700,0.0,0.0,0.0,0.0,0.0
30,2021-08-12,231.7899932861328,9867000,0.0,0.0,0.0,0.0,0.0
31,2021-08-13,232.6499938964844,5445400,0.0,0.0,0.0,0.0,0.0
32,2021-08-16,235.3600006103516,7575900,0.0,0.0,0.0,0.0,0.0
33,2021-08-17,234.52999877929688,6850500,0.0,0.0,0.0,0.0,0.0
34,2021-08-18,231.6300048828125,4996500,0.0,0.0,0.0,0.0,0.0
35,2021-08-19,231.57000732421875,5761300,0.0,0.0,0.0,0.0,0.0
36,2021-08-20,231.3600006103516,5522200,0.0,0.0,0.0,0.0,0.0
37,2021-08-23,234.13999938964844,6342000,0.0,0.0,0.0,0.0,0.0
38,2021-08-24,234.2400054931641,5081800,0.0,0.0,0.0,0.0,0.0
39,2021-08-25,232.58999633789065,5277100,0.0,0.0,0.0,0.0,0.0
40,2021-08-26,230.5200042724609,5889100,0.0,0.0,0.0,0.0,0.0
41,2021-08-27,232.69000244140625,6369000,0.0,0.0,0.0,0.0,0.0
42,2021-08-30,231.22999572753903,6448000,0.0,0.0,0.0,0.0,0.0
43,2021-08-31,229.1000061035156,9405100,0.0,0.0,0.0,0.0,0.0
44,2021-09-01,230.1199951171875,8177600,0.0,0.0,0.0,0.0,0.0
45,2021-09-02,224.17999267578125,19708800,0.0,0.0,0.0,0.0,0.0
46,2021-09-03,225.1100006103516,11532000,0.0,0.0,0.0,0.0,0.0
47,2021-09-07,226.2700042724609,9662600,0.0,0.0,0.0,0.0,0.0
48,2021-09-08,229.08999633789065,10652600,0.0,0.0,0.0,0.0,0.0
49,2021-09-09,227.4900054931641,5853000,0.0,0.0,0.0,0.0,0.0
50,2021-09-10,224.91000366210935,6715400,0.0,0.0,0.0,0.0,0.0
51,2021-09-13,224.6300048828125,6808100,0.0,0.0,0.0,0.0,0.0
52,2021-09-14,223.02999877929688,6575700,0.0,0.0,0.0,0.0,0.0
53,2021-09-15,223.80999755859372,6535800,0.0,0.0,0.0,0.0,0.0
54,2021-09-16,224.3300018310547,5928500,0.0,0.0,0.0,0.0,0.0
55,2021-09-17,221.75,13787400,0.0,0.0,0.0,0.0,0.0
56,2021-09-20,220.0500030517578,8822600,0.0,0.0,0.0,0.0,0.0
57,2021-09-21,220.1699981689453,7033600,0.0,0.0,0.0,0.0,0.0
58,2021-09-22,222.75,6005900,0.0,0.0,0.0,0.0,0.0
59,2021-09-23,228.30999755859372,7952700,0.0,0.0,0.0,0.0,0.0
60,2021-09-24,231.58999633789065,6461200,0.0,0.0,0.0,0.0,0.0
61,2021-09-27,229.6000061035156,6881100,0.0,0.0,0.0,0.0,0.0
62,2021-09-28,225.55999755859372,6951400,0.0,0.0,0.0,0.0,0.0
63,2021-09-29,226.67999267578125,6432700,0.0,0.0,0.0,0.0,0.0
64,2021-09-30,222.75,7128500,0.0,0.0,0.0,0.0,0.0
65,2021-10-01,230.4600067138672,7925400,0.0,0.0,0.0,0.0,0.0
66,2021-10-04,224.72999572753903,10283400,0.0,0.0,0.0,0.0,0.0
67,2021-10-05,224.27999877929688,5814000,0.0,0.0,0.0,0.0,0.0
68,2021-10-06,226.50999450683597,5420900,0.0,0.0,0.0,0.0,0.0
69,2021-10-07,230.5500030517578,6561900,0.0,0.0,0.0,0.0,0.0
70,2021-10-08,230.2700042724609,3735200,0.0,0.0,0.0,0.0,0.0
71,2021-10-11,225.1100006103516,5620200,0.0,0.0,0.0,0.0,0.0
72,2021-10-12,224.0500030517578,5448200,0.0,0.0,0.0,0.0,0.0
73,2021-10-13,222.4600067138672,9076000,0.0,0.0,0.0,0.0,0.0
74,2021-10-14,225.17999267578125,5590500,0.0,0.0,0.0,0.0,0.0
75,2021-10-15,230.9900054931641,6355100,0.0,0.0,0.0,0.0,0.0
76,2021-10-18,230.6499938964844,5580200,0.0,0.0,0.0,0.0,0.0
77,2021-10-19,233.5200042724609,4409700,0.0,0.0,0.0,0.0,0.0
78,2021-10-20,231.4199981689453,5401800,0.0,0.0,0.0,0.0,0.0
79,2021-10-21,230.2400054931641,5982200,0.0,0.0,0.0,0.0,0.0
80,2021-10-22,231.22999572753903,3788000,0.0,0.0,0.0,0.0,0.0
81,2021-10-25,233.8800048828125,4938700,0.0,0.0,0.0,0.0,0.0
82,2021-10-26,231.82000732421875,7814500,0.0,0.0,0.0,0.0,0.0
83,2021-10-27,215.77999877929688,22958100,0.0,0.0,0.0,0.0,0.0
84,2021-10-28,209.83999633789065,23199400,0.0,0.0,0.0,0.0,0.0
85,2021-10-29,211.7700042724609,14329800,0.0,0.0,0.0,0.0,0.0
86,2021-11-01,212.4600067138672,13210300,0.0,0.0,0.0,0.0,0.0
87,2021-11-02,209.13999938964844,14688700,0.0,0.0,0.0,0.0,0.0
88,2021-11-03,208.1000061035156,11486700,0.0,0.0,0.0,0.0,0.0
89,2021-11-04,208.77999877929688,11368200,0.0,0.0,0.0,0.0,0.0
90,2021-11-05,216.6699981689453,14273600,0.0,0.0,0.0,0.0,0.0
91,2021-11-08,220.4900054931641,13500100,0.0,0.0,0.0,0.0,0.0
92,2021-11-09,213.38999938964844,11535000,0.0,0.0,0.0,0.0,0.0
93,2021-11-10,215.55999755859372,10063600,0.0,0.0,0.0,0.0,0.0
94,2021-11-11,210.4199981689453,13546900,0.0,0.0,0.0,0.0,0.0
95,2021-11-12,212.08999633789065,7660500,0.0,0.0,0.0,0.0,0.0
96,2021-11-15,212.3000030517578,9596900,0.0,0.0,0.0,0.0,0.0
97,2021-11-16,215.17999267578125,8719600,0.0,0.0,0.0,0.0,0.0
98,2021-11-17,205.05999755859372,38379600,0.0,0.0,0.0,0.0,0.0
99,2021-11-18,203.3300018310547,18292200,0.0,0.0,0.0,0.0,0.0
100,2021-11-19,200.8600006103516,18032600,0.0,0.0,0.0,0.0,0.0
101,2021-11-22,195.5800018310547,21185800,0.0,0.0,0.0,0.0,0.0
102,2021-11-23,198.4900054931641,14742700,0.0,0.0,0.0,0.0,0.0
103,2021-11-24,203.25,12026800,0.0,0.0,0.0,0.0,0.0
104,2021-11-26,197.6499938964844,10987600,0.0,0.0,0.0,0.0,0.0
105,2021-11-29,196.2899932861328,14633500,0.0,0.0,0.0,0.0,0.0
106,2021-11-30,193.7700042724609,16023000,0.0,0.0,0.0,0.0,0.0
107,2021-12-01,190.16000366210935,13204900,0.0,0.0,0.0,0.0,0.0
108,2021-12-02,198.2899932861328,13976300,0.0,0.0,0.0,0.0,0.0
109,2021-12-03,196.32000732421875,10660500,0.0,0.0,0.0,0.0,0.0
110,2021-12-06,202.67999267578125,10722100,0.0,0.0,0.0,0.0,0.0
111,2021-12-07,207.3699951171875,11897200,0.0,0.0,0.0,0.0,0.0
112,2021-12-08,208.9900054931641,11749200,0.0,0.0,0.0,0.0,0.0
113,2021-12-09,211.38999938964844,10176800,0.0,0.0,0.0,0.0,0.0
114,2021-12-10,213.3999938964844,8882700,0.0,0.0,0.0,0.0,0.0
115,2021-12-13,211.0200042724609,8844300,0.0,0.0,0.0,0.0,0.0
116,2021-12-14,209.97999572753903,9832300,0.0,0.0,0.0,0.0,0.0
117,2021-12-15,212.30999755859372,10892500,0.0,0.0,0.0,0.0,0.0
118,2021-12-16,214.3699951171875,8548400,0.0,0.0,0.0,0.0,0.0
119,2021-12-17,211.8800048828125,11578400,0.0,0.0,0.0,0.0,0.0
120,2021-12-20,208.7400054931641,9434400,0.0,0.0,0.0,0.0,0.0
121,2021-12-21,215.3800048828125,6993700,0.0,0.0,0.0,0.0,0.0
122,2021-12-22,217.9600067138672,6003400,0.0,0.0,0.0,0.0,0.0
123,2021-12-23,216.6199951171875,4798200,0.0,0.0,0.0,0.0,0.0
124,2021-12-27,217.6300048828125,4818400,0.0,0.0,0.0,0.0,0.0
125,2021-12-28,218.0500030517578,4279800,0.0,0.0,0.0,0.0,0.0
126,2021-12-29,218.1699981689453,3223100,0.0,0.0,0.0,0.0,0.0
127,2021-12-30,217.8699951171875,3812800,0.0,0.0,0.0,0.0,0.0
128,2021-12-31,216.7100067138672,4723300,0.0,0.0,0.0,0.0,0.0
