,Date,Close,Volume,Insider_Trades,Negative_Count,Neutral_Count,Positive_Count,Total_Count,Close_Delta
0,2021-07-01,165.9600067138672,6320200,0.0,0.0,0.0,0.0,0.0,
1,2021-07-02,168.97999572753906,9059900,0.0,0.0,0.0,0.0,0.0,3.019989013671875
2,2021-07-06,167.97000122070312,6098500,0.0,0.0,0.0,0.0,0.0,-1.0099945068359375
3,2021-07-07,169.41000366210938,6293500,0.0,0.0,0.0,0.0,0.0,1.44000244140625
4,2021-07-08,169.0800018310547,5755500,0.0,0.0,0.0,0.0,0.0,-0.3300018310546875
5,2021-07-09,169.75,6120900,0.0,0.0,0.0,0.0,0.0,0.6699981689453125
6,2021-07-12,169.47999572753906,7840500,0.0,0.0,0.0,0.0,0.0,-0.2700042724609375
7,2021-07-13,169.27000427246094,4691200,0.0,0.0,0.0,0.0,0.0,-0.209991455078125
8,2021-07-14,170.4199981689453,6162900,0.0,0.0,0.0,0.0,0.0,1.149993896484375
9,2021-07-15,168.3699951171875,6656900,0.0,0.0,0.0,0.0,0.0,-2.0500030517578125
10,2021-07-16,168.10000610351562,5834900,0.0,0.0,0.0,0.0,0.0,-0.269989013671875
11,2021-07-19,166.8800048828125,8219700,0.0,0.0,0.0,0.0,0.0,-1.220001220703125
12,2021-07-20,168.4499969482422,9902800,0.0,0.0,0.0,0.0,0.0,1.5699920654296875
13,2021-07-21,169.49000549316406,7585200,0.0,0.0,0.0,0.0,0.0,1.040008544921875
14,2021-07-22,169.97999572753906,5281900,0.0,0.0,0.0,0.0,0.0,0.489990234375
15,2021-07-23,171.7899932861328,5014900,0.0,0.0,0.0,0.0,0.0,1.80999755859375
16,2021-07-26,171.8699951171875,4484900,0.0,0.0,0.0,0.0,0.0,0.0800018310546875
17,2021-07-27,172.66000366210938,7089300,0.0,0.0,0.0,0.0,0.0,0.790008544921875
18,2021-07-28,172.17999267578125,5750700,0.0,0.0,0.0,0.0,0.0,-0.480010986328125
19,2021-07-29,172.17999267578125,4214100,0.0,0.0,0.0,0.0,0.0,0.0
20,2021-07-30,172.1999969482422,5346400,0.0,0.0,0.0,0.0,0.0,0.0200042724609375
21,2021-08-02,172.27000427246094,3721500,0.0,0.0,0.0,0.0,0.0,0.07000732421875
22,2021-08-03,174.38999938964844,6033000,0.0,0.0,0.0,0.0,0.0,2.1199951171875
23,2021-08-04,173.36000061035156,4793100,0.0,0.0,0.0,0.0,0.0,-1.029998779296875
24,2021-08-05,173.69000244140625,4291000,0.0,0.0,0.0,0.0,0.0,0.3300018310546875
25,2021-08-06,173.11000061035156,4581100,0.0,0.0,0.0,0.0,0.0,-0.5800018310546875
26,2021-08-09,173.7100067138672,3950200,0.0,0.0,0.0,0.0,0.0,0.600006103515625
27,2021-08-10,173.77000427246094,3678300,0.0,0.0,0.0,0.0,0.0,0.05999755859375
28,2021-08-11,173.8000030517578,4221300,0.0,0.0,0.0,0.0,0.0,0.029998779296875
29,2021-08-12,175.1999969482422,4300400,0.0,0.0,0.0,0.0,0.0,1.399993896484375
30,2021-08-13,176.25,5882100,0.0,0.0,0.0,0.0,0.0,1.0500030517578125
31,2021-08-16,177.83999633789062,4782800,0.0,0.0,0.0,0.0,0.0,1.589996337890625
32,2021-08-17,179.47000122070312,6041900,0.0,0.0,0.0,0.0,0.0,1.6300048828125
33,2021-08-18,177.19000244140625,7134100,0.0,0.0,0.0,0.0,0.0,-2.279998779296875
34,2021-08-19,178.57000732421875,5615000,0.0,0.0,0.0,0.0,0.0,1.3800048828125
35,2021-08-20,179.44000244140625,5428700,0.0,0.0,0.0,0.0,0.0,0.8699951171875
36,2021-08-23,177.61000061035156,6461700,0.0,0.0,0.0,0.0,0.0,-1.8300018310546875
37,2021-08-24,175.38999938964844,5734800,0.0,0.0,0.0,0.0,0.0,-2.220001220703125
38,2021-08-25,174.22999572753906,5700300,0.0,0.0,0.0,0.0,0.0,-1.160003662109375
39,2021-08-26,173.3000030517578,5031600,0.0,0.0,0.0,0.0,0.0,-0.92999267578125
40,2021-08-27,172.92999267578125,7046100,0.0,0.0,0.0,0.0,0.0,-0.3700103759765625
41,2021-08-30,173.66000366210938,3252700,0.0,0.0,0.0,0.0,0.0,0.730010986328125
42,2021-08-31,173.1300048828125,7106800,0.0,0.0,0.0,0.0,0.0,-0.529998779296875
43,2021-09-01,173.74000549316406,5327400,0.0,0.0,0.0,0.0,0.0,0.6100006103515625
44,2021-09-02,174.92999267578125,4544300,0.0,0.0,0.0,0.0,0.0,1.1899871826171875
45,2021-09-03,175.0399932861328,4096900,0.0,0.0,0.0,0.0,0.0,0.1100006103515625
46,2021-09-07,172.32000732421875,6859900,0.0,0.0,0.0,0.0,0.0,-2.7199859619140625
47,2021-09-08,171.89999389648438,4661700,0.0,0.0,0.0,0.0,0.0,-0.420013427734375
48,2021-09-09,168.07000732421875,7114600,0.0,0.0,0.0,0.0,0.0,-3.829986572265625
49,2021-09-10,166.97000122070312,6699300,0.0,0.0,0.0,0.0,0.0,-1.100006103515625
50,2021-09-13,165.8000030517578,6273500,0.0,0.0,0.0,0.0,0.0,-1.1699981689453125
51,2021-09-14,164.8000030517578,5259600,0.0,0.0,0.0,0.0,0.0,-1.0
52,2021-09-15,165.4199981689453,7935300,0.0,0.0,0.0,0.0,0.0,0.6199951171875
53,2021-09-16,165.22000122070312,5665400,0.0,0.0,0.0,0.0,0.0,-0.1999969482421875
54,2021-09-17,164.75,13419800,0.0,0.0,0.0,0.0,0.0,-0.470001220703125
55,2021-09-20,163.80999755859375,7270800,0.0,0.0,0.0,0.0,0.0,-0.94000244140625
56,2021-09-21,164.52999877929688,6663600,0.0,0.0,0.0,0.0,0.0,0.720001220703125
